Plate	Inplatecount	Sample	IgG2_RBD alpha	IgG2_N	IgG2_RBD beta	IgG2_RBD omicron	IgG2_RBD lambda	IgG2_RBD gamma	IgG2_zebra	IgG2_Eadp501	IgG2_RBD delta	IgG2_RBD wuhan	IgG2_AMA1	IgG2_MSP1	IgG2_HRPII	IgG2_Tetanus	IgG2_HCoV-229E	IgG2_HCoV-NL63	IgG2_HCoV-OC43	IgG2_pp28	IgG2_pp65	IgG2_EBNA1	IgG2_VCA	IgG2_FL spike	IgG2_BSA	IgG2_CelTos	IgG2_CSP	IgG2_HCoV-HKU1
PLATE1	1	HC-013K	39.5	-6	46.5	25.5	14.5	69	16.5	-12.5	140.5	69.5	137	1248.5	36.5	170.5	220.5	178.5	301.5	226.5	284.5	-13	113.5	236.5	83.5	98.5	1837.5	92.5
PLATE1	1	HC-014K	31	124	13	15	15	48	36.5	21	27	0.5	130	6359	97	13	276.5	259	382.5	212	81	10	38	159	57	119	276	120.5
PLATE1	1	HC-015K	0	3258.5	-7	-11	-13	8529	12	-14	48	19	544.5	985	66	76	5607	3804	4054.5	713	274	11	24	537.5	95	78	961	540.5
PLATE1	1	HC-016K	195.5	55	133	36.5	140.5	145	34	11	235	136	1049	308	69.5	85	931	523	1258	454	196	1.5	23	512.5	56	97	2810	325
PLATE1	1	HC-017K	-12	-29.5	-11.5	-21.5	-13	4.5	-9.5	-29.5	86.5	79	4493.5	215.5	36.5	-43.5	4125	4396.5	5178.5	3582.5	1542.5	15.5	165	3319.5	105.5	113.5	3132.5	4449
PLATE1	1	HC-018K	18.5	1122.5	4.5	15.5	7.5	45.5	45.5	17.5	31.5	29.5	596.5	310.5	75.5	133	672.5	650.5	736.5	582.5	268.5	7.5	49	495	61.5	98	138.5	567
PLATE1	1	HC-019K	72	11	24	21	41.5	64.5	42	3	100	26.5	284.5	1409	68	1	411.5	377	513	257	105.5	31	25	220	58	83	150.5	233.5
PLATE1	1	HC-020K	50.5	38.5	31.5	54.5	25.5	70.5	73.5	-0.5	210.5	50	1222.5	852.5	110.5	67.5	1672	1215	1721	1456.5	657	12	39	885.5	63.5	70	124.5	1096.5
PLATE1	1	HC-021K	-664	-1227	-1015	-1265	-1053.5	-987	-1270.5	-1299	-995	1302.5	-463	-1140.5	-1242	-1254.5	1717	828	1611	-136	-468.5	-99.5	1327	654	1365	613	133	-754
PLATE1	1	HC-022K	21	16	22	23.5	11	45.5	31.5	12	39	11.5	303.5	231	62	30	452	402	582	231	116	-2.5	44.5	190.5	53	79	233	384
PLATE1	1	HC-023K	34.5	68	37	42	21	59.5	38.5	19	43	20	65	544	79.5	68	329	227	324	129	78.5	8.5	57	86	50	87	160	91.5
PLATE1	1	HC-024K	7	-3	9	11	5	35	30	-0.5	38.5	1.5	148	526	55	28	272	192	593	173	93.5	-8	7.5	191	66	82	95.5	119
PLATE1	1	HC-025K	156.5	15	136	90	186	115.5	37.5	9.5	172.5	147.5	763.5	276.5	66	42.5	625.5	793.5	767.5	550	284.5	6	73	650.5	59.5	107.5	718.5	626.5
PLATE1	1	HC-026K	211	43	252	67	176	149.5	35.5	32	344	169.5	411	1119	92	91.5	13265	9195	4940	494.5	189	6	42.5	506	61	109	140	333.5
PLATE1	1	HC-027K	98	35.5	57	94.5	50	73.5	37	4	522	67	260	7195	67	200	332	221.5	963	267	116	0.5	46.5	317.5	57	79	746	135
PLATE1	1	HC-028K	157.5	-1337	187	-1502.5	-442	-601	-1547	-1576	172	2029	-710	-1321	-1505	-1282	1157.5	-382	89	-406	232.5	-551	1301	673.5	1650	182	88.5	-1187
PLATE1	1	HC-029K	18.5	2.5	11	1	20.5	41.5	34	8.5	39	13	119	253.5	68	31	214	188	471.5	171	121	-1.5	18	128	56	86	97	137
PLATE1	1	HC-030K	19	72.5	29.5	22	7	43.5	41	30.5	56.5	27	337	1121.5	88.5	55	4457	3315.5	3479.5	412	688.5	-1	42.5	388	63	196	193	1989
PLATE1	1	HC-031K	15	-24	-23	-19	14	8.5	251.5	-5	10	-13	55	42	54	41	1012	233.5	698	5771	167.5	-21	22	83	93	41	250	92
PLATE1	1	HC-032K	149	-12.5	77	13.5	76	91	9.5	-17	379	140	219	83	42.5	7.5	728	391.5	534	282	284	-27	24	270	80	69	72	236
PLATE1	1	HC-033K	25	17	7	8.5	39	28	6	-19	131	29	400.5	1069.5	88.5	58	603	530	2291	685.5	195.5	17.5	67	545	84	88.5	122	403.5
PLATE1	1	HC-035K	112	26	16	4	8	40	28	-8	554	49	629	1558.5	105.5	13.5	903.5	733	1903	577	255	-3.5	45	502	68	68.5	359.5	614
PLATE1	1	HC-036K	202	26	70	-17	61	72	-3	-30	257	162.5	489	397	36	16	1475	691	892	618	291	-10	86	550	98	138	4171.5	451
PLATE1	1	HC-037K	35	-7	-6	-2	3.5	28	11	-11	81	25	441	800	48	798	568.5	484	879	605	389	-1	672	652	87	219	124	374.5
PLATE1	1	HC-038K	31.5	2	27	19.5	16	48	42	16	41.5	19	751	209	71.5	36	670	740	941.5	592	228	8	50	544	51	93	110.5	705
PLATE1	1	HC-039K	14	-34.5	-18	-28	-17	13.5	-3	-29	16	41	1209	179	29	80	4053.5	1561	2381	1593	1423.5	2	80.5	1426	99	117	91	1152
PLATE1	1	HC-040K	-11.5	24.5	10.5	-15	-1.5	21	19.5	-6.5	28.5	8.5	703.5	471.5	36.5	47.5	1679.5	1137.5	2132.5	436.5	356.5	-8	72.5	434.5	77.5	97.5	122.5	590.5
PLATE1	1	HC-041K	439	61	153.5	38	235	132	24	-8.5	771	328	158	782	52.5	243	3165	2260.5	2061	233	129	12	7975	595	74	92	149	135.5
PLATE1	1	HC-042K	1870.5	75.5	923.5	74	820	504	29	1	4718	1894.5	126	2187	72	60	2039	536	1230	266	100	0	66	1072	69	90	225	133
PLATE1	1	HC-043K	257	19	213	35.5	252	179	28	8	304.5	152	509.5	295	52	17	3950.5	3359.5	2087	747	309.5	-2	51.5	689	71	86	121	505
PLATE1	1	HC-045K	2.5	-5	2	9.5	-2.5	25	11	-14	48	8	78	1651.5	51.5	-3.5	125	151.5	139	126	67.5	-7	13	85	75	99.5	84	145
PLATE1	1	HC-047K	304	12	115.5	-1.5	216	136	32	-5	432	225.5	127	383.5	59	123	200.5	159	309	176	93	-3	52	159	78	99.5	560.5	72
PLATE1	1	HC-048K	48	-44	0.5	-34.5	22.5	11	-23	-48	135	95	642	-24	-7	-42.5	1014	815	827	594	256	-1	32	578	120	106.5	291	683
PLATE1	1	HC-049K	32.5	30	28	30	32	51	56.5	31.5	49	32	225	125.5	73	89.5	4543	2745	2827	259	122.5	13	35	219	40	97	115	366
PLATE1	1	HC-050K	19	20	4	70.5	10	32	34	-1.5	18	23	273	1395.5	74	39	544	383.5	728.5	399	149.5	7.5	24	323	67	99	885.5	283
PLATE1	1	HC-051K	72	123.5	5.5	10.5	18.5	31.5	17.5	-3.5	318.5	82	457.5	276.5	56.5	14.5	337.5	389.5	1325.5	578.5	151.5	-6.5	47.5	491	71.5	73.5	105.5	226
PLATE1	1	HC-052K	468	20.5	168.5	35	276	205.5	56	13.5	503.5	312	755.5	1757	80	31	683	700	982.5	585	249	26.5	39.5	680.5	39	96	120	610
PLATE1	1	HC-053K	21	12	29	20	34	51	42	15	40	22.5	746	896	78	69	753	804.5	1026	889	268	1	18	543	47	75.5	94	745
PLATE1	1	HC-054K	335.5	45	224	18.5	330	291	44.5	23	230	203.5	1597	313.5	63	39	1656	1589	1742	1327	481	9.5	287	1296.5	52	105	210.5	1459
PLATE1	1	HC-055K	789	118.5	521	89.5	927.5	419	29.5	0.5	525	568	964	2316	89.5	691.5	875	722	1083	916.5	422.5	10	152	1148	69	122	113	567
PLATE1	1	HC-056K	511	102	317	68.5	84	304	43	16	91.5	57.5	233	1311	94	71	235	240.5	302	1491	92	5	10	189	46	106.5	158	147.5
PLATE1	1	HC-057K	1875	80	837	142.5	1212	481.5	31.5	13.5	2652	1518.5	466	1240	92	112	6651.5	5552	4074.5	259	317.5	11	40	922	57	91	262	231
PLATE1	1	HC-058K	309	27	92	107	30	90.5	7	-18	1722.5	334	770	466	44	32	521	563.5	735	340	202	-8	187	473.5	88	157.5	212	432
PLATE1	1	HC-059K	5980	24.5	2944.5	52.5	1845.5	937.5	8.5	5.5	10543.5	6683.5	332.5	498.5	46.5	60.5	3749.5	852.5	2924	341	147.5	19.5	286	669	79.5	124.5	212.5	354.5
PLATE1	1	HC-060K	1541	1684	9	15.5	-1.5	142	14	8.5	40.5	812	436	1966.5	84	385	857	809	2643	528	312	5	276	567	77	150.5	4666	1256
PLATE1	1	HC-061K	22	10	19	26	41	50.5	43	21.5	93.5	7.5	182	85.5	65	29	364	289	504	283	127.5	8	23	211	52	82	116	196
PLATE1	1	HC-062K	781	84	250.5	45	221	240.5	43.5	4.5	615.5	389.5	499	636	68.5	0.5	747	717.5	1633.5	606.5	222.5	-18.5	23.5	1216.5	56.5	84.5	68	526
PLATE1	1	HC-063K	187.5	44	87.5	40	136.5	100.5	80.5	22.5	506	104	358.5	391.5	61.5	55.5	469.5	417.5	542.5	296.5	137.5	6.5	22.5	326.5	40.5	94	97	318.5
PLATE1	1	HC-064K	5	4.5	7.5	11	18	35	34	-3.5	26	28	173.5	64	54	7	996	368	588.5	223	105.5	5	34.5	169	60	477.5	113	255
PLATE1	1	HC-065K	22	-24	-3.5	-29	-19	11.5	21	-32	51.5	44.5	2731.5	34	25	121	2680	2694	3585	2681	1171	86.5	185	2434	99	148	114.5	2860
PLATE1	1	HC-066K	-8	-33	-49	-39.5	-29	-2.5	-18	-44	5.5	74.5	460	1059	31	254	3037	1926	1609	706	341	-24	77	731	114	115	137	628
PLATE1	1	HC-067K	32.5	57.5	50.5	50	29.5	63.5	57.5	23.5	218.5	45.5	81.5	336	72.5	144.5	2249.5	2285.5	3599	102.5	75.5	18.5	37.5	119	43.5	98.5	102.5	117.5
PLATE1	1	HC-068K	88	14.5	22	32.5	34	63	45.5	3	109	39	195	150	68	18.5	231	244	254	210	210	-1	93.5	189	50	63	97	174
PLATE1	1	HC-069K	82	33.5	45.5	41.5	65	89	52	31	201	65.5	157	221	86	37	325	204.5	306	276	121	13.5	26	195.5	35	98	132	136
PLATE1	1	HC-070K	1138.5	27.5	195.5	23.5	785.5	209.5	33.5	12.5	1316.5	589.5	686.5	596.5	77	17.5	876	850.5	919.5	432.5	273.5	-5	44.5	536.5	57.5	91.5	1773.5	711.5
PLATE1	1	HC-071K	29	18	10	8	-16	17	-11	-31.5	225	96	769	345	22	38	4288.5	1433.5	4169	768.5	333	43	113	807.5	105	118	120	683
PLATE1	1	HC-072K	274.5	16.5	77.5	9.5	56	114.5	26.5	18.5	161.5	126.5	751.5	361.5	83.5	8.5	1200	909.5	1416.5	754.5	287.5	4.5	52.5	694.5	56.5	89.5	232	632.5
PLATE1	1	HC-073K	23	24.5	17	21	13	40	42	13	47	17	103	151	61	26.5	154	187	166	159.5	85	-13	10	144	52	73.5	79	112
PLATE1	1	HC-074K	33	25.5	17.5	29.5	34	46	50	12.5	49	15	477.5	488	80.5	11	906	455	729	356.5	164.5	70	24	307.5	45	123.5	1924	282
PLATE1	1	HC-075K	-65	-74	-78	-86	-69.5	-48	-68.5	-97.5	-19	37	1285.5	477	-31	-90.5	1953	1646	1846.5	1384	613	-11	137	1084	164	205.5	2289	1448
PLATE1	1	HC-076K	35.5	16.5	21.5	12	13.5	41.5	34.5	16.5	60.5	30.5	229	115.5	66.5	766	387	311.5	570.5	213	128.5	11.5	51.5	206.5	57.5	104	102.5	240
PLATE1	1	HC-077K	342.5	-22	50	-21	34.5	69	-6	-29	91.5	225.5	205	38	20	84	336	312	349	390	146	-5.5	54	455	99	93	91	305
PLATE1	1	HC-078K	35.5	21	18	32.5	17	67	39	14	84	20	127	141	76	7.5	650	419.5	620	223	128	13.5	31	187	50	83	126.5	110
PLATE1	1	HC-079K	164	-6.5	67	2	90.5	79	14.5	-2	250	116	271	1289	46	107	336.5	403	936	320.5	182.5	22	75	331	75	99	123	276
PLATE1	1	HC-080K	1023	13	158	31.5	401	175	36.5	3	383	631.5	293.5	167	64.5	7	349	350	417	247	3436.5	18.5	85.5	326	54	96	92	316
PLATE1	1	HC-081K	825.5	39	455	56	199	385.5	55	36	548	534	397	294	71	26.5	895	750	927	452	245	15	33.5	494.5	40	102	282.5	389.5
PLATE1	1	HC-082K	26	21.5	24	25	25	57	43	23	59.5	25	79	67	68.5	18	531.5	348	482	179	99.5	11	23	114.5	39	85	105	81
PLATE1	1	HC-083K	-1	-6	4	14	4	30	37	4	39	25.5	899	949.5	91	28.5	1175	954	1063	578	291	5.5	35.5	503	63	81	103.5	844
PLATE1	1	HC-084K	269.5	78.5	57.5	13.5	95	66.5	30	11.5	256.5	132.5	1392	893.5	62.5	0	1028.5	940.5	1195.5	692.5	392.5	-6	25.5	822.5	68.5	85.5	125.5	849.5
PLATE1	1	HC-085K	-31.5	-20.5	-32	-13.5	-13.5	-3	-12.5	-39.5	12.5	-2.5	1619	196	52.5	-40	3720	1930.5	2408	1298.5	543.5	-10	62	1177.5	107.5	50	88.5	1395.5
PLATE1	1	HC-086K	20	21	26	17.5	35	52	88	18	62	21.5	632	471	93	146.5	725	707	696	491	583	8	49	378	49	329	149	619
PLATE1	1	HC-087K	-50	-122	-91.5	-103	-82	-65	-81.5	-118	246	122	404	489.5	-28.5	-38	8673	3878	4974	545.5	173.5	-65	74	450	187	78	138	387.5
PLATE1	1	HC-088K	62	24.5	41	35	30	67	51	14	130.5	49	363.5	891	62	18	3129.5	902	1697.5	631	256	13	56	608	51	89	217	550
PLATE1	1	HC-089K	35.5	-30.5	-49.5	-43.5	-50	1.5	-29	-48.5	30.5	24.5	741.5	7186.5	30.5	-21.5	2864.5	2197.5	2354.5	464.5	228.5	-13.5	76	390.5	123.5	91	104.5	573.5
PLATE1	1	HC-090K	24.5	16	28.5	29.5	19.5	45.5	43.5	22.5	52	24.5	436.5	393.5	62.5	745	377.5	379	362	238	122.5	24.5	31	189.5	49.5	80.5	110.5	202.5
PLATE1	1	HC-091K	32.5	6.5	17	10	19.5	53	30.5	3	73	28	913	840	63	256.5	2200	1005	1378	392	179	750	800	321	62	111	116.5	367
PLATE1	1	HC-092K	161.5	51	41.5	37	58	56	39	12	146.5	75	868	1901	66.5	14	2202	886	1348	528	237	23	1560	538.5	56	80.5	90	742
PLATE1	1	HC-093K	240	39	54	16	135	96	46.5	8	358	122.5	410.5	4010	84	15.5	510	463	490	795.5	283.5	23	70.5	781.5	56	115	108	425
PLATE1	1	HC-094K	33	60	39	26.5	22	47.5	36	16	79	16	86	173	65	6	338	247.5	228	178	76	4	53.5	158	48	101	293	74
PLATE1	1	HC-095K	10	5	13.5	22.5	21	50	34	17	48	0	190	922	119	11.5	204	249	225	1449	899	0.5	23.5	857	55	71	114	127
PLATE1	1	HC-096K	14.5	23	7	10	14	44	24	-1	53.5	12	355	15726.5	60	1	848	562	1085	299.5	158	-0.5	36	240	70	88.5	220	319
PLATE1	1	HC-097K	85	66	22	24	42.5	96	23.5	-3	112	57	1709	221.5	65	-8	1872	1859	2101	1331	644	10	31	1175	68	86	1375	1543
PLATE1	1	HC-098K	200	48.5	88	-8	138	88.5	8.5	-29.5	465.5	232.5	122.5	197.5	40.5	36.5	1228.5	905.5	883.5	201.5	175	-9.5	88	276	90.5	87	86	304.5
PLATE1	1	HC-099K	122	77	56	8	85.5	77	39	7	136	74	57	83.5	56.5	9.5	923	677	579.5	83	52.5	0	11	96.5	51	85	92	48
PLATE1	1	HC-100K	391.5	-11.5	147	-13.5	211	124	-3.5	-38.5	728	259.5	730	333.5	34.5	-42.5	1181.5	1018.5	1171.5	545	259	40.5	105.5	548	96.5	113	183.5	754
PLATE1	1	HC19-KC005	8.5	100.5	-5.5	-13	11.5	35.5	30.5	2	27	13.5	206.5	631.5	61	-8.5	5412	4979.5	6048	332.5	150.5	4.5	24	299.5	67.5	97.5	137.5	186.5
PLATE1	1	HC19-KC006	10	-1	3	13	-1.5	42	25	3.5	25	15	464.5	35307	71	1	3876.5	1692	2618.5	640	250	-5	26	554	65	67	173.5	527
