Plate	Inplatecount	Sample	IgG2_RBD alpha	IgG2_N	IgG2_RBD beta	IgG2_RBD omicron	IgG2_RBD lambda	IgG2_RBD gamma	IgG2_zebra	IgG2_Eadp501	IgG2_RBD delta	IgG2_RBD wuhan	IgG2_AMA1	IgG2_MSP1	IgG2_HRPII	IgG2_Tetanus	IgG2_HCoV-229E	IgG2_HCoV-NL63	IgG2_HCoV-OC43	IgG2_pp28	IgG2_pp65	IgG2_EBNA1	IgG2_VCA	IgG2_FL spike	IgG2_BSA	IgG2_CelTos	IgG2_CSP	IgG2_HCoV-HKU1
PLATE1	1	HC19-KC007	32	18	17	19	29	52.5	45	17.5	62.5	19	236	821	87.5	8	2207	561.5	930	177	91	34	66	167	50	88.5	111	138
PLATE1	1	HC19-KC008	9	-3	-4.5	5	18	33	33	-5	28	13.5	76	2205	473	115	129	134	283	152	621	41.5	83	92.5	64	109	115.5	139
PLATE1	1	HC19-KC012	8	4	3	19.5	17	35.5	37	5	32.5	23	183	199	67	56	2783	1172.5	2683.5	238	100	7	78	198.5	58	89	109	155
PLATE1	1	HC19-KC015	8	159	-25.5	-49	-40	-23.5	257.5	-56	-13	81	241	1375	134.5	120.5	7744	6712.5	5138	570	145.5	7	94	474	129	505	5595	309
PLATE1	1	HC19-KC016	30	-1	45	20.5	10.5	46	33	-1	41	35	333	129	71	3	6365	7043.5	6184	667	295	-1	32	545	71	369	1136.5	507
PLATE1	1	HC19-KC017	186.5	6633	-42	-36.5	-7	-19.5	-20	-29.5	13	141	244	589	35.5	12	1682	770	1078	424.5	325	-36	37	347	120	82	1622.5	485
PLATE1	1	HC19-KC019	36	373.5	13.5	21.5	36	48	51	13.5	90.5	32	312.5	1183	102	12	7623	8252	7345.5	485.5	291	10.5	35	441	50	101	2479	398
PLATE1	1	HC19-KC021	32	3.5	28.5	20.5	10.5	42.5	33.5	3.5	34.5	24	206.5	148.5	58.5	-0.5	402.5	407	447.5	1139.5	345.5	4.5	57.5	871.5	64.5	96.5	2510.5	370
PLATE1	1	HC19-KC022	227.5	-14	-8	4	-2	31	25	-1.5	29.5	92	511	9345.5	56	-5	2883.5	2821.5	4011	450	251	6	55.5	625	70	112	713	410
PLATE1	1	HC19-KC024	69	23.5	31.5	43.5	43.5	72.5	50.5	31.5	60	30	116.5	258.5	80	128.5	137.5	157.5	225.5	121	72.5	13.5	24.5	84.5	34.5	111.5	109.5	80.5
PLATE1	1	HC19-KC025	-12.5	15	-16	1.5	-21	6	7	-20	7.5	57	1589	317	23.5	-24	1584	785	3955.5	402	124	21	186	316.5	90	323.5	133.5	2332
PLATE1	1	HC19-KC026	-49	-56	-58.5	-60	-53	-19.5	-41	-56	-23.5	48.5	1081	1613.5	24	-65	17499.5	14072	13437	1236	437	6	122	1096	129	166	221.5	1100
PLATE1	1	HC19-KC027	-33	-28	-18	-35.5	-39	-7.5	-10	-29	-3	34	1227	43	34.5	-40	1616	1522	1541	453	185	4	56.5	412	104	137	1018	351
PLATE1	1	HC19-KC028	-14.5	-16.5	-20	-29.5	-20	7	-3	-27	86	20.5	888	551.5	28.5	-33.5	4232	2303	5410	2529	640	9.5	116.5	1961.5	97	198	7956	1021.5
PLATE1	1	HC19-KC029	17	138	4	20	1	40	39	8	38	37	1429	1013.5	67.5	9	1799	1786.5	2084.5	1126	659	21.5	51.5	1023	63	115	431.5	1693
PLATE1	1	HC19-KC030	16.5	21.5	19	32.5	13	43	43.5	10.5	49.5	19	249	283.5	65.5	19	462.5	313.5	471	310.5	888.5	17	40	256	54.5	95.5	2814	218.5
PLATE1	1	HC19-KC033	20	10.5	10	16	11.5	40	31	6.5	44.5	6	353	2639.5	99.5	136.5	703.5	475	572	404	137.5	20	43	314	59	57	154	345.5
PLATE1	1	HC19-KC035	10	5	3	10	-1	20	29	-2	40	-6	307	2555	75	156	591.5	470.5	523	411	132	-16	32	302	70	60	131	314
PLATE1	1	HC19-KC036	41	89.5	22.5	19	43.5	59	48.5	21.5	53.5	32.5	200	220.5	66	16563.5	693.5	381	468	231.5	118.5	20.5	51.5	194.5	48.5	110.5	5639.5	131
PLATE1	1	HC19-KC038	865	-10.5	14.5	6	-0.5	22.5	17.5	-4.5	48.5	1610	434.5	1541.5	52.5	3.5	1137.5	1118.5	1145.5	1654.5	328.5	2.5	47	581.5	85.5	108.5	156.5	460.5
PLATE1	1	HC19-KC039	7	-7	-14.5	0	3	22	20.5	-16	49	15	1285	1403	45	-13	3565.5	2756	2495.5	1126	644.5	-9	43	880.5	81	314	471	1474.5
PLATE1	1	HC19-KC040	13	2	5	14	7	38.5	33.5	8	42	5	46	1662.5	59	4	2771.5	2355.5	786	92	58.5	11.5	37	68	59	85	97.5	67
PLATE1	1	HC19-KC041	-31	-54	-59	-56.5	-45.5	-30	-34.5	-54	74	52	553	42	-11	-62	975	869	993	597	277.5	7.5	141.5	472	128	209	128.5	722.5
PLATE1	1	HC19-KC047	-35.5	-36.5	-52	-42	-55	-11	-37	-45	-29	36	159	261	17	35.5	1202.5	905	1087	317	101.5	16	84	286	115	130	157	183
PLATE1	1	HC19-KC048	29	165.5	10	14	21	47.5	20	18.5	50	19	405	411.5	69	4	523	665	752	500.5	210	16	64	466	59	106	3205.5	525
PLATE1	1	HC19-KC049	7.5	-4.5	6	2.5	4.5	65.5	30.5	36.5	24	32.5	712.5	57	51	-10.5	1760.5	1781	1793	670.5	291	13.5	50.5	543.5	69.5	94	159	673.5
PLATE1	1	HC19-KC050	38.5	-13	-22	-8	12	14	-4.5	-15	74	41	283.5	409	33	-9.5	18555	19606	17160.5	490	183	30	45	376	91	101	112	372
PLATE1	1	HC19-KC051	4	21	3	4	-5	32	30	-5	34	41	387	1018	87	-1	2333.5	1640	1983	481	212	27	66.5	432	66	96.5	348	427
PLATE1	1	HC19-KC057	10	8	11	29.5	16	39	31	2	36	13	242	296	64	3	4125	3961	3407	522.5	185.5	4.5	14	414.5	52	164	166	291.5
PLATE1	1	HC19-KC058	22	18.5	18.5	44	28.5	59.5	36.5	15.5	44	23.5	411.5	187.5	75	4.5	3141.5	1470.5	2013	613.5	244.5	33.5	49	478.5	53.5	128.5	1742.5	468.5
PLATE1	1	HC19-KC059	15	9	15	1.5	4	37	58	15	39.5	10.5	298	655	65.5	-2	386	374	573	412	196.5	19.5	42.5	322	61	89	193	304
PLATE1	1	HC19-KC060	29.5	19	24	38	32.5	55	53.5	32	42.5	16	170	93	72	28	4701	3748.5	4055.5	207.5	130	20	23	147	40	107	2112	210.5
PLATE1	1	HC19-KC063	26.5	20.5	8.5	7.5	13.5	174.5	36.5	3.5	37.5	22.5	456.5	2271	104	2.5	1158.5	910.5	1809.5	704	271	47.5	2116.5	570.5	61.5	165.5	461.5	601.5
PLATE1	1	HC19-KC064	-46	-46	-53	-55.5	-69.5	-32	27	-30.5	-9	40.5	1173	592	83	-5	1620	1795	4738	2063.5	978	17.5	121.5	1781	131	244	356	1611
PLATE1	1	HC19-KC065	16.5	182	-10.5	0	3	18	31	-0.5	20	38.5	894	8426.5	43	-17	1239	984.5	1931	1112	461	16	82	929	82	92	4361.5	946
PLATE1	1	HC19-KC066	11	259	7	1.5	10	37	31.5	1	67	26	297	369	57	-7.5	515.5	473	529.5	576	261	6	52	538	65	111	4113	330
PLATE1	1	HC19-KC067	26	31	20	26.5	12	43	56	12	52	29	593	192	69	5	475	459	546.5	567	238	10.5	55	501	54	110.5	551	417
PLATE1	1	HC19-KC068	155.5	-15	-32	-34.5	-21	-5	-21	-32	10	117	373	3183	22	-36	1893	701	2057	968	330	29	103	893	108	91	129	521.5
PLATE1	1	HC19-KC069	-6	10.5	-2	-6.5	-6.5	21	11	-21	33	17	1751.5	386	55.5	-16	2037	1896.5	2328	1878	822	8.5	115	1811	86	97.5	135	2063
PLATE1	1	HC19-KC070	9	50.5	0.5	-7	-4.5	60.5	19.5	-12.5	23.5	65.5	2909	10723	959.5	-17.5	5317.5	3613	4337.5	3039.5	1017.5	38.5	116.5	2612.5	84.5	248.5	2707.5	3359.5
PLATE1	1	HC19-KC071	19	327	-8.5	-23.5	-11	15.5	6	-13	26	107	479.5	8038	96	-22	1314	762	1274	719.5	276.5	35	264	634	93	80	1856	511
PLATE1	1	HC19-KC072	5.5	185.5	-22	-15	-12	25	7.5	-4	31.5	5	1327	4278	90	5.5	2462.5	1823	2181	531	236.5	-11.5	71	476	87	77	190	736
PLATE1	1	HC19-KC073	26	109	19	8	24	47.5	36	-2	37	32.5	237	614	56.5	16.5	3752	881	1594.5	314	126	57.5	666	252	61	265	168.5	216.5
PLATE1	1	HC19-KC074	21	4	6.5	23	17	45.5	38	3	35	19.5	180	193	65	8	1679.5	455	892	224	129.5	17	24	175	53	75.5	180	153
PLATE1	1	HC19-KC075	7	7.5	-6	5.5	3.5	36.5	27.5	4	36	34.5	1229.5	115.5	72.5	16.5	1121	772.5	1004	761	235.5	14	598	660.5	66.5	87.5	374	864.5
PLATE1	1	HC19-KC076	-49	-50	-50	-65	-55	-23	-40.5	-60	-23	23	1393	175	-4	-65	5380	3333	3501	1390	554	-11	119.5	1272	127	108	214.5	1380
PLATE1	1	HC19-KC077	43.5	37.5	15	19	27	56	38	15	70.5	45	439.5	333	69	7	667	561.5	638	568	193	704	29.5	473	52	95	159.5	497
PLATE1	1	HC19-KC078	5	1.5	10	13	11	38	38.5	6	28	6.5	371	181	55	10	548	432.5	528	399	173	36	43	338	60	101.5	230	326
PLATE1	1	HC19-KC081	-41.5	-42	-49.5	-54	-38	-5	-19.5	-52.5	-21.5	22.5	324.5	40.5	9.5	-51.5	599.5	464	509.5	330.5	137.5	14.5	82.5	274.5	114.5	109	164.5	297.5
PLATE1	1	HC19-KC082	32	137.5	38	17.5	21.5	48	44.5	17.5	50.5	16	264.5	1175.5	82	134	739	451	660	242	93	24	55	186	50	92	632.5	249
PLATE1	1	HC19-KC083	22.5	14	18.5	23	25	56	59.5	17.5	55	25	244.5	576.5	74	232.5	319.5	311.5	338.5	593.5	188	11.5	57	441	45	80	378.5	183
PLATE1	1	HC19-KC084	19	195	6	-1.5	-3.5	27	1	-11.5	17	32	329	570	39	11	776.5	515	814.5	536	152.5	16	47	347	80	94	1914	372
PLATE1	1	HC19-KC086	9.5	8	13	4	4	43	32.5	-2.5	67	24	177	20	46	-4.5	4236	3576	2987	839	141	13.5	39	335	65	111	711.5	131
PLATE1	1	HC19-KC087	-22	-22.5	-8	-15	-29.5	17.5	-7	-25.5	-2.5	56.5	69.5	99.5	42.5	-31.5	1473.5	1385	1085	151.5	61.5	75.5	103.5	151.5	91.5	90.5	18074	111.5
PLATE1	1	HC19-KC088	33.5	1.5	-14.5	-26.5	-7.5	5.5	10	-6.5	29.5	12.5	155.5	120.5	45	18.5	1472.5	449	1090.5	278.5	128.5	-4.5	57	218.5	85.5	259.5	112	238.5
PLATE1	1	HC19-KC089	29.5	29.5	-33	-16.5	-19.5	6.5	7.5	-24.5	-0.5	41.5	328.5	1403	41.5	-31.5	1407.5	590	7608.5	337.5	183	20	59	301	94.5	582.5	8775.5	372.5
PLATE1	1	HC19-KC090	-3.5	-24.5	-15.5	-25.5	-15.5	11.5	1	-28	19.5	90	453.5	1127.5	30.5	-20.5	5452	2921.5	4080.5	912.5	274.5	69.5	115	460.5	95.5	209.5	122	452.5
PLATE1	1	HC19-KC091	384.5	-106	-90.5	-92.5	-57.5	-62	-74	-98	158.5	111.5	225	176	-37	-78	543	531	623	226	70	43	154	147	166	119	614	190.5
PLATE1	1	HC19-KC092	-24	-64	-61	-58	-68	-25	-46	-74	-19	93	342	2964	16	-37	1336.5	515	891.5	1557.5	102.5	7	43	298	138	195	390	337
PLATE1	1	HC19-KC093	-1	-3	6	1	0	25	42	-0.5	18	8	1495.5	390.5	54	76.5	718	639.5	725.5	507	178	7	59	389	66	101	550	575
PLATE1	1	HC19-KC094	9	-8	6.5	15	1	32	22	0	20.5	2	697	31	58	-1	749	729	786.5	754.5	315	9.5	24	690.5	65	123.5	1962	725
PLATE1	1	HC19-KC095	26.5	2.5	-1	2	-0.5	25	26.5	7.5	47.5	28.5	1851.5	431	74.5	0.5	2327.5	1913.5	2533.5	2108	756	-6.5	65.5	1667.5	72.5	78.5	120.5	2141.5
PLATE1	1	HC19-KC096	-14	108	-30	-30.5	-25	161	-6	-40	-7	66	961	250	18	-17	3104	1676	2170	877	420.5	35	691.5	732.5	106	156	1420	975
PLATE1	1	HC19-KC097	20	31	11	20	18	54	38	8	43.5	-2.5	158	3695.5	223	66	659	284	496.5	284	118	4	21	203	53	160	209	160
PLATE1	1	HC19-NM031	31	-9	47	-6.5	-2	84	14.5	-18	71	13	317	973	59	579	2619	1303.5	1726.5	409	2283	24	95	340	84	125	8557	374
PLATE1	1	HC19-NM032	28	16	23.5	24.5	34.5	55	42	15.5	74	16.5	253	247	79.5	31.5	565	342	502	328	128.5	53.5	55	282	42	91	96.5	305.5
PLATE1	1	HC19-NM033	9	6.5	8	4.5	18	38	23	0.5	31.5	12	361	197	59	11	448	507	572	1318.5	424	12	27.5	1198	58	77	79	402
PLATE1	1	HC19-NM034	-15	-48	-45.5	-45	-48	-10	-23	-43	-14	42	377	788	21.5	-52.5	890	717	1316	528	170	30.5	104	455	114	115	160.5	408
PLATE1	1	HC19-NM035	-76	-97	-87	-80.5	-80	-37.5	-60.5	-90	-44	44.5	581	49.5	-41	-103.5	830	763.5	1207	717	315	55	233	572	160	108	115.5	721
PLATE1	1	HC19-NM036	-14.5	-23.5	-24	-12.5	-22	13.5	-7.5	-27	13.5	26.5	1741.5	3415	28.5	-29.5	1790.5	1894	2023.5	2123.5	1011	12	74	1743	91.5	69.5	117.5	4644.5
PLATE1	1	HC19-NM037	-24	-25	-34	-10.5	534	-1	1	-22.5	28490	2445	915	310.5	14	2	4019.5	2429	3904	683	334.5	19	48	588	95	103	88	754.5
PLATE1	1	HC19-NM038	-12.5	-2.5	-41.5	-24	-34.5	3.5	-6.5	-29	-1.5	30.5	2827.5	651.5	27.5	-39	2580.5	2670.5	2828.5	2156.5	858.5	6	81.5	2024.5	104.5	85	85	2631
PLATE1	1	HC19-NM039	7	3.5	3.5	-3	21.5	42.5	21	11	46.5	15	278	1571	61	107.5	6595	5591	5186	424	187	26	48	398	61	87	94	295.5
PLATE1	1	HC19-NM040	-9.5	-16.5	-20.5	-16.5	-22.5	11.5	1.5	-26.5	6.5	18.5	233.5	115.5	28.5	-7.5	621	515.5	1219.5	496.5	210.5	98.5	50	421	90.5	114.5	76	429.5
PLATE1	1	HC19-NM041	4.5	-23.5	-20	-8.5	-18.5	13.5	-3.5	-16	-3.5	64.5	907.5	153	36.5	-24	1040.5	1047.5	1159.5	1757	531	-7.5	79.5	1485.5	91.5	150.5	142.5	977.5
PLATE1	1	HC19-NM042	-12	-50.5	-33	-31.5	-33	9.5	-16	-40	-10	45.5	1343.5	86	12	-47	2486	1844	3056	1459	497	-2	101	1244	105	104	101	1543.5
PLATE1	1	HC19-NM043	16	11	-0.5	1	2.5	38	26	-8.5	29	25	221	123	45	88	4053.5	844.5	1722	371.5	335	-4.5	52.5	305	71	112	113	286
PLATE1	1	HC19-NM044	229	-7.5	-4	-5	4.5	33	24	1.5	47.5	25	419	103	36	-5	1348	521	649	542.5	240	46	95	463	67	112.5	115.5	399
PLATE1	1	HC19-NM045	20.5	4.5	22.5	26.5	20	46.5	34	16.5	48.5	19	486.5	147.5	62	149	1530	1338	1496.5	656.5	226.5	14.5	56.5	565.5	49.5	90.5	686.5	607.5
PLATE1	1	HC19-NM046	5	14	22	16	4	47	27	4	42	34	184.5	83.5	52	5.5	3041	1995.5	1779.5	226	142.5	28	121	180	66	124.5	141.5	172
PLATE1	1	HC19-NM047	-147	-199	-187	-184	-193	-169.5	-166	-197.5	-162	80	392	-110	-147	-195	1493	1075	1810	910.5	226	24	309	690	270	270	261	652.5
PLATE1	1	HC19-NM048	26	10	17	19	25	56	44	18	38	30.5	250	502	60	70.5	1558	1060	1419.5	405	161.5	28	113	356.5	51	79.5	95	276.5
PLATE1	1	HC19-NM049	4	1	2.5	-3	5.5	16.5	17.5	-7.5	37	30.5	527.5	8250	68	716.5	3674.5	2016.5	2997.5	739.5	291.5	22	363.5	659.5	75.5	87	110.5	972.5
PLATE1	1	HC19-NM050	-6.5	5.5	-1.5	-10.5	-13.5	30.5	22	-17.5	41.5	27.5	1905	83.5	35.5	20.5	2712.5	2008	2822.5	1556.5	609	14.5	66.5	1373	81.5	101.5	132	2002.5
PLATE1	1	HC19-NM051	117	22.5	24	31	30	52.5	40	24	71	20	122	99.5	64	11	352	296.5	428	267	130	24.5	28	236	43	93.5	165	222
PLATE1	1	HC19-NM052	-12	-20	-1	-4	-4	16	9	-14	24	37	189	103	51	-19	324	374	389	379	159	39	80	336.5	78	101	223	241
PLATE1	1	HC19-NM053	11.5	14.5	12.5	18.5	11	53.5	33.5	7.5	48.5	29.5	362.5	386.5	54.5	15.5	515.5	529.5	607.5	539.5	268	39.5	56.5	436.5	54.5	89	129.5	411.5
PLATE1	1	HC19-NM054	-9	-20	-9.5	-7.5	-9.5	19.5	2.5	-8.5	24.5	42.5	424.5	529	43	-14.5	1457.5	811	1082.5	676.5	287	29.5	95.5	548.5	80.5	110.5	108.5	522
PLATE1	1	HC19-NM055	7	-2	-4	14.5	15	42	32	3	28	29	324	59	61	-7.5	900	669.5	571	556	217	28	44	383	62	107	98.5	408.5
PLATE1	1	HC19-NM056	-676.5	-701.5	-687	-683.5	-675.5	-658	-673	-691	-647.5	344	-363	-581	-634	-671.5	1154	340.5	539	9	-314	-56.5	772	69	757	251.5	209	-349.5
PLATE1	1	HC-201K	194.5	-25	5	-8.5	46	41	5	-17	138	182	579	71.5	28	-10.5	708	689	853	693.5	320	-4	52	657.5	84	92	95	806
PLATE1	1	HC-202K	0.5	-84	-48.5	71.5	-75.5	-34.5	-39.5	-78.5	49.5	129	509.5	-23.5	9.5	-83.5	3889.5	4322.5	3388.5	501.5	170.5	95.5	207.5	440	147.5	348.5	142.5	1161.5
PLATE1	1	HC-203K	-46	-49	-43	-47	-41	-14.5	-7	-57.5	-9	67	44.5	-11	2	-24	109	115	117	105	18	38	107	81	107	160	87	57
PLATE1	1	HC-204K	35.5	48	-9	-18	8	27	-9	-48	17	85	1113	1390	16.5	-52.5	1414	1204	1357.5	1048.5	364	32	233	1002	117	130.5	94	1099
PLATE1	1	HC-205K	11	2	16	8	20	37.5	39.5	5.5	89	41	100	34	46	97	188	211	335	336	92.5	25	174	258	55	111	109	136.5
PLATE1	1	HC-206K	24	-1.5	20.5	17	17	40	40	4.5	39.5	13	541	185.5	66.5	32	1047	668	925	594	327	40.5	101	525.5	57	88	107	618
PLATE1	1	HC-207K	14.5	-14	-19.5	0	-23.5	14	0.5	-21.5	10	32.5	85	157	19.5	-25	163	177	119.5	174.5	65.5	18.5	63	138	84	75	95	71
PLATE1	1	HC-208K	172.5	-2	82	64	55	87	19	0	932.5	151	1600	1425	55	4	1721.5	1758	1982.5	1733.5	562.5	9.5	85	1758	70	81	107.5	1672
PLATE1	1	HC-209K	4	-3	1	8.5	-3.5	18	27	-9	29	12	126	65	41.5	0	139	188	368.5	430	104	-11	58	333	66	69	82	103
PLATE1	1	HC-210K	12.5	-9.5	0	10	4.5	30.5	24	-2.5	31.5	22.5	247.5	36.5	49	-11	2076.5	581.5	801.5	223.5	109.5	7.5	44	191	64.5	82.5	88	242.5
PLATE1	1	HC-211K	-70.5	-80	-87	-79	-79.5	-47	-68	-93	-1	25	343.5	-30	-26	-85	3805	1507	1775	424.5	164	59	142.5	465	154	168	117.5	367
PLATE1	1	HC-212K	326	375	337	919	500	282	134	21	1147	536	109	662	68	44	217	161	273	148	119	125	257	1005	49	114	116	82.5
PLATE1	1	HC-213K	40	5.5	15	26	7	50.5	44	14	70	26	384	136	68	99	396	683	1098	283	129	24	73.5	286.5	53	77	85.5	384.5
PLATE1	1	HC-214K	112	-22.5	57	-13	84.5	74.5	-16	-37	174.5	150.5	418	345	17.5	43	609	675	1001	679.5	222.5	27.5	82	623	104	127	89	424
PLATE1	1	HC-215K	64	2	32	24	22	53	36.5	-1	121	35	6	148.5	58	-16	628	172.5	428	71.5	2017	-3.5	26	63	63	74	73	18
PLATE1	1	HC-216K	229.5	18.5	81.5	33	82.5	99.5	52.5	29.5	177	118.5	258.5	778.5	73.5	40	332.5	300.5	465.5	256.5	113	26	75	289.5	41.5	95.5	129.5	343
PLATE1	1	HC-217K	83	103	16	-0.5	29	46	-11	-45	127.5	204	71.5	113	13	-44	693	301	579	265	126.5	48	298	260	107	144.5	127.5	317.5
PLATE1	1	HC-218K	47.5	-5	-6.5	6	4	28.5	12	-12.5	111.5	44.5	1349	84.5	38.5	-0.5	4171.5	2923.5	2851.5	1151	441.5	11.5	23.5	997.5	75.5	89.5	98.5	1446
PLATE1	1	HC-219K	22.5	8.5	7	17.5	12.5	36.5	19.5	1.5	58.5	26.5	4276.5	2590.5	100.5	148.5	4362	4498	4900	3526.5	1396.5	16.5	120.5	3243.5	65.5	60.5	95.5	4307
PLATE1	1	HC-220K	29.5	-18	10.5	10	-5	23	8.5	-14	89	56	838	110	33.5	-25	854	869.5	1172.5	1426	504	36	130.5	1309	83	108	99.5	943
PLATE1	1	HC-221K	44	28	13	18	39	50	41	9	110	42	363	181	73	6.5	887.5	552	780	527	227	15	49	472.5	51	95	105	339
PLATE1	1	HC-222K	114	82	89	123	71	100	44	17	1033	56.5	77	116	75	10	233.5	190	283	145	74	41	49.5	160	43	95	85	60
PLATE1	1	HC-223K	51	33	46	36.5	59.5	75	60	36	86.5	32.5	56	166.5	85	20	180	198.5	374	131	72	74	68	99	34	87	98.5	188
PLATE1	1	HC-224K	61.5	140	43.5	34	48	62.5	28.5	6	132	40	487	567	51	1	1262	758.5	853	483.5	224	14	57	485	60	71	110	521.5
PLATE1	1	HC-225K	-20.5	-27	-26.5	-29.5	-20.5	2	-15.5	-27.5	1	47.5	813	204.5	24.5	-36	911.5	793.5	1141	871.5	323.5	14.5	151.5	840.5	97.5	121	114.5	806
PLATE1	1	HC-226K	218.5	116	124	32	65	124	8.5	-13	365	216.5	256	6145	113	-7	632	435	961	611	266.5	66	99	831.5	88	64	102.5	237
PLATE1	1	HC-227K	164	14	89	1	85	112	26	-4.5	245	146	580	2643	55	197	898	851	1301	572.5	311	35	135	596.5	70	159	170	820.5
PLATE1	1	HC-228K	-1114	-1191	-1134	-1149	-1165	-1111.5	-1175	-1192	-1024.5	626.5	-399.5	-944	-1139	-975	1554	258	1112	398	-395	212	1349	620	1264	462	505.5	-517
PLATE1	1	HC-229K	23.5	25	15	26	15.5	51.5	31	5	93	26	486	101.5	77	53.5	1294	1045	791.5	821.5	263	50	74.5	674	55	82	90	472
PLATE1	1	HC-230K	229	25	166	65.5	96.5	167	46	19.5	354.5	167	126.5	87	62	22	4398	3274.5	1139	185	79	44	76	230	46	115	116.5	205
PLATE1	1	HC-231K	15	2	8	18	7	34	39	0.5	38.5	22.5	192	117.5	55	-6	426	350	497	366.5	147	47	82	290.5	56	77	115	206.5
PLATE1	1	HC-232K	35.5	21.5	30.5	53	26.5	59.5	39.5	20	109	10	96.5	114.5	66.5	88	127.5	175.5	385	99.5	78.5	47.5	52.5	106.5	43.5	81.5	82.5	84.5
PLATE1	1	HC-233K	81	30	37	27.5	57	73	50	17	139	62	189	124.5	58	13	1395	881.5	1275	336	140.5	22	77.5	297	43	90	120	236
PLATE1	1	HC-234K	105.5	-28	47	9.5	-16.5	83	11.5	-15.5	72	106	788	547.5	26.5	38.5	1253	1165	1274.5	657.5	251	46.5	9079.5	697	84.5	115.5	120.5	908.5
PLATE1	1	HC-235K	145	29	56	40	93	85	39.5	18	345	125	449	64	57	9	823	714	848	501	245	29	84	536.5	50	85	126	458
PLATE1	1	HC-236K	-413	-450.5	-473.5	-502	-479	-454	-496.5	-513	-377	477	1166	-73	-468	-522	1376	1325	1333	1164	114	-12	699	1283	581	334	93.5	1103.5
PLATE1	1	HC-237K	27	1.5	10	11.5	13	47	32	5	80	24	2280	100	63	59	2112	2024	2343	2170.5	703	6	55	1897.5	59	94	99	2117
PLATE1	1	HC-238K	16	-3.5	6	-14	-20	20	-21	-53	59	86	947	-26	2.5	-33.5	1346.5	1309	1804	921	597.5	5	106.5	936	109	168	108	996.5
PLATE1	1	HC-239K	-105	-185	-166.5	-159.5	-175	-123.5	-168	-199	58	111	294	437	-133	-160	1072.5	462	923.5	440	18.5	66	274	332.5	262	121	99	264
PLATE1	1	HC-240K	30.5	50	17	6.5	11.5	31.5	22	-13.5	70	25.5	211	2037	62	-1	406.5	287	599	264	104	-5	55	221.5	73	86	92	192
PLATE1	1	HC-241K	419.5	4	78	17.5	135	91	25	9	311	274	372	64	52	102	1109.5	541	1171	413.5	188	19	71	416.5	62	94	108	395
PLATE1	1	HC-242K	29	-6.5	-9	7.5	-2	39	38	0	43	36	308	349.5	50	148.5	384	429	764	246	123	42	80	198	61	111.5	131	535.5
PLATE1	1	HC-243K	16	-7	-7	6	-8	22	5	-22.5	68	75	72	45	23	-29	902	271.5	2358	149.5	53.5	54	111	161	87	88	85	78
PLATE1	1	HC-245K	68	39	31	1.5	43	57	9	-10	155.5	71	437	452	56.5	67	541.5	527	607.5	587	173.5	46	61	524	68	125.5	95	462
PLATE1	1	HC-246K	164	9	74	27	61	81	37	15	335	155	1239	374.5	57	9.5	1342	1330.5	1419	1078	408	68	62.5	1070	52	101	117	1423
PLATE1	1	HC-247K	-8.5	78.5	-4.5	-17	-20.5	5	-13	-34	18	55.5	1025	672	24.5	-43	983.5	1121	1131	752	355	21	116	673	100	106.5	109	1083
PLATE1	1	HC-248K	242	36	79	35	109	125	215	22	224	158	370	206	78	21	431	432	561	448	233	18.5	62	452	45	84.5	113	385.5
PLATE1	1	HC-249K	1094	166	1593	192.5	965.5	1450.5	43	15	658	805.5	332	457	64	23	720	529	777.5	544	238	18	55	781	50	92	106	444
PLATE1	1	HC-250K	83	-72	33.5	-65.5	52	6	-54	-81.5	189	293	441	34	-18	-90	441.5	438	644.5	377	141	76	102	420.5	147	127.5	115	354
PLATE1	1	MBL-125	52.5	13	24.5	19	3	35	31	26	72	21.5	435.5	203	52	-8	617	559	553	336.5	191	46	497	259	56	87	119.5	367.5
PLATE1	1	MBL-126	-22	-53	-54.5	-37.5	-46	-12	-23	-44.5	79	89.5	176	5809.5	47	-54	1704	423	853	323	187	35	121	231	111	119	116	149
PLATE1	1	MBL-127	47	11	20	25.5	38	55	47	26.5	42	25	198.5	688	76	78	273.5	294.5	384.5	231	177	14	45	189.5	42	86	103	184.5
PLATE1	1	MBL-128	55	23	15	5.5	13.5	61.5	49.5	18	48	45.5	231.5	1544.5	67.5	9.5	266	219.5	380.5	213.5	486	21.5	49.5	194	50.5	98.5	130.5	257.5
PLATE1	1	MBL-129	-919	-951	-933	-950.5	-937.5	-900.5	-916.5	-947.5	-895.5	435.5	713.5	-859	-885.5	-952.5	1137.5	890.5	1283.5	808	-180.5	315.5	728.5	689.5	1020.5	522.5	143	686.5
PLATE1	1	MBL-130	-20	-20	-40.5	-37.5	13.5	0.5	-3.5	-19.5	1.5	2.5	127.5	1394.5	18	-35.5	227	177.5	778.5	255.5	75	53.5	92.5	172.5	99.5	96.5	107.5	182
PLATE1	1	MBL-131	5	-9	1	-1	3	46	29.5	-0.5	24	-1	1064.5	45	46.5	-3	543.5	491.5	625	301	164	62	75	211	63	90	188	424
PLATE1	1	MBL-132	-19	-22	-25	-22.5	-21	5.5	2	-27	40.5	44	712	292	20	308	6079.5	3229.5	3384	841.5	383.5	105	236	707.5	91	204	121	821
