Plate	Inplatecount	Sample	FcR2A_N	FcR2A_zebra	FcR2A_Eadp501	FcR2A_RBD wuhan	FcR2A_AMA1	FcR2A_MSP1	FcR2A_HRPII	FcR2A_FL spike	FcR2A_pp28	FcR2A_EBNA1	FcR2A_VCA	FcR2A_BSA	FcR2A_CelTos	FcR2A_CSP
PLATE1	1	HC19-NM054	-83.5	-207.5	-337.5	220.5	1413.5	78712.5	1154.5	-252.5	33149	81608.5	67261.5	689.5	82	-238.5
PLATE1	1	HC19-NM055	-381	-459.5	-507	523.5	709.5	57700.5	-216.5	-408	12363.5	36487	33157	647.5	-96	-371.5
PLATE1	1	HC19-NM056	-22819	-17459.5	-23487.5	4641.5	-12929	64118.5	-22671	-3205	52189	78170	51049	24156	-9361	-14343
PLATE1	1	HC-201K	18	-68	-127.5	46497.5	2833.5	62327.5	83.5	11473	36324	1420.5	2042.5	274.5	-25	-65.5
PLATE1	1	HC-202K	18162.5	50985.5	-609	44496.5	6341.5	59288.5	188	23237.5	56939.5	32225	47222.5	1066.5	2756.5	864
PLATE1	1	HC-203K	-239	-538	-518	395	12666.5	75980.5	-174	139	20792	44879	70414.5	855	513	-87
PLATE1	1	HC-204K	21718	17110	22	18798	2040.5	26462.5	-34	15103	800	13494.5	12274	1480	130	-56
PLATE1	1	HC-205K	15291	114	-96	18506.5	605	32626	-41	10011.5	36686	26193.5	24220.5	608	533	176.5
PLATE1	1	HC-206K	11.5	15059.5	-181.5	1757.5	1258.5	40217.5	130.5	170.5	20236.5	24889.5	12602.5	315.5	-68.5	-63.5
PLATE1	1	HC-207K	-5369	-5350	-5458.5	-1945	-4970	47269.5	-945	-4930	6388	744	-2166	5718	-4920	-5231.5
PLATE1	1	HC-208K	2996.5	-137.5	-152	45594.5	5788.5	54957.5	406.5	26479.5	15246.5	36743.5	22853	299.5	1054.5	14.5
PLATE1	1	HC-209K	491.5	23545	-653	735.5	-486.5	22199	-560	1229.5	4028	17614	12484	816	-542	-537.5
PLATE1	1	HC-210K	991	55	-12	858	348	20560	108	1324.5	13022.5	32627	22613	197	92	70.5
PLATE1	1	HC-211K	30063.5	-244.5	-363.5	18544.5	931.5	31888.5	-39	15173.5	9157.5	22878.5	28946.5	524.5	-26.5	-230.5
PLATE1	1	HC-212K	80630	235	7	54136	708	49710.5	118	27654	1243	57535	31098	243	445	325.5
PLATE1	1	HC-213K	14479	-77	-89	5848	653	18955	92.5	952.5	155	33839	8616	285	-26	10.5
PLATE1	1	HC-214K	36110.5	-183.5	-210	65330.5	778	51712.5	230.5	33065.5	20656.5	47139.5	30282.5	442.5	169.5	-85.5
PLATE1	1	HC-215K	28	5892.5	-22	15296	135.5	36385	348.5	10226.5	463	16006.5	10154	179	3290.5	66.5
PLATE1	1	HC-216K	2275	-41	-32	40713	2013	37771	377	30996	1382	12606.5	12258.5	208	112	53
PLATE1	1	HC-217K	69141.5	12616.5	-1008.5	47175.5	-754.5	34869	-875.5	22894	11616.5	29064	27319	1136.5	-727.5	-851.5
PLATE1	1	HC-218K	17985	-181	-235.5	25501	4115.5	41718.5	116.5	18418.5	17187	19992	19114	514	196	129.5
PLATE1	1	HC-219K	13134.5	325	-8	12632	3485	20317	249	2064	4214	16320	6011	121	88	73
PLATE1	1	HC-220K	7753	-23.5	-74.5	13450	2670.5	24626	413.5	23064	428.5	14391.5	11921	419	276	74
PLATE1	1	HC-221K	39938.5	-343	-325	59463.5	1345	86949.5	121	25112	20481.5	26595	33415	1188	-131	-188
PLATE1	1	HC-222K	24261	7	66	26222	101	37570.5	364.5	15794	13039	25789	13239	260	369.5	102
PLATE1	1	HC-223K	20057.5	-47	-70.5	23775	42	49892.5	51.5	1899	1297	51980	40426.5	312	15.5	-8
PLATE1	1	HC-224K	38693	8.5	-25	36252	1072	39309	111.5	32078	159	31052	24095	198	1537	67.5
PLATE1	1	HC-225K	87	2414	-28	834	3178	60924	485.5	-4	3788	38102.5	35947	207	182	149.5
PLATE1	1	HC-226K	15041	6356	-1500.5	35787	-913.5	40954	-1062.5	21200	14902	22090	27302	1724	-699.5	-1156
PLATE1	1	HC-227K	31345	-40	-75	70635	3651	116187	953.5	38382	26612	57976	53437	281	3091	64.5
PLATE1	1	HC-228K	8141.5	-779.5	-895.5	26336	567	38459	-707.5	18136	21226.5	26074	15122	1116	390.5	506
PLATE1	1	HC-229K	44772	1835	-93.5	10508	1185	55789	66.5	4258	7360	62484	42753.5	232	42	78
PLATE1	1	HC-230K	14279	960.5	-34	37838	141	38556	294.5	29364	6238	32500.5	27345	175	123	62
PLATE1	1	HC-231K	-117.5	6519	-143	225	587	57715	38	-116	553	24071	57681	336	659	-3
PLATE1	1	HC-232K	21518.5	24	-42	14601	238	73776.5	248.5	7521	91.5	62200	26286	185	4285	32.5
PLATE1	1	HC-233K	28876	-17.5	-32	54286.5	778.5	34122.5	71.5	27005.5	2769	46075	39129	161	1129	78.5
PLATE1	1	HC-234K	711	-98.5	-81.5	9235	2730.5	54039.5	54.5	4977.5	184	44824.5	35928.5	407.5	54.5	50
PLATE1	1	HC-235K	6101.5	-256.5	23.5	11667.5	1060.5	11405	11.5	15271.5	2919.5	6534.5	6808.5	1220.5	45.5	-60.5
PLATE1	1	HC-236K	29627	-1280	-1275	37679	2548	19500	-907	24381	5602	18633	17572	1919	125	-625.5
PLATE1	1	HC-237K	12224.5	-230.5	-238.5	24383	7076.5	48070.5	119.5	16285	486	32582.5	30244.5	514.5	-53	8831.5
PLATE1	1	HC-238K	45939.5	-375.5	-339.5	45004.5	1629.5	46828.5	-248.5	25478.5	1663.5	26847.5	3783	661.5	720.5	-100.5
PLATE1	1	HC-239K	20151	-657	-710.5	12165	42	36825	-414	6448.5	1850	28864	15154.5	1017	-325	-141
PLATE1	1	HC-240K	85145.5	7311	-937	48479	-483	67719	-282	37393	10945	51387	30858	1213	-80	-820
PLATE1	1	HC-241K	8587	991	-244.5	26490	368	37952.5	-90	21689	9614	23422.5	12659	585	-46.5	-93
PLATE1	1	HC-242K	1	-327	-344	221	619.5	53277.5	-19	-114	648	36865.5	20363	577	-110	-236.5
PLATE1	1	HC-243K	25234	257	-232	21539	1208	38304	79	16132.5	10634	27230	24070.5	473	449	-159
PLATE1	1	HC-245K	23074	2732.5	-411	27157	461	34684	-100	14551	20074	30498.5	17690.5	603	-162	-252
PLATE1	1	HC-246K	6523	5177	-12	37865	4248	48837	671.5	17484	18032	40112	23392	239	98.5	52.5
PLATE1	1	HC-247K	37607.5	-198.5	-190	23282.5	2227	27137.5	29.5	9799.5	866.5	21709.5	14765.5	439.5	-13	-96.5
PLATE1	1	HC-248K	48282.5	1540	234.5	97073.5	3795.5	95887.5	2260.5	55662	18105.5	78346.5	65014	302.5	249	-16.5
PLATE1	1	HC-249K	25001.5	-27.5	-64.5	10718	444.5	25515	205	25423	4435	12498	9052	215	210	57.5
PLATE1	1	HC-250K	24393	90.5	14.5	55962	1523.5	48104.5	171	33768	224.5	36995.5	47488.5	321.5	67	12.5
PLATE1	5	BACKGROUND0	71	42	67	21	48	87	184	30	40	11.5	62.5	177	120.5	129.5
PLATE1	1	MBL-125	421.5	1834.5	6989.5	322	757	20039.5	432	140	9025	10902	19299	432	187	63.5
PLATE1	1	MBL-126	-404.5	13759	-507	16481	-291	32858	-247	-536	6024	18899	24658	1060	-526	-531
PLATE1	1	MBL-127	82	73	42	126	1209	77258	499	19	4227	23163.5	35458.5	205	5224	94
PLATE1	1	MBL-128	608.5	-41.5	6.5	896.5	31857.5	102511.5	730	-157	634.5	29633.5	58305.5	1319.5	21695.5	-114.5
PLATE1	1	MBL-129	-1327.5	7127.5	-1623.5	454.5	2138.5	21285	-1510	-494.5	2028.5	35552.5	17943.5	2129.5	341.5	-740.5
PLATE1	1	MBL-130	774.5	1480.5	10738.5	36	391.5	46762.5	200	47.5	8374.5	35358	25070.5	385.5	588.5	50
PLATE1	1	MBL-131	3.5	93241.5	-22	76	133410	131642.5	11189.5	-35	33673.5	115048	120910	462	2744	29111
PLATE1	1	MBL-132	-1.5	-28	-54.5	104.5	8865.5	42742	99.5	-21.5	7538.5	42776	22555.5	300.5	538.5	-20.5
PLATE1	1	MBL-133	364.5	1227	-235	181	2247.5	67744.5	-32	-150	34077	97512	84214	571	347	-42
PLATE1	1	MBL-134	2032.5	825	31	393	26057	29581	797	35	841	11738	18849	220	227	2439
PLATE1	1	MBL-135	-1532.5	-1862.5	-2074	682	33238	83990	-641	-1422	56527	49638	66882.5	2437	262	-1622.5
PLATE1	1	MBL-136	25	33233	-57	111	689.5	52177	204.5	-32	31180.5	18794	27371	252	24	4939
PLATE1	1	MBL-137	52	48755.5	-21.5	101	1267	76641	322.5	-14	37898.5	50946	50592	240	36	6442
PLATE1	1	MBL-138	1289.5	41179	-835	-75	1510.5	26193	-552	-606	1921.5	20947	18027	1065	-221	-581.5
PLATE1	1	MBL-139	233	59	14	212	87443	86531	11483	41	44834	630	20552.5	307	1475	2236.5
PLATE1	6	BACKGROUND0	86	14	7	39	148	5963	78.5	-36	18	-83.5	-34	326	5	48
PLATE1	7	BACKGROUND0	50	64	30.5	31	37	51	141	32	39	10	54	100	78	87
PLATE1	8	BACKGROUND0	65.5	69	43	59	46	47	96	36.5	30.5	174	24	127	86	125
PLATE1	9	BACKGROUND0	61.5	36.5	49.5	51.5	44.5	56.5	83.5	27.5	39.5	166.5	54.5	115.5	97.5	114
PLATE1	10	BACKGROUND0	52.5	34.5	25	23	31	42	60	7.5	32	65	14.5	140	58	93
PLATE1	11	BACKGROUND0	70.5	67.5	55	53.5	76.5	98.5	93.5	47.5	41.5	326.5	103	111.5	84.5	122.5
PLATE1	12	BACKGROUND0	58	70.5	41	65	53	68	75.5	36.5	69	218	245	143	98	108
PLATE1	13	BACKGROUND0	24.5	41	28	32	42	55.5	70	23	-2.5	121	419	114	100.5	71.5
PLATE1	14	BACKGROUND0	14	33	6	-11.5	6.5	39.5	37.5	-0.5	-1.5	31.5	3.5	158.5	50.5	49.5
PLATE1	15	BACKGROUND0	11	47	14.5	28.5	24	18.5	40	10.5	37.5	-5	-17.5	87	75	75
PLATE1	16	BACKGROUND0	60	55.5	29.5	61.5	165.5	458.5	113	16	38.5	671.5	517.5	105.5	86.5	105.5
PLATE1	1	MBL-151	-1590.5	-2365.5	-2325.5	376	-502.5	28925.5	-1988	-1419	32404	39566.5	18752.5	2643.5	-2002.5	-2226.5
PLATE1	1	MBL-152	1748	14371	-2	9285	23580.5	36309	20524	2866	7024	21072	15497	210	1691.5	735
PLATE1	1	MBL-153	5333	13500	4	4245	18255	22543	15950.5	688	6925.5	14171	9709	221	5036.5	2199
PLATE1	1	MBL-154	858.5	2280.5	261.5	1215.5	48660	70238	53815	-3.5	47302.5	55776.5	27172.5	267.5	1726	4582.5
PLATE1	1	MBL-156	2914	376	138.5	17600.5	9999.5	31982.5	12893.5	13674	12145.5	11341.5	5309.5	350.5	513	9158.5
PLATE1	1	MBL-157	17747	-89.5	-76	27783.5	26129.5	36793	22035	28194	1824	6066	14235	638	846	2892
PLATE1	1	MBL-158	97	16992.5	230	36	29298.5	37100	14239.5	14	122.5	35594	12581	172	381.5	139.5
PLATE1	1	MBL-159	25886.5	-62	-42.5	18621.5	12201.5	86071	484.5	3270.5	16671.5	71860.5	75441.5	310.5	1300.5	628.5
PLATE1	1	MBL-160	-408	8363	-449.5	110.5	2174	25496	-91	-308	17809	11053	9032	667	-251	-284
PLATE1	1	MBL-161	33827.5	19617	-293.5	34272	95927.5	142756.5	65864.5	5114.5	2509.5	89404.5	68590	695.5	651.5	27.5
PLATE1	1	MBL-162	63425.5	250	-306.5	40616	5160.5	72424.5	174	9046.5	50698	43490	31127.5	624.5	-123.5	-277
PLATE1	1	MBL-163	-4127	-4688	-2496.5	-544	98277.5	130132	62044	-4288.5	32277	80246	43591	5428	14508	49704
PLATE1	1	BL763	-117.5	24461.5	-126	13	55072.5	69944.5	43	-159.5	499.5	64310	53772	413	-36	-61
PLATE1	1	BL764	34.5	42553	43899	179.5	536.5	97947.5	1904	237.5	7751	119639.5	86702	295.5	439.5	210.5
PLATE1	1	BL765	28	-40	-73	61	2312	41417.5	609	-63	13057.5	43391	5210	245	967	125
PLATE1	1	BL766	3420.5	162.5	-42.5	15128	38467.5	43543	4995.5	49.5	11524	36335	15756.5	514.5	6696.5	3610.5
PLATE1	1	BL767	600.5	11678.5	730	73.5	70743.5	177996.5	103350.5	-65.5	477.5	625.5	151970	332.5	408.5	9898.5
PLATE1	1	BL768	745	25915	137.5	296	20669	43239.5	10827	-6.5	20452	23394.5	11011	305	1704	2528
PLATE1	1	BL769	217	4152	-6	38	25783	53429	1523	8	4455	28292	22954.5	152	134	16454
PLATE1	1	BL770	23	29871	45.5	5271	41013.5	92153.5	5345.5	39.5	18568.5	50.5	36212	135.5	454	21055
PLATE1	1	MBL-059	-983	-1265.5	-1172.5	1059	29462	19095	7008.5	2102	5435	10459.5	13164.5	1822	699.5	1386.5
PLATE1	1	MBL-108	-8	13204.5	-51.5	79.5	34942.5	79147.5	1766.5	-163.5	5808.5	38979.5	35557.5	1006.5	-197	-141.5
PLATE1	1	BL739	4705	37727.5	722	675.5	64609.5	78067.5	5299	-83	5573	69297	48460	901	2289	1386
PLATE1	1	BL654	429.5	17499.5	338.5	125	23053.5	30113.5	18115	115.5	1336.5	7123.5	19004.5	155.5	1410	12786.5
PLATE1	1	BL671	2255.5	-2134.5	-2638	-441	17445.5	34553	11529.5	-2023	13762	22429	5804	2844	-2195	3019
PLATE1	1	BL683	784	519	170	287.5	35653	46339	5148	117	5124	20997	32334	216	19013	9063.5
PLATE1	1	BL701	3776	730	122.5	68.5	36377	48717.5	28108.5	27	1144.5	28610.5	27618	119	388	1163
PLATE1	1	EBV-MALE-NEG	125	-58	-5	340.5	616	52625	73	108.5	2163.5	162	711	294	10531.5	464
PLATE1	2	EBV-MALE-NEG	81	-105.5	-48.5	264.5	475	40939.5	34	86.5	1701	114	586	312	10050	357
PLATE1	1	EBV-FEMALE-NEG	-493.5	-531	-517.5	-226	2383.5	5765	-481	-404	36836.5	13	145	686	331	1483
PLATE1	2	EBV-FEMALE-NEG	-474	-489	-500.5	-145.5	2183.5	6807	-445	-424.5	32602.5	252	292.5	643	352.5	1298.5
