Plate	Inplatecount	Sample	IgG3_RBD alpha	IgG3_N	IgG3_RBD beta	IgG3_RBD omicron	IgG3_RBD lambda	IgG3_RBD gamma	IgG3_zebra	IgG3_Eadp501	IgG3_RBD delta	IgG3_RBD wuhan	IgG3_AMA1	IgG3_MSP1	IgG3_HRPII	IgG3_Tetanus	IgG3_HCoV-229E	IgG3_HCoV-NL63	IgG3_HCoV-OC43	IgG3_pp28	IgG3_pp65	IgG3_EBNA1	IgG3_VCA	IgG3_FL spike	IgG3_BSA	IgG3_CelTos	IgG3_CSP	IgG3_HCoV-HKU1
PLATE2	1	POST-VACC-S3	53	170	46	41.5	52.5	74	55	32.5	79.5	27.5	36.5	41.5	78	27	85	88	85.5	62.5	48.5	44.5	166	63.5	37.5	88.5	103.5	31.5
PLATE2	1	POST-VACC-S4	34.5	52.5	38	41.5	36.5	56	53.5	30.5	60.5	19.5	26.5	28.5	81.5	28.5	77.5	95.5	69.5	62	40.5	11.5	49.5	53	40.5	91.5	108.5	26.5
PLATE2	1	POST-VACC-S5	30.5	35.5	32	44	43.5	62	60.5	22.5	51	11.5	27.5	34.5	75.5	23	81.5	89.5	57.5	64.5	49.5	5.5	16.5	44	36.5	86.5	104.5	28.5
PLATE2	1	POST-VACC-S6	38	37	42.5	38	43	62	63	28	59.5	14	31	37	81	28	80	97	66	69	51	1.5	16	45	35	82	92	33.5
PLATE2	1	POST-VACC-S7	34.5	41	40	46.5	47	67	56	29	56	13.5	30	41.5	73	24	82	95	63	55	47	1	14	50.5	36	72	103	32.5
PLATE2	4	BACKGROUND0	40	36	41	34	42	65	54	26	52.5	16	22	37.5	76.5	18	76	89	59	66.5	50.5	4	18	41	42	80.5	100	22.5
PLATE2	2	POST-VACC-S1	250	4484.5	153	141	196	170	70	41	258	181	49	77	83	51	416.5	210	1089	95.5	81	885	6757	307	67	79	109.5	37.5
PLATE2	2	POST-VACC-S2	190	1096	109	74	135	135	63	41.5	212	139	51	62	96	45	159	116	299	82	58.5	374	1341	132	40	85	116	41
PLATE2	2	POST-VACC-S3	66	197	46	37.5	49	75	56	24	87	37	33	40.5	74.5	23	86.5	96	91	63.5	49	46.5	202	51	44	71.5	95	24.5
PLATE2	2	POST-VACC-S4	38	73.5	35.5	34.5	50.5	66.5	54	21	67.5	10.5	24	25	70.5	24.5	74.5	86	72.5	58.5	48.5	6.5	52	37.5	42.5	77	93.5	27.5
PLATE2	2	POST-VACC-S5	29.5	46.5	36	52.5	39	62	49.5	28	56	12	27.5	38	76	30	79	85	68	63	50.5	5	20	47.5	38	78	90	31
PLATE2	2	POST-VACC-S6	41	31.5	35	42	43	61.5	56	25	58.5	17	28.5	35	74	13	71	87	67	62.5	58	0	7	46	38	76	94.5	25
PLATE2	2	POST-VACC-S7	28	52	37.5	46	44	61	57	32	64.5	17	28	36.5	77	23	85.5	91	59	62.5	45.5	0	14	45	35	87	99	31.5
PLATE2	5	BACKGROUND0	21.5	14.5	30	29.5	27	55	56	17.5	43	8	22	28	64	18.5	66	81	53.5	48	36	-4	12	34	44	84.5	89	24
PLATE2	1	HCAM-002-S1	495.5	110	352	291	446	375	106.5	85.5	478.5	408	61	1689.5	149	152	774	738	2332	161	116	24	12021	285.5	51	124	111	51.5
PLATE2	1	HCAM-002-S2	444.5	71	154.5	114	205.5	190	79.5	48	387	321.5	34	336	116	64.5	193	189.5	483	82	66	-2	4668.5	124	42	94	114	37.5
PLATE2	1	HCAM-002-S3	96.5	33.5	53	43	57.5	73.5	53	39	96	45	33	74.5	80	35	88	110	111	59	50	-3	705	49.5	40	86	106.5	28
PLATE2	1	HCAM-002-S4	48	29	45.5	42	43.5	62	55	29	63	21.5	33	50	71	21	81	94	73	62	47	1	195	44	38	85.5	98	35
PLATE2	1	HCAM-002-S5	37	30	41.5	49	51	70	57	27.5	59	23	31	43	77	23.5	78	81	69	66	45.5	3	48	53	34	86	89	29
PLATE2	1	HCAM-002-S6	42	29.5	40	54	43	67	58	27.5	63	18	38.5	39	77	30	70	95	65	69	45	10	25	42	33	79.5	102	33
PLATE2	1	HCAM-002-S7	29	22	35.5	43	39	59	51	24	64	9	21	37.5	80	25	66.5	83	65.5	61	48	3	10.5	42	38	85	96	33
PLATE2	6	BACKGROUND0	15.5	30	28	32	45	63.5	48	27	49.5	7	25	34	71.5	14	67	84	66	60	47	-4	3	41	41	92	88.5	25
PLATE2	2	HCAM-002-S1	490.5	97	356	243	430.5	360	97	84	489	398	47	1370	144	125	628.5	558	1836	119	118	18	11080	256	47	115.5	120	49
PLATE2	2	HCAM-002-S2	433	55.5	140	94	185	184.5	79	51	366	265	31	262	102	61	174.5	166	426	75	70	10.5	3605.5	121.5	41	83.5	122.5	35
PLATE2	2	HCAM-002-S3	94	47	51	49.5	66.5	81	60	32	103	59	30.5	76	87	42	88.5	97	132	63	51	7	719	60	40	80	109.5	29
PLATE2	2	HCAM-002-S4	62.5	28.5	45.5	53.5	46	69.5	54.5	30.5	73.5	34.5	21.5	52	80.5	24.5	82.5	88	85.5	60.5	56	7.5	249	50.5	37.5	92.5	101.5	31.5
PLATE2	2	HCAM-002-S5	34	37	34	38.5	29	59.5	50.5	19.5	55	15.5	23.5	35.5	70.5	18.5	66.5	81.5	60	56	39.5	-6	63.5	33.5	44.5	77.5	100.5	22
PLATE2	2	HCAM-002-S6	53	45	52.5	58	53.5	73	62	38	75.5	27	44.5	52	83	28	87.5	105	82	74.5	59	12	39	57.5	25	89	114.5	38
PLATE2	2	HCAM-002-S7	40.5	39	37	51	42	66	53	29	61	14.5	26	41	74	28	83	93	72	67	51	4	9	48	35	94	113.5	31
PLATE2	1	HC-101K	32	27	35	30.5	29	62.5	49.5	21	52	10	111	108	69.5	24	62.5	79	139.5	72	44	66.5	46	35.5	48	74.5	114.5	18
PLATE2	1	HC-102K	339	128	74	136	174	110	62	56	167	170.5	772.5	3390	262	129	9840	10473	8404	490.5	125	310	2520.5	178	104	293.5	363	388
PLATE2	1	HC-103K	106.5	-60	137	41	30	225	-75	-95	200	378	4806	6135.5	217	-14	662	1273	6102	1132.5	99	83	2779.5	1418.5	305	71	469.5	-143
PLATE2	1	HC-104K	106	141.5	67	55	59	99.5	72	51.5	120	77	39	373	109	36	99	223.5	293	92.5	64	7	5526.5	94	58	87	111.5	79
PLATE2	1	HC-105K	536	543	230	120	243	210	79	41.5	611	285.5	63	1529	112	205	1640	2543	1805	221.5	105	339.5	3696	383	85	139	181.5	112
PLATE2	1	HC-106K	270	5828	197	363	304.5	432	1225.5	1453.5	291	280	3403.5	34320.5	2668	1734.5	251	1801.5	942	9720	1716	438	1173	244	225	1816	1710	7
PLATE2	1	HC-107K	366.5	429	89	74.5	155.5	182	408	297	224	167	69544	9767	708	542.5	326	293.5	2483.5	1968	574	1653	9059	160	164	822	534	23.5
PLATE2	1	HC-108K	575.5	1611	1507	661	222.5	277	180	155	731	346	12102	34127	1105	173	831	301	1284.5	856	260	133	71.5	283	110	160	160	45
PLATE2	1	HC-109K	448	823	172	43	279	182.5	45	12	520	395	15105	34663	1633.5	247	311	387	38706	465.5	112	100	1298	40475.5	191	2406	4877	120
PLATE2	1	HC-110K	6484	362	44.5	23	68	201.5	130	75	313	2072	239.5	4187	247	686	1510.5	3219	2806	1516.5	184	209.5	1333	824	103	207.5	136	146
PLATE2	1	HC-111K	103.5	839.5	45	95	76	120	179	155	129	80	763	1526	462.5	232	198	485	2550	461	245	3922	16716.5	375	82	549	511	58
PLATE2	1	HC-112K	258.5	1948	28	10	217	102	146	137	321	146	95	2837	300	258	232	1669	9322	497	227	6957	47270	418	146	838.5	217	55
PLATE2	1	HC-113K	87	343	48.5	86	86.5	150	240	147	97	51.5	1483	1859	370	282	139	231	3909.5	762	319.5	8591	59904	476.5	97	267.5	163	72
PLATE2	1	HC-114K	54	130	14	5	20	57	110	66	129	25	168	237	176.5	92	1346	2952	9166	1227	260	51	1191	2361	109	879	107.5	24.5
PLATE2	1	HC-115K	607.5	360	71	88.5	89	91.5	209.5	219.5	225	258	988	4193	476	288	127	235	266.5	1267	387	700	147	467	135	323	791	20.5
PLATE2	1	HC-116K	133.5	318	-1.5	20.5	97	159.5	452	277	32	88	674.5	5700	914	617.5	112	181	1661	2078.5	669	1243.5	2570.5	84	192	729	111.5	-37
PLATE2	1	HC-117K	454	991.5	250	140	169	279	202	164.5	487	260	11369.5	7859	423	225	1209	1264	1977	624	236	725	412	540.5	112	186	1003.5	32
PLATE2	1	HC-118K	305	428	115	82	145.5	185	291	121	382	127.5	14188.5	25609.5	498	181	174	656	3942.5	1047.5	233	531	1561	1817.5	97	252	888	65
PLATE2	1	HC-119K	142	222.5	40	342	90	153.5	191.5	177.5	64	244	2724	11059	385	320	2365	2537.5	6071	3555	312	100110	1084	171.5	112	504	835	13.5
PLATE2	1	HC-120K	260.5	313.5	138.5	11.5	199	166	3123	5	310	175	576.5	447	128	14	2060	3830	2726	6067	74.5	382	97	15650.5	139	43	101	56
PLATE2	1	HC-121K	242	92	8	13	37	60	92	71	60	77	2675.5	2011.5	251	121	782	3330.5	3769.5	431	154	380	77744	430.5	106	294	355	1323
PLATE2	1	HC-122K	209.5	581	89	1778	143.5	186	207	127	6345.5	84	645	3858	294	203	4727	25345	19303.5	363	190.5	22969	2592	6891	99	146.5	370	60
PLATE2	1	HC-123K	652.5	130.5	39	50	47.5	70.5	1099.5	34	67.5	145	737.5	499	219	63	248	937.5	7058	1017	155.5	21564	425	185.5	65	108.5	138.5	437
PLATE2	1	HC-124K	-535	-466.5	-653.5	-636	-571.5	-602.5	-591.5	-627.5	-582.5	-280.5	-520.5	2600.5	-521.5	-360.5	-526.5	-500.5	7862.5	539	-188.5	6527.5	789.5	391	773.5	-493.5	-489	-622.5
PLATE2	1	HC-125K	211	636	77.5	66	145	202	87	80	489	118	147.5	13107	197.5	72	110	333.5	3797.5	374	427	10666	534.5	1277	92	163	159	39
PLATE2	1	HC-126K	118.5	341.5	56.5	68	89.5	106.5	99	83.5	87.5	125.5	11171	2635	2709.5	208.5	3972.5	2824.5	15299	2849.5	228	57.5	508.5	116	92.5	234	753	106.5
PLATE2	1	HC-127K	168.5	509	95	56	112.5	199	102	77	189	121	306	3202	195.5	152	166.5	177	3910.5	466	247	472	8076	423	89	191	182.5	150.5
PLATE2	1	HC-129K	238.5	652.5	222.5	224.5	230	210.5	995.5	294.5	239	276.5	9785.5	25987.5	1257.5	519.5	2402.5	1369.5	11445.5	2747.5	677.5	8791.5	18016.5	2507.5	255.5	1264.5	1593.5	132.5
PLATE2	1	HC-130K	229.5	409.5	277	61	162	328.5	446.5	442	204	88	499	5223.5	882	669	549	1159	5817	1983.5	620	617.5	934	72	146	797	415	87
PLATE2	1	HC-131K	300	1401	216	399.5	91.5	283	291	263	763.5	361	3665	50524	3121	416	329	2182.5	13672	668	456	198	13829	804	158	949	7756	311
PLATE2	1	HC-132K	539	370	218	110	732	520	72	46	545	251	2576	3249	155	59	301	1795	1368.5	292.5	150	52.5	577	488	99	108	466	64
PLATE2	1	HC-133K	873.5	507.5	0.5	53	107	125	667	605	143	106	494.5	12980	1279	932.5	127	195	615	2150	788	374	1096.5	68	172	630	190	9.5
PLATE2	1	HC-134K	-330	-305	-407.5	-405	-385.5	-359.5	2038	-371	-348.5	-147	-271	-113	-289.5	-347	-21	-26	802	-101.5	-264	1601.5	4407.5	-252	521	-311	-160	-412.5
PLATE2	1	HC-135K	167	1385	1755	99	129	1571	152	107	153	96	2000	862	250	145	196	1248	251	1251	174	2282.5	184.5	251	80	179	982	26
PLATE2	1	HC-136K	44	122	42	41.5	53	83.5	112.5	65	65	31	1563	448	147	88	730	1546	3665	238	125	1228	17915	70	60	121.5	112.5	225
PLATE2	1	HC-137K	321	105	705	535	323	592	210	100	359	75	32361	17515	4320	98.5	134	118	604.5	73975	154.5	46841.5	168	64.5	72	975	226	155
PLATE2	1	HC-138K	152	354	109.5	134.5	144.5	171.5	64.5	41.5	922.5	63.5	23807.5	98528.5	28797.5	105	247	256.5	2760.5	7204.5	121.5	5221.5	1960	1095.5	117.5	3597.5	1840.5	56.5
PLATE2	1	HC-139K	64	218.5	2.5	3	33	85	332	283.5	272	16.5	1758	3302	2061.5	382	95	426	3948.5	730	305	421	348.5	58	151	330	278	19
PLATE2	1	HC-140K	260	250.5	114.5	77.5	98.5	177	184.5	205.5	182.5	255.5	16141	13334.5	876	259.5	126.5	1135.5	2459	688.5	300.5	65.5	1268	266.5	126.5	377.5	471.5	21.5
PLATE2	1	HC-141K	413	386.5	516.5	347	447	479	379	301	519	313.5	2445	11343	1178	600	868	702	2020.5	1134	424.5	39605	1647	578	114	293.5	267	15
PLATE2	1	HC-142K	125	56	74	30	59	100	62	31	146.5	86	63	1586.5	121	54.5	149.5	110	1360.5	503.5	104.5	2514	280	690.5	94	99	101	152.5
PLATE2	1	HC-143K	253	1359.5	108.5	96.5	159.5	211.5	136	146.5	283.5	94.5	223	8039.5	250.5	223	525.5	1161.5	2451	1322	181.5	1328	593	142.5	65.5	838.5	130	53.5
PLATE2	1	HC-144K	547	259.5	312	143.5	344.5	293	90.5	57.5	604.5	348.5	1286.5	70651	12095	106.5	3735.5	3314.5	4949.5	7596.5	185.5	55.5	12650.5	382.5	107.5	189.5	1713	56.5
PLATE2	1	HC-145K	311.5	449	221	186	268	257	701	222	605	243.5	1365	36262	612	314	444	11434	1511	565	285	1260	21701.5	725	99	292	285.5	23.5
PLATE2	1	HC-146K	81	109	16.5	18	44	56	57.5	36	77.5	33	460	2772	328	48	501	312	4694	192	136.5	88	1868.5	839	101	111.5	287	28
PLATE2	1	HC-147K	368.5	602.5	468.5	219	393	970.5	364	298	355	142	359	41314	8217	512	4129	4606	4677.5	783	352.5	256	1458	231	118	336	650.5	42
PLATE2	1	HC-148K	1246.5	7257.5	821	223.5	599	747	139.5	115	1600	979.5	380	3418	279	162.5	1422	10672	3300	822.5	270	108	258	2275	92	937	1337	87.5
PLATE2	1	HC-149K	1489.5	3404	797	305	599	786	209	39	1499	968	396	7418.5	250	409	189	168	1916.5	197.5	124	4068	1462	1067	96	259	141.5	31
PLATE2	1	HC-150K	218.5	477	113	195.5	214	314	809	245.5	155.5	138	4418	68280.5	30172	355	351	282	333	2094	427.5	2627	28801	245	160	916	3978	82
PLATE2	1	HC-151K	106	234.5	69.5	89	76	104.5	101.5	72.5	133.5	40.5	132.5	1064.5	194.5	699.5	176	1611.5	2010.5	369.5	141.5	19096.5	563	75.5	66.5	677.5	142.5	170.5
PLATE2	1	HC-152K	298.5	1994	128	140	255	316	619	609	394.5	148.5	278	4178	1170	934.5	954	1393	1270.5	1033	645.5	290.5	13037	1847	117	3293	351	68
PLATE2	1	HC-153K	348	1115.5	116.5	53.5	148	148	90.5	56.5	696.5	175.5	133.5	5439	198.5	84.5	232.5	5419	1960.5	1084	188.5	2335.5	2699.5	1193.5	101.5	218.5	263.5	313.5
PLATE2	1	HC-154K	208	161	63	24	69	92.5	242	93	123	144.5	223	2743	235	132	136	894	1303	1284	201	9590.5	14346	6012	111	256	216	53
PLATE2	1	HC-155K	95	244.5	36.5	20.5	70.5	122.5	160.5	160.5	98.5	43.5	613	8651	367.5	550.5	848	1331	1182.5	297	593.5	639.5	511.5	266.5	119.5	229.5	102.5	25.5
PLATE2	1	HC-156K	220.5	662	96.5	68.5	94	133.5	45	24	374.5	154	119	642.5	127	127	343	142	274	389	112	6470	1552	480	134	73	82.5	-30.5
PLATE2	1	HC-157K	636	2217	386	165	310	358	72	42	907	453	354	1844.5	120.5	90	200	586	5603	13538	126	27957.5	2400	1786	79	125	132	2904
PLATE2	1	HC-159K	1917	254	956	864	783	1094.5	218	170	1277	850	3570	38065	8174	3146	190.5	682	3048.5	1824.5	387	5016.5	30220	4076	123	1708.5	855	179
PLATE2	1	HC-160K	-556.5	-197.5	-694	-676.5	-657	-593	31.5	-37	-620	-280	141	6273	467	302	-326.5	394	6296	834	8	1068	148.5	-561	858	-46.5	-580	-690
PLATE2	1	HC-161K	81	9.5	-32	-31.5	23.5	-8	32.5	-4	22	24.5	422.5	1091	55	141.5	198.5	427	9097	638	207	6518	933	184	179	46	251	203
PLATE2	1	HC-162K	337.5	233.5	225	56.5	226.5	227.5	111.5	53	513.5	249.5	877	1013	181	174.5	16017.5	17915.5	22871.5	797.5	184.5	21546.5	4785.5	251	82.5	148.5	4500.5	76.5
PLATE2	1	HC-163K	80	171	-4	-12	44.5	74	186	35	69	105.5	366	1050.5	248	101	373	1685.5	26892	979	167	6391	21867	27965	151	219	91.5	220.5
PLATE2	1	HC-164K	58	78	30	38	43	62	81	47	121	34	84	3287	143	71.5	69	3510.5	42621	166	145	228	311	125	78	112.5	128.5	23
PLATE2	1	HC-165K	165.5	207	67	60.5	120	164	164	112	238.5	70	110	24604	736	193.5	3998	2676	2356	626	211	443.5	282	186	109	756	99.5	-17
PLATE2	1	HC-166K	212.5	191.5	133	35	88	342	197	89	227	130	732	974.5	163	97	145	6100.5	3712	793	146	769	22860	159	94	209	490.5	59.5
PLATE2	1	HC-167K	572.5	290.5	366.5	195.5	378.5	353.5	121.5	114.5	816	438.5	20.5	565.5	185.5	200	75	500.5	1584.5	1562.5	169.5	5228.5	19589.5	430.5	121.5	932.5	68.5	454.5
PLATE2	1	HC-168K	127.5	623.5	30.5	35.5	88.5	116	131	88.5	161	82	14487	10013	424.5	172	3729.5	4241	4135	1608	182	60	117	5903.5	160	562	334	-12
PLATE2	1	HC-169K	288.5	93.5	44	36	72	110	84.5	51	147	152.5	91	2356.5	363	143	129	189	891.5	285	107	78	144	671	64	106	140	71.5
PLATE2	1	HC-170K	492.5	188	126	75.5	212	222.5	174.5	150.5	484	229.5	313	24608.5	370.5	282	555.5	1009.5	2564.5	664.5	207.5	5909.5	7157.5	1789.5	81.5	145.5	170.5	86.5
PLATE2	1	HC-171K	277	156	113.5	134	185.5	189	128	298	318	125	11696.5	84583	18096	160.5	254	15056.5	3367.5	763	184.5	831	4305	119	85	254	405	71
PLATE2	1	HC-172K	219	114	6.5	26	35	61.5	54	45	96	86	1437.5	7871.5	405	123	197	380	1934.5	331	140	1817	353.5	104.5	98	146.5	107.5	48
PLATE2	1	HC-173K	576	1840	252	132	192	273.5	75.5	58	453	290	2024	1097	210	65	253	16529	2158	185	94.5	9001	22821.5	949.5	76	119.5	250	489
PLATE2	1	HC-174K	550	572	256.5	607	326	288.5	310	289.5	275	660	588	19012	17082.5	530	398	384	1716.5	11046.5	522	391.5	1749	530	196	981	1050	107
PLATE2	1	HC-176K	169	301	61.5	37	94.5	109	140	97	176	99	931	1644.5	210.5	175	224	2326	17346	222	201	15559.5	7281	2234	81	148	154	42
PLATE2	1	HC-177K	929	1143	430	605	984	390	307.5	244.5	1048	688.5	7069	20759	6435	846	4508	5648.5	12951	1449	440	1163	2329	1465	185	1108	4883	89
PLATE2	1	HC-178K	210.5	53	72	19	38	90	49.5	21	52	158	65.5	302	117	29	151	367	216	81	63	38	81	43	67	81	95.5	8
PLATE2	1	HC-179K	7235.5	171	18	41.5	46	84	147	136	95	2138	478	23830	4347.5	264	4634	4163	6714	731	206	32327	5146	501.5	106	209	129	50.5
PLATE2	1	HC-180K	134	524.5	112	216	126	162	131	109	152	155.5	10353	23332	1286	138	899.5	9703	5801	600.5	243	120	3676	1938.5	79	343	383	114
PLATE2	1	HC-181K	-824.5	-518	-919.5	-982	-895	-902	-956	-985	-695	-244	-723	8076.5	-875	-947.5	-264	215.5	1045.5	-373	-610.5	959	6219	475	1149	-886	-828	-885.5
PLATE2	1	HC-182K	77.5	177	57	46	57	162	51	28	143.5	62	55	435	85.5	105.5	141	230.5	7051.5	269.5	67.5	40	55	128	72	103	111.5	223.5
PLATE2	1	HC-183K	45	37.5	15	26	25	69	74	24	77	21.5	140	2683	140	120	115	954.5	3675	409	82	948	2490	86	76	79	119.5	35
PLATE2	1	HC-184K	144.5	243.5	83.5	125	140	531	280	294.5	62	81	12729	4874	884	420	429	327	638	1095.5	395	2708	7074	252.5	133	429	371	-4
PLATE2	1	HC-185K	49	0	-17	-42	1	20	108	-43	46.5	46	112	602	94	113	41	204	1929.5	161	57	2649.5	131408	121	150	115	29	-32
PLATE2	1	HC-186K	277.5	206.5	108	129	131	281.5	160	138	85	94	953	71896	27061	208	115	235.5	538	555	236	118	727	226	119	187	1051	19
PLATE2	1	HC-187K	648	279	29	21	45	69	92	68.5	96	300	83	877	431	357	358	185	4132	354	169	288	374	241	114	137.5	101.5	29
PLATE2	1	HC-188K	297	971	347	251	212.5	312	108.5	73	557	344	8670	57838	13728	134	517	2390	19695.5	659	140	1275	327	702	84	1217	1662	120.5
PLATE2	1	HC-189K	231	426	80	28.5	104.5	136	53.5	38.5	302	169.5	93	26539.5	211.5	61.5	9075.5	390.5	5180.5	172.5	88.5	57.5	1085.5	797.5	114.5	84.5	164.5	242
PLATE2	1	HC-190K	54958.5	3437	1320	566	920	1737	255	192.5	638.5	23177	84479	1464	627	286	338	517	1521	1288	362	210	478	253	143	965	3523	45
PLATE2	1	HC-191K	1156.5	152	84.5	11	191	201	211	233	110.5	230	34454	10550	549	242.5	111	2869.5	749	2609	277	20224.5	135	51	126	4518.5	1914	11
PLATE2	1	HC-192K	544.5	344.5	132	135	167.5	159.5	158	132	249.5	204	4294	31625.5	938	951.5	7630	6817	10609	1216	177.5	150.5	1065	483	65	371	592	36
PLATE2	1	HC-193K	1337	809.5	470	147.5	202	468	114	88	616	829	2446	5234.5	285	121.5	2199	2330	4539	400.5	146	51	81	349	76	176.5	265	35
PLATE2	1	HC-194K	345	144	101	42.5	82.5	135	61	40	486	249	194	1118.5	103	70	122	149	432.5	239	110.5	83.5	1871	373.5	72	849.5	412	49.5
PLATE2	1	HC-195K	351.5	196	194.5	379.5	203.5	181.5	106.5	84.5	382	280.5	562	2022.5	558.5	113	474	383.5	4018.5	1324	173.5	62	4128.5	550.5	83.5	224	258.5	92
PLATE2	1	HC-196K	211	474.5	73	61.5	264	143	254	149	284.5	118	4814.5	22331.5	1134	276	223	4657	4621	774	298	6693	981	377	143	5485	147.5	4
PLATE2	1	HC-197K	102	38	11	9.5	39	250.5	49	30	52	28.5	102	3351	97.5	76	231	175	3212	274	100	324.5	385.5	79	95	213	110	35
PLATE2	1	HC-198K	434.5	4481	448	108.5	207	364	146.5	96.5	335	300	598	9904	282	176.5	1433.5	2355	4135	764.5	222	98.5	109.5	528	158	127	85.5	-13.5
PLATE2	1	HC-200K	267	331	185	52	200	205	1375	61	290	155	47	1737.5	164.5	72	634	2333	8798	705.5	117	15055	8085.5	1590	67	94	106	89
PLATE2	1	HC19-KC098	236	181.5	105.5	36	61	114	234.5	461	95.5	135	806	8534	368	117	333.5	718	2149	3443	169.5	55	437	149	113	212	775	168.5
PLATE2	1	HC19-KC099	91.5	124.5	70	1	5.5	170	2178	26	14	68	21385.5	5930	256.5	84	253	124	756	717.5	110	954	774	245	187	313	863	29
PLATE2	1	HC19-KC100	300.5	123.5	209.5	179	153.5	692	1825.5	165.5	304.5	95.5	3175.5	7912.5	991	275.5	189.5	434.5	1268.5	21498	242.5	159.5	163.5	103.5	108.5	1426.5	313.5	539.5
PLATE2	1	HC19-KC101	194	276	27.5	39.5	274	60.5	113	72.5	167.5	73.5	1900.5	9829	430	86.5	69	338	252.5	392	174.5	63583.5	570	71	106	156.5	1324	533.5
PLATE2	1	HC19-KC102	31	205	-12	-22.5	13.5	43.5	115	111	41	9	514	10359	297	174	1782	1818	2374.5	528.5	171	12930	300	58	147	376	5344	81
PLATE2	1	HC19-KC103	164.5	90	-34	-18	-5	2	75.5	46	456	74	434	9814.5	743	95	5842.5	6074.5	6860	1271.5	131	225	390.5	39	165	220	86.5	-19
