Plate	Inplatecount	Sample	FcR3A_N	FcR3A_zebra	FcR3A_Eadp501	FcR3A_RBD wuhan	FcR3A_AMA1	FcR3A_MSP1	FcR3A_HRPII	FcR3A_FL spike	FcR3A_pp28	FcR3A_EBNA1	FcR3A_VCA	FcR3A_BSA	FcR3A_CelTos	FcR3A_CSP
PLATE2	1	HC-257K	104	12760	46	137	162	58321	617.5	106	732.5	34645	25072.5	64	729	31153.5
PLATE2	1	HC-258K	10914.5	57.5	5	13576.5	64	36074.5	163.5	12204.5	83	23705.5	12736	72.5	242	120
PLATE2	1	HC-259K	232.5	29	23	3832.5	289.5	21013.5	144	2767.5	64	24	64.5	84	244	119.5
PLATE2	1	HC-260K	907	704	52.5	10942	57	31637	250	7558.5	293.5	34033	13833.5	60	210	356.5
PLATE2	1	HC-261K	36450	13827	-8	28143	170	28497	197	11605	18559	45	6913	85	116.5	108.5
PLATE2	1	HC-262K	117.5	46	17.5	61.5	18950.5	57630.5	9816	8.5	137.5	22259.5	15275	81.5	216	1725.5
PLATE2	1	HC-263K	38336	28786	20	40161.5	168.5	39660	205	19772	774	25774	15838	70	148.5	126.5
PLATE2	1	HC-264K	894.5	16493	20.5	16	144	34903	137	-3	5641	26996	17502.5	80	195	77
PLATE2	1	HC-265K	739	-171.5	-185	245	6191.5	48083	167.5	169	9233	346.5	614.5	318	725	709
PLATE2	1	HC-266K	15138.5	34	19.5	23941.5	115	30856.5	229	1593.5	7045	31312.5	10296.5	87.5	271	85.5
PLATE2	1	HC-267K	23288	3433	8	45800	74	43164	273.5	30100	1352	29849	22387	91	149	124
PLATE2	1	HC-268K	25557	1746	16	29732.5	131	43813	544.5	18722	3956	29835	12767	93	641	101
PLATE2	1	HC-269K	52139	3109	1993.5	5983	481	50371	163	2622	11958.5	54957.5	25828	130	183	95.5
PLATE2	1	HC-270K	33885	-43	-83.5	24381	-41	36372.5	191	12582	3836	32334	29914.5	185	56.5	20.5
PLATE2	1	HC-271K	28443.5	-160	-192.5	17410	-141	36270	242.5	16350	1825.5	26960	26446.5	310	-111	-96.5
PLATE2	1	HC-272K	45942	6156	64.5	25301.5	183.5	43101	563.5	20029.5	2624.5	20737.5	10259	97.5	308	104
PLATE2	1	HC-273K	48570	449	25.5	34513.5	78	24267	190	19235	8257	19326.5	4769.5	82	249	182.5
PLATE2	1	HC-274K	19974	3146	-22.5	4640	177.5	47997.5	356.5	1015.5	16642.5	44380.5	17600.5	107.5	168.5	87.5
PLATE2	1	HC-275K	27180	178.5	103	15762	212.5	40689.5	1318	8880	9706	17253	9914	67	201	90
PLATE2	1	HC-277K	5186.5	438	-36	3953.5	1317	35006.5	60	1173	719.5	35622.5	23254.5	125	1132	412
PLATE2	1	HC-278K	1986	327.5	101	2203	403	53600.5	549	1710.5	11224	33690	14013	289	1381.5	-18
PLATE2	1	HC-279K	60865	74.5	37.5	29350.5	68.5	42974	452.5	14467.5	6082.5	28677	15441.5	87.5	90.5	97.5
PLATE2	1	HC-280K	61186.5	31.5	32	40420	156.5	42405.5	197.5	22164.5	7272.5	13113.5	10139	62.5	119	109
PLATE2	1	HC-281K	59873	38	-22.5	42164	13	44104	309	28791.5	5873	29522	27149	144	381	98.5
PLATE2	1	HC-282K	28426.5	133	83	23440.5	78	52479	327	7009	749	28541	1524	121	128	110
PLATE2	1	HC-283K	49165.5	-8.5	-9.5	30727.5	45.5	32598.5	162.5	24589	1744.5	24463.5	8856.5	102.5	690.5	77.5
PLATE2	1	HC-284K	50818	22236.5	2	44428	29	51229	543.5	33794.5	15817	38404	31660.5	139	538	33.5
PLATE2	1	HC-285K	68108.5	2931.5	24	40576.5	1099.5	49647.5	511	35407.5	74	1621	20916.5	77.5	138.5	102
PLATE2	1	HC-286K	55500.5	59.5	13.5	38567.5	134.5	39971.5	423	22228.5	122.5	12874.5	16786	66.5	5350.5	581.5
PLATE2	1	HC-287K	58929	135	22	4649	164	45887	177	2042	219.5	45271.5	16701	72	392	148
PLATE2	1	HC-288K	2326	3200	13	5383	202	29476	519	8624	18237	41388	29327.5	76	1579	105
PLATE2	1	HC-289K	10654	43	-33	21293	268	36445	868.5	10479	8994	23849	7290.5	135	3498	107
PLATE2	1	HC-290K	3658	38	9	28364	66	8907	94	11766.5	360.5	34616	11447	70	149.5	109
PLATE2	1	HC-291K	8259	3679	-4.5	22427	34.5	30334.5	274	13263	995	18753	18651	96	90	97.5
PLATE2	1	HC-292K	5669	647.5	12	8283.5	56	39914	189.5	1023.5	89	36468	23860	67	331	106
PLATE2	1	HC-293K	9607.5	1636	-28	4568	409.5	25656	195	3632	1969	51751	31737.5	142	1260	208.5
PLATE2	1	HC-294K	-67	30.5	-80	89.5	578.5	48181	197	-42.5	562.5	37866.5	11825.5	174.5	122.5	102.5
PLATE2	1	HC-295K	-781.5	2358.5	-913.5	177.5	190.5	24591	-422.5	-680	9155	29097.5	16136.5	1024.5	-526.5	4871
PLATE2	1	HC-296K	2011	62	0	3132	47	46119	520	2083	3683.5	40311	32975	103	117	103
PLATE2	1	HC-297K	29049.5	100	18	36249	377	46906	362	20983	2575	19157	19157	103	403	160
PLATE2	1	HC-298K	47043.5	786	62	34344	54.5	30111	188.5	16818.5	7693.5	28844.5	15570.5	68.5	239	113
PLATE2	1	HC-299K	23800	33.5	-4	19076	263.5	18117	142	11766	2379	14335.5	1823	93	108.5	84.5
PLATE2	1	HC-300K	18902	45	22	696	24	40421.5	293	263.5	10444	30609	13018.5	107	479.5	68.5
PLATE2	1	MBL-164	849	1233.5	551	12454.5	21697.5	82672.5	45156.5	2337.5	6336	40261.5	19461	118.5	670.5	697.5
PLATE2	1	MBL-165	28988.5	16239.5	172	39040	489.5	64199.5	2819.5	31224.5	12790.5	35811.5	15617.5	84.5	272.5	433
PLATE2	1	MBL-167	56.5	34059	184.5	52.5	32598.5	56001	7261.5	14	11725	237.5	18039.5	79.5	342.5	212.5
PLATE2	1	MBL-168	721	6629.5	7512.5	295	108	43018	254	23	132	44787	26804.5	66	2356	96
PLATE2	1	MBL-169	56	43	33	3356	19681	29243	1538	157	55	31102.5	20092.5	58	93	89
PLATE2	1	MBL-170	515.5	174.5	1434.5	255.5	17998	20805	1339.5	28.5	601.5	12248	16628.5	75.5	3955.5	322.5
PLATE2	1	MBL-171	87	15.5	23	21	250	28642.5	331.5	92	332.5	18693	16947.5	122	29624	78
PLATE2	1	MBL-172	197	556	30	941	239	34504	1079	121.5	4128	11017	10353	57	123	103
PLATE2	1	MBL-173	5239.5	12197.5	232.5	8474.5	19293.5	17536.5	1361.5	2674	1370.5	5266.5	18563	126.5	1198.5	835.5
PLATE2	1	MBL-174	13126	20155	1500	14677.5	425.5	26088.5	365	4834.5	115.5	13244.5	11741.5	63.5	443.5	130.5
PLATE2	1	MBL-175	489	46.5	9	2718.5	33	14094.5	75	253	1392	43074	8900	67	896	90
PLATE2	1	MBL-176	32785	1694.5	-89	37029.5	69	50516.5	545	13818	574	50459.5	27719	167	43	76.5
PLATE2	1	MBL-177	11248	1395	10	450	94	46520.5	174	97	2671	36046	8924	78	83	106
PLATE2	1	MBL-178	65420	1964	-137	30962	48	22815	203	31099	1015	28634	15835	256	81	-13
PLATE2	1	MBL-179	8501	14941.5	6830.5	17563	754.5	70642.5	34358	8781	2709	27729.5	18784	191	326	335
PLATE2	1	MBL-180	546.5	16885.5	3	11837	92.5	14714.5	125.5	1340	16413.5	30303.5	16726.5	69.5	6726.5	340
PLATE2	1	MBL-181	25804.5	140.5	12.5	26374.5	1207.5	39861.5	349	19198	6862.5	13822	16942.5	73.5	104.5	18080
PLATE2	1	MBL-182	24141	23570	219.5	12476	25133.5	53693	8830	4662	1685	30735.5	16254	94	1024.5	669.5
PLATE2	1	MBL-183	43777	3850	28	21060	991	13660	80.5	12013	7972	35311	13689	83	94	120
PLATE2	1	MBL-184	11344	11816.5	1138	12424.5	17384.5	40980.5	13368	4866.5	2423.5	19666.5	6856	72.5	4152.5	717
PLATE2	1	MBL-185	11634	1997	135.5	19	420	55240	302	40	467	54932	20485.5	64	4543	89.5
PLATE2	1	MBL-186	5657	13294	223	15396	28148	31891	1410	3204.5	7525	8834	9760.5	80	2501.5	1636
PLATE2	1	MBL-187	2544	280	299.5	18117	14951	31261	2952	5746	1012	20592.5	407.5	71	393	657
PLATE2	1	MBL-188	16356.5	11468	312	13170	13074.5	39357	13836	7265	1480	4072	6132.5	76	635	258.5
PLATE2	1	MBL-189	4093	448	101	15188	20974	60087.5	19023	4579	166	23165	9026.5	66	446	20346.5
PLATE2	1	MBL-190	7618	609.5	407	176	1168	40350	900	84	3062	32614	22482	201	771	689.5
PLATE2	1	MBL-191	41993.5	4920	-149	32648.5	609.5	6807	145.5	19903.5	1750.5	33573	19070.5	269.5	1210	99.5
PLATE2	1	MBL-192	2009.5	54707.5	14558.5	23683.5	1122.5	27335.5	-311.5	16062.5	27996.5	31169	17100.5	984.5	3350.5	-292.5
PLATE2	1	MBL-193	27686.5	30459	3618	379	5214.5	56907	1631	894.5	23784	9082	41321	120	834.5	545
PLATE2	1	MBL-194	1238	17550	3804	763	19399	35247.5	18223	292	3116	16261	2251	101	708	4049
PLATE2	1	MBL-195	9880	787.5	12	3614	1022	40180	310	13210	9291	11725	16379	74	156	142
PLATE2	1	MBL-196	2367	29029	1103	548	413	34460	141	13104	1969.5	19753	11341.5	89	90	73
PLATE2	1	MBL-197	3057.5	226.5	17	812.5	59	54172	374	139	1999	38221	20090.5	71	879	110.5
PLATE2	1	MBL-198	24775	18249	6836.5	31393.5	86.5	15033	28	11409	16264	21444	26327	144	279	66
PLATE2	1	MBL-199	82143	9868	107	46692	16752	28322	2242	47194	1435.5	39914	22503	112	6160	787
PLATE2	1	MBL-200	1273	2963.5	-16	3128	245.5	34793	832	1058	183.5	33983	14641.5	76	103.5	87
PLATE2	1	MBL-201	2157	12831.5	645.5	7437.5	24051.5	40549.5	4825.5	2206	3318.5	11610	3673.5	92.5	1851	2276.5
PLATE2	1	MBL-202	14285	6386	4574	7351	527	28221	171.5	4426	53	25859	7920.5	53	170	220
PLATE2	1	MBL-203	34496.5	65.5	27.5	30308.5	1172.5	24158.5	2351.5	17792	1053	23782.5	7962.5	64.5	108.5	123.5
PLATE2	1	MBL-204	5533	11938.5	1902.5	47.5	16142.5	53059.5	25516	-47.5	13058.5	22378	10437.5	156.5	1215.5	9194
PLATE2	1	BL771	180.5	250.5	23	3956	7072	27549	1254.5	744	1704	21308	22346	63	135	194
PLATE2	1	BL773	5336	11034	1234.5	16059	18627.5	36039	5873.5	4085.5	189.5	369	21651.5	73.5	329	7235
PLATE2	1	BL774	627.5	18024.5	1452.5	1883.5	3210.5	15644.5	1080.5	185.5	2526.5	46298.5	25566.5	71.5	482	5193
PLATE2	1	BL775	1103.5	26661.5	2644	3080	23044	43046	4277	258.5	5046	58575	35436	95	698.5	7934
PLATE2	1	BL776	693	507	404	44	39239	95980.5	20024	13	19545	3414	32552	103	434	1209.5
PLATE2	1	BL777	5875	2042	764	369.5	25807	50270	24209	-213	2430	27198.5	21813	596	6956	1568
PLATE2	1	BL778	941.5	7299.5	6246.5	508.5	13154.5	46481.5	35539.5	794.5	2404.5	12640.5	13556.5	219.5	3135.5	8104.5
PLATE2	1	BL779	32685.5	7019.5	110.5	19472.5	24127.5	47734.5	9375.5	9296	3090	23648.5	19517.5	84.5	2274.5	2999
PLATE2	1	BL648	3428	15139.5	242	27853	30900	61946	4312.5	1460.5	11494	42367	20459	147	3079	9056.5
PLATE2	1	BL702	2153.5	22100.5	1991	545	18609	52839	12753.5	306.5	11867	32209.5	18221	149	3068	14511
PLATE2	1	BL705	5311.5	26119	1057	1533	38944	90665.5	23791.5	960.5	21053	32349	17676	238	22171	33638
PLATE2	1	BL722	18	32614	350.5	56	2984	38091	2153	13	12637.5	8935	13679	87	526.5	118.5
PLATE2	1	BL735	557.5	48925.5	185	89.5	30052.5	66679.5	29915.5	60.5	8682.5	39934	18437.5	69.5	316.5	3079.5
PLATE2	1	BL736	555	1100	853.5	132	24347	48879	24404.5	51.5	1126.5	11065	16406.5	70	981	334.5
PLATE2	1	BL740	1206	5160	398	104.5	13197	51094	32541.5	54	582	14066.5	10931.5	68	472	442
PLATE2	1	BL742	43.5	85	38.5	17	238	40436.5	383	25	1268	45137.5	14217	69	320.5	1171
PLATE2	1	EBV-MALE-NEG	78	27	17.5	26	117	33534	156	29.5	328	-16	131.5	80	7009	163.5
PLATE2	2	EBV-MALE-NEG	91.5	48	50	44.5	152.5	33268	137	66	405	3	176	72	3990	194
PLATE2	1	EBV-FEMALE-NEG	8	-0.5	-11	28	56	393	33.5	2	7354	8	114.5	98	83	412
PLATE2	2	EBV-FEMALE-NEG	-3.5	11	-9	50	130	4796	88	11	18844	53.5	254.5	97	111	1852
