Plate	Inplatecount	Sample	FcR3A_N	FcR3A_zebra	FcR3A_Eadp501	FcR3A_RBD wuhan	FcR3A_AMA1	FcR3A_MSP1	FcR3A_HRPII	FcR3A_FL spike	FcR3A_pp28	FcR3A_EBNA1	FcR3A_VCA	FcR3A_BSA	FcR3A_CelTos	FcR3A_CSP
PLATE2	1	HC19-KC107	1037	244	148.5	327.5	26776	64178	1549	625	13788.5	26571	20250	60	7591	18858
PLATE2	1	HC19-KC108	739.5	8145	871	438	23526.5	63952	4990	74	4310.5	28992	18609	81	13638	952
PLATE2	1	HC19-KC109	269	168	59	73	5767	50711	6556	0.5	3246	13867.5	5620.5	86	433	161
PLATE2	1	HC19-KC110	176	23388	317	33	1371.5	58257	5639	58.5	11516.5	24118	20581	71	4312.5	189
PLATE2	1	HC19-KC111	1002.5	2784.5	688	71	3949	42533.5	3015	53.5	14917.5	27312.5	14773	106	1303	3120.5
PLATE2	1	HC19-KC112	221	26194	341	82.5	16066	62591.5	1885	45	1578	30986	9579	95	604	141
PLATE2	1	HC19-KC113	519	320	202.5	505	3368	52120	667.5	39	3781	29676	13520	81	2830	2229
PLATE2	1	HC19-KC114	6875	110.5	557	97	19096	55277	1789	39	501	24481	10403	73	165.5	467
PLATE2	1	HC19-KC115	3111	1565.5	407.5	499.5	25690	57626.5	11165	61	3673	28336.5	12270	97	516	1832
PLATE2	1	HC19-KC116	692	1069.5	1205.5	71	10267.5	43956.5	1603	25	9347	21547	14326	75	496	172
PLATE2	1	HC19-KC117	15374	417	232	332	18421	31794	1225	121	1015.5	34486	18352.5	86	915	622
PLATE2	1	HC19-KC118	1541.5	341	313	205.5	19154	56533	2664	11.5	2124	22326	13096	175	769.5	3206.5
PLATE2	1	HC19-KC119	1416	61	51.5	138	7559	50716	19430	3	1230.5	5334	12231	81	3241	501
PLATE2	1	HC19-KC120	1217	1087	1031	127	17642	42881	4780	64	2680	23370	6001	89	1877	8626.5
PLATE2	1	HC19-KC121	871.5	1154.5	1138.5	284.5	18914	29057.5	2450.5	211.5	3682	10907.5	7410	106.5	3435	2389.5
PLATE2	1	HC19-KC122	4174	354.5	232.5	869.5	24685.5	69321.5	9651.5	130.5	12338	33037.5	13968.5	142.5	1007	3099.5
PLATE2	1	HC19-KC123	236	368	207	550	28017	70303	3703.5	34	2086	19848	21582	97	352.5	6832.5
PLATE2	1	HC19-KC124	1398.5	1344.5	1165.5	1072.5	19303.5	46208.5	23707.5	149	3655	19840	13503.5	162	3711	1712
PLATE2	1	HC19-KC125	59	3299	67	26.5	21237.5	72479.5	12826	38	262	31518	23759	88	162	146.5
PLATE2	1	HC19-KC126	679.5	738.5	365	760	11890	64021	2899.5	12.5	8668.5	1686.5	631.5	80.5	504	255
PLATE2	1	HC19-KC127	222	27805.5	19	2640	868.5	45913.5	325	19.5	376	33077	12955.5	69	267	183
PLATE2	1	HC19-KC128	918.5	5274	1408	967.5	11231.5	48981.5	24472.5	21.5	2512.5	5087	9392.5	127.5	1234	13364.5
PLATE2	1	HC19-KC129	409	30401	492.5	64.5	7693	47219	5536	-4	3172.5	22105.5	13083	87	617	125
PLATE2	1	HC19-KC130	195	9265	232	104	5193	41150	1226	122	1454.5	17668	18170	63	603	161
PLATE2	1	HC19-KC131	222.5	46	38	26	106	39844.5	146	29	61.5	30328.5	17538	56	132	107.5
PLATE2	1	HC19-KC132	141.5	280	58.5	814	13600.5	49733	2823.5	20	3144	26206	10224	60	290.5	270.5
PLATE2	1	HC19-KC133	124	1249	381	211	7748	29572	1375	19	15005	30508	2596	71	273.5	258.5
PLATE2	1	HC19-KC134	58.5	245.5	145.5	25	4861	42927.5	1168.5	12.5	4845.5	26953.5	7114.5	65.5	163	463.5
PLATE2	1	HC19-KC135	61	275	52.5	54	1575.5	54799	815.5	34	2985	16618	15132	49	140	123
PLATE2	1	HC19-KC136	534.5	14048.5	7230.5	588.5	243.5	38692.5	2125	37.5	2434.5	8217	8608.5	78.5	1072	119.5
PLATE2	1	HC19-KC137	45	78	41	52	2138	60597	358	17.5	369	30360	22510	59	143	102.5
PLATE2	1	HC19-KC138	15	44	1	23	4667	258.5	108	28	17.5	192.5	81.5	62	82.5	104
PLATE2	1	HC19-KC139	6787.5	8035	1765	1942.5	37291	66546.5	4095	64	4332	40988	18305	111	1610	5890
PLATE2	1	HC19-KC140	30437	420	260	259	16449	45704	15863	1199	4214	25303	12539	73	3242	699
PLATE2	1	HC19-KC141	8498.5	759.5	409.5	265.5	25110.5	52597.5	38939.5	88	3140.5	30039.5	15419	105.5	9769.5	2933.5
PLATE2	1	HC19-KC142	42	35771	58	17	2299	38714.5	519	19	5386.5	26962.5	11390	68	247.5	216
PLATE2	1	HC19-KC143	127	162.5	25	38	33586	32810	300	18	12818	54055	17566	74	126	161
PLATE2	1	HC19-KC144	103	61820	49	20	421	65197	321.5	25	4522	55179	22649.5	45	245	529
PLATE2	1	HC19-KC145	48.5	102	44.5	27	3563	65891	1444	25	2415	21734	3257.5	59	139	106
PLATE2	1	HC19-KC146	59.5	64	31.5	24.5	30815.5	85287	421.5	6.5	754.5	37935.5	5068.5	82.5	3756.5	3105
PLATE2	1	HC19-KC147	200	91	87	47	15539	59245	12762	22.5	199	23372	9646	64	411	505.5
PLATE2	1	HC19-KC148	1024	2404	230	132.5	23238	69061	3123	34.5	879.5	1216.5	5273	84	2611.5	2455
PLATE2	1	HC19-KC149	338.5	122	58	61.5	3706	49619	392	38	736	28145	9880	83	135.5	432
PLATE2	1	HC19-KC150	745	879.5	521	147	35209	70420.5	2047.5	-2	9957.5	48582	33840	139	7476	162.5
PLATE2	1	HC19-KC151	134.5	514.5	285.5	4747.5	15679.5	56714.5	32183	-2.5	611.5	6247.5	9075.5	84.5	382	217
PLATE2	1	HC19-KC152	28	62.5	27.5	10	751.5	46011	217	12.5	111	42029	9212	74	112.5	157
PLATE2	1	HC19-KC153	714	162	113	565	19768	44208	836	12	1864.5	26134	12914.5	63	621	159.5
PLATE2	1	HC19-KC154	2952	1042	533	1838	59514	106729	70902	167	18302	32975	10929.5	137	3409.5	13262
PLATE2	1	HC19-KC155	2384.5	183.5	56.5	64.5	23127.5	44737.5	2896	17	12682.5	29848	8128	103.5	1165.5	4583
PLATE2	1	HC19-KC156	566	702	436	1488	29236	90029	60340	-89	2264	11653	14264	247	811.5	1680
PLATE2	1	HC19-KC157	2570	238	1099.5	613	28427	91330.5	20965	168.5	1144	12928	3600	98	715	3353.5
PLATE2	1	HC19-KC158	1858	1491.5	799	101	23789	28808.5	2240.5	79	6125.5	42684	8006	104	580	4411
PLATE2	1	HC19-KC159	155	23098	246	138	5468	60158	1540	39	704.5	32249	6344.5	87	291	120.5
PLATE2	1	HC19-KC160	162	203	134	503	16866	50183	2727	13	1883.5	24203	17756	89	685	19684.5
PLATE2	1	HC19-KC161	2603.5	125	43	40	18216	48498.5	7083	30.5	1355.5	27356	15545.5	62.5	1553.5	133.5
PLATE2	1	HC19-KC162	802	1980	441.5	63.5	2971	30058.5	1798.5	50	12054	23874	14791	87	775.5	2420
PLATE2	1	HC19-KC163	1168.5	362.5	174.5	450.5	26871.5	36536	1763.5	69.5	2394.5	16990.5	13764.5	78.5	2128.5	1093.5
PLATE2	1	HC19-KC164	2078	289	173	102.5	29565	60052.5	2526.5	37	13759.5	32144	6937.5	101	440	643
PLATE2	1	HC19-NM057	15.5	76.5	0.5	38	213.5	26708.5	50.5	7.5	3063.5	41518	7710.5	82.5	85.5	76.5
PLATE2	1	HC19-NM058	107.5	43	62	158	295.5	32831.5	133	47	1513	17131	13565	75	657	496
PLATE2	1	HC19-NM059	217	108	15	16	54.5	39699	625	101	3662.5	33492	14335	76	1423	195.5
PLATE2	1	HC19-NM060	1090.5	254	110	2004	15627	44817	20912.5	142.5	4924	16038	2982	93	1058	2449
PLATE2	1	HC19-NM061	8	864	-3	65	270	58476	462.5	54	2024	37595.5	26619	103	3670	113.5
PLATE2	1	HC19-NM062	2038	276	48	34	68	33348	176.5	45	522	31888	19428	60	687	128.5
PLATE2	1	HC19-NM063	49	202.5	27.5	23	40.5	4401	89	23	742	5038	2984	46	124.5	114
PLATE2	1	HC19-NM064	1382	587	-429	151	-234	27036.5	-314	-359	5432	42691	23350.5	576	572.5	-296
PLATE2	1	HC19-NM065	97	576	24	41	110	34823	152	34	2081	62607	12695	57	126.5	134
PLATE2	1	HC19-NM066	158	6066.5	18	26	110	36945.5	310	14.5	14035	6721	14593	80	91	78.5
PLATE2	1	HC19-NM067	502	-31.5	-69.5	47	73	43089.5	68	-38	2238	44196	18843	143	71	64
PLATE2	1	HC19-NM068	23	117	2.5	1193	50	52128	403.5	0	743	31271	21652	84	113	62
PLATE2	1	HC19-NM069	29.5	1986.5	-2.5	148	192.5	48982	282	35	20069	32791	10964	81	124	147
PLATE2	1	HC19-NM070	14	2223	2.5	52	393	38452.5	189	6	382	34219	14457	79	90	81
PLATE2	1	HC19-NM071	38	53	15	52	43	14887	176	71	3343.5	23973	15421.5	68	669	126
PLATE2	1	HC19-NM072	174.5	56.5	31.5	380.5	147	23965.5	284	15.5	7586.5	26168	21387.5	86.5	1842.5	102.5
PLATE2	1	HC19-NM073	-706	-746	-803	500	-140	46749.5	-415	-312	10787	25846	23381.5	899	-289.5	-381.5
PLATE2	1	HC19-NM074	166	7048	536	41	79	40690	383	22	5893	26542	8187.5	89	634.5	101
PLATE2	1	HC19-NM075	255	993	388	180	162	45065	811	42	586.5	38915	5656	96	203	100.5
PLATE2	1	HC19-NM076	-30.5	-12	-50.5	-9	68	34758	146	-39	6617	30011.5	15096	134	72	37.5
PLATE2	1	HC19-NM077	424.5	108.5	160.5	281.5	296	44625	533.5	-20.5	2616.5	34413	8932.5	147.5	237.5	37
PLATE2	1	HC19-NM078	148.5	68	28	277	60	29817	126	3	32909.5	35123	15895	77	2658	112.5
PLATE2	1	HC19-NM079	126	17731.5	1	58	69	29461	211.5	3	15530	44842	16670.5	91	197	76.5
PLATE2	1	HC19-NM080	-444	-776.5	-863	11755	-517	35659	-615	-531	2362	30935	10010.5	990	-563	-617
PLATE2	1	HC19-NM081	18	495	3	76	173.5	34846	97.5	21.5	120	46780	39318	69	148	96.5
PLATE2	1	HC-251K	29878	-29.5	-66.5	2862.5	562.5	69584.5	873.5	2150.5	1071	75	53.5	153.5	183.5	55
PLATE2	1	HC-252K	2272	5039.5	23	5764	203.5	29716	172	1100	144.5	25791	17518.5	64	125	107
PLATE2	1	HC-253K	24219.5	638	-4.5	31385	94	32982	261	18354.5	5875	31796	14115	84	93	105.5
PLATE2	1	HC-254K	776.5	10153	26	4224	390	48193	486.5	1162.5	321.5	18458	12037.5	71.5	1015.5	228.5
PLATE2	1	HC-255K	32666	8429	30	9795	295	28102	269	16574	3798	87	2324	81	1735.5	109
PLATE2	1	HC-256K	26194.5	60.5	14	27038.5	53.5	8573.5	102	13853	48.5	21288	5840.5	71.5	151.5	87
