Plate	Inplatecount	Sample	IgA1_RBD alpha	IgA1_N	IgA1_RBD beta	IgA1_RBD omicron	IgA1_RBD lambda	IgA1_RBD gamma	IgA1_zebra	IgA1_Eadp501	IgA1_RBD delta	IgA1_RBD wuhan	IgA1_AMA1	IgA1_MSP1	IgA1_HRPII	IgA1_Tetanus	IgA1_HCoV-229E	IgA1_HCoV-NL63	IgA1_HCoV-OC43	IgA1_pp28	IgA1_pp65	IgA1_EBNA1	IgA1_VCA	IgA1_FL spike	IgA1_BSA	IgA1_CelTos	IgA1_CSP	IgA1_HCoV-HKU1
PLATE1	1	HC-215K	573	293	-217	204	-242.5	24.5	-509	-455.5	79297.5	644	4300	355	-496.5	-432.5	604	370	13125.5	548	-315.5	925	561	60	885	579	191	3033
PLATE1	1	HC-216K	10925	-450	4191.5	-576	4388	3375	-805	-774	40025	5566	391	479	-711	-686	391.5	-14	1847	160	-367	-269	-69	719.5	1141	197	-373	524.5
PLATE1	1	HC-217K	10855	639.5	8823.5	3741.5	9587	6723	-489	-260	11759.5	7461	371	-208.5	-453.5	-502.5	771.5	1167.5	21002.5	598.5	-47.5	168	1828.5	973.5	815.5	410.5	-134.5	6969.5
PLATE1	1	HC-218K	699.5	339	-1328.5	-773	-999.5	-652	-1684.5	-1101	-237	1623.5	712.5	726	-1538.5	-1545	7249	5462	71327	2514	-737	-133	239.5	-246	2109	369	-425	-30
PLATE1	1	HC-219K	3162.5	-404.5	452	-376.5	2958	454	-553	-477	2291.5	790	522	1367	-492.5	-206	1188	1750.5	9196	871	-291	-20	-81.5	10.5	798	129	85	1155
PLATE1	1	HC-220K	-225.5	31.5	-1009.5	-599	-888.5	-800	-966	-714.5	-567.5	622	787.5	-760.5	-950.5	-957.5	851.5	1285.5	14174.5	1962.5	-243.5	534.5	432	28.5	1279.5	1593.5	-143.5	1852
PLATE1	1	HC-221K	1633.5	-769	-822.5	-1025.5	1344.5	-769.5	-1457.5	-1337.5	8662.5	2825.5	1026.5	1707.5	-1381	-1404.5	-104.5	1028	464	4042.5	-305	-99.5	6.5	477	1901.5	731.5	-590.5	-739.5
PLATE1	1	HC-222K	7532	19.5	4374.5	2145	1006	3629	-411	-359.5	15512	2191.5	396	3681	-425	-286	168	270.5	3645.5	484	-339	716.5	1069.5	277	815	458	-173	-334
PLATE1	1	HC-223K	1518.5	-284.5	-321	-441	4261.5	-260.5	-636.5	-506.5	840.5	726.5	432.5	-196.5	-557.5	-625	1945.5	2863.5	4976.5	125.5	-446.5	59.5	3830.5	-74	906.5	416.5	38.5	1871
PLATE1	1	HC-224K	245.5	521.5	-66	-158	-236.5	-119.5	-282.5	-310.5	584.5	252.5	831.5	397	-367.5	-390.5	409.5	643.5	70797.5	217	-121	64	827.5	111.5	625.5	223.5	103.5	5005.5
PLATE1	1	HC-225K	-142	-821	-1026.5	-1053	-1141	-942.5	-192.5	-1000	417.5	622	870.5	-21	-1119	-1194	12088.5	8592	4513	337	-707.5	-217	4851	-94.5	1545	405.5	976	228.5
PLATE1	1	HC-226K	3016	-126.5	1544	834	1325.5	1476.5	-466.5	-296.5	4336.5	2085.5	344.5	8.5	-455	-493.5	38.5	1807.5	3193	1337.5	-239	47.5	9429	1645.5	774.5	347.5	60	-194
PLATE1	1	HC-227K	8357.5	-800.5	5301.5	-909.5	3169.5	4599.5	-421.5	-1169	5968.5	4032.5	669.5	748.5	-1233.5	-295.5	6467.5	6961.5	32402.5	11184.5	-445.5	595.5	4175.5	365.5	1765.5	398.5	120.5	6547
PLATE1	1	HC-228K	113	-245	-304	-200.5	-328	-269	-515	-613.5	3438	531	296	461	-638	-574	42	115	4680	16045.5	-317.5	76	577	15	1050	204	1331	409
PLATE1	1	HC-229K	-843	-195.5	-1548	-1476	-1375	-1366	-1823.5	-1769.5	1036.5	1245	523	-1095	-1822	-1248	-591	297.5	667.5	41	-1440	190	3651	16.5	2296	853	1017.5	-1006
PLATE1	1	HC-230K	1447	163	470	520	1240.5	372	-344	353	2220	1113	323	716	-260	-105	9899	6836	6168	915	-170	-51	702.5	49	818	233	-126	351
PLATE1	1	HC-231K	-191	-568.5	-834.5	-781.5	-695	-660	-210	-753	-247.5	618	827	2107.5	-797	-798	240.5	1259	2853.5	1093	-397	-147	831	-259.5	1236	654.5	656	560
PLATE1	1	HC-232K	1815	-333	-322	-409	-283	-178.5	-478.5	-479.5	548.5	1010.5	396.5	2393	-400.5	454	307.5	350.5	699	419.5	-179	-109	347.5	3.5	722.5	310.5	-101	35.5
PLATE1	1	HC-233K	4472.5	-963	-111	-1075.5	1066	83	-1328	-1103	3183	3522	1620	-934	-1296	-1242	1181.5	1040	1842	195	-851	16	1477	118.5	1601	667	-597	-818
PLATE1	1	HC-234K	3976.5	-412	6120	1472	2920	7706.5	-524.5	-439	6696	1072	474.5	340.5	-353.5	-387	9888	3943	13565	535.5	-189	274	1097	43	822	451	716	4529
PLATE1	1	HC-235K	6191.5	-534.5	3030.5	-82	4745	2272	-684	-689	9575	4491	131	2603	-626	-530	429	1136	755	101	-450	-119	920	684	927	444	-336.5	-100
PLATE1	1	HC-236K	475	-510.5	51.5	-456.5	-160	37	-937.5	-643.5	1341.5	752.5	385	-419.5	-951.5	-939.5	904.5	3885	749.5	139.5	-518	-86.5	563.5	115	1212.5	346	-338.5	127.5
PLATE1	1	HC-237K	-1549	-1961.5	-2070	-1820.5	-1992	-1939	-2146.5	-2130	-1076	1109.5	586	229	-2069	-1963	220	839	1299	-859.5	-1821	-389	2217	-38	2428	1320.5	-1316	-1688
PLATE1	1	HC-238K	19761.5	63	13721	1683	12850.5	10078	-638	-359.5	47149	9055.5	398.5	186	-579	-584	262	2960.5	87925.5	733	189	-25	1518	1176	947	274	-46.5	2706
PLATE1	1	HC-239K	808	-922.5	-813	-811.5	-833.5	-471	-1161	-895	1901.5	1034	711.5	1174	-1021	-1004	4122	12177	4353	1638	-568	532.5	1386	-133	1565	456.5	3618.5	851
PLATE1	1	HC-240K	-33.5	-152	-293	-287	-330.5	-169	-303	-319	62.5	272	302.5	-163	-355	-370	419	390.5	1006	180.5	-226	21	140.5	34	677	339	-103	289
PLATE1	1	HC-241K	8227.5	-605	1264.5	-613.5	3124.5	1620.5	-890	-842.5	6889.5	4616	249.5	-508.5	-874	-617.5	-161.5	211.5	2039	588.5	-597	136.5	1022.5	882.5	1135.5	571.5	-30.5	157
PLATE1	1	HC-242K	283.5	-6.5	-412.5	-432.5	-357.5	-292.5	-447	-313.5	430.5	417.5	393	7498.5	-359	-400.5	660.5	8101	424972.5	925.5	-196.5	128.5	2110	-30.5	775.5	387.5	126.5	244482.5
PLATE1	1	HC-243K	333.5	-397	-368	-215	-430.5	-283.5	-704	-605	334	569	334	-143	-638.5	-655.5	-195.5	73	2686.5	178.5	-369	164	871.5	-78	997	416.5	297	-266
PLATE1	1	HC-245K	9238.5	-170.5	2087.5	87	5587.5	1735.5	-511	-631.5	20140.5	5839.5	494.5	-174.5	-675.5	1030	211	224	1497.5	5053	-308	-65.5	1084.5	727.5	991.5	512.5	218	498.5
PLATE1	1	HC-246K	53769	-810	3821	149	28601	2435	4098	-905	264516	12050	1512	248.5	-1133.5	-1106	168	1639	142550.5	902	-693	23.5	1900	1183	1599	386.5	529	6232.5
PLATE1	1	HC-247K	113.5	-389	-590.5	-680.5	-581.5	-323	-472	-1050	167	443.5	604	-362	-981.5	-1032	666	1230	5226.5	1417.5	-236.5	-202	1251	-33	1286	404.5	1311.5	-254
PLATE1	1	HC-248K	21120	-87	8742	348	12338	18055	-354	-123	32029	7157.5	862	680	-207.5	-277.5	250	724	4394	323	-182	66	1209	967	698	375	-31	118
PLATE1	1	HC-249K	3309	-437	2981	907	5051	2689.5	-622	-660	2600.5	2384	468.5	1157	-494	-615	-94	365	4224.5	2967	-363	18	9174	647.5	1113	557	-31	7177
PLATE1	1	HC-250K	7575.5	-668.5	1418.5	-534	1827	1385.5	-873	-722	5574.5	5174	196	2481.5	-452	-844	-219	-61	2891	21	-494.5	-167	154	415	1188	117	-333	-485
PLATE1	1	MBL-125	3976.5	-4062.5	-2740.5	-4039	-3653.5	2806.5	-3605.5	-4272.5	445.5	2846.5	780	-2917.5	-4333.5	-4338.5	1606	1538.5	13021.5	-575	-3274.5	196	2218.5	-1631	4748.5	1381.5	-834.5	-2773.5
PLATE1	1	MBL-126	-410.5	-359	-1929	-1940.5	-1383	-1139.5	-1624	-1326.5	-1446.5	602.5	617.5	5322.5	-1427.5	-1422.5	-117.5	3559.5	1821	2042.5	-1111	413	3260.5	-233.5	2495.5	820.5	2109	-703.5
PLATE1	1	MBL-127	4380	-252	-507	-420	-339	-314	-572	-573	679	1007	1208.5	379	-460	-292.5	63	576.5	19394	473	1829.5	-179.5	216	-232	869	175.5	238	-161.5
PLATE1	1	MBL-128	-4427	-5379	-5744	-5493	-5475	-5298	-5860	-5643	-4872	1605	2273	-4191	-5759	-5826.5	1234	-108	1380	974	1973.5	-2001.5	3377	-121	6388	61	-975	1984.5
PLATE1	1	MBL-129	-1067	-1288	-1426.5	-1396	-1260	-1170.5	-1328	-1334.5	-1162	285.5	315	-958	-1299.5	-1333	625.5	1385	4425	801	-819	-70	859	-110	1664	426	0.5	-273
PLATE1	1	MBL-130	485	501	-788	-827	-327	-665	533	-684	1683.5	669	304	566.5	-651	-678	1719	735	6215	298.5	-246	-100	2436.5	-129.5	1060	458	-144	3181
PLATE1	1	MBL-131	-278.5	-547	-615	-618	-532	-450	-296.5	-605	3162	168	32.5	-194	-577	-428	91	82	270	242	-259	250.5	4228.5	-176	876	173	-219.5	-19
PLATE1	1	MBL-132	-126.5	-217	-562	-548.5	-538	-432	-579	-544	-285	257	161.5	-127	-536	12	531	1278	12686.5	232	-372	86	3765	-141	782	264.5	-1	777
PLATE1	1	MBL-133	-2775	-3118	-3634	-3642	-3446	-3337.5	-3619	-3595	4125.5	1014.5	5000.5	-3228.5	-3542.5	-3507.5	530	731.5	429.5	427.5	-1614	-138.5	2201	-63.5	3996.5	1467.5	-983	3233.5
PLATE1	1	MBL-134	-6744	-6907.5	-7004.5	-7178.5	-7079.5	-6950.5	-5565.5	-7164.5	-6786.5	623.5	1255	-6809	-7078	-7087	549	625.5	20256.5	2370	-4152.5	-613.5	4495.5	-466.5	7530.5	237.5	785	5166.5
PLATE1	1	MBL-135	4803	-530.5	379	-219.5	259.5	620	-1164	-1084	6619	4783	1175	1160	-929.5	-859	1257.5	1124.5	3294	1441	357	528	39040	45	1863	1782.5	-65	5210.5
PLATE1	1	MBL-136	680	-646	-1041	-824	-870	-649.5	-999	-647	-387	2054	472	1503	-722.5	-712	-200	539	5028	4565	-469	551	1713	-183	1449	311.5	213.5	-54
PLATE1	1	MBL-137	902	-765	-1039	-883.5	-847.5	-644	-1046	-748	-287.5	1996	459	1397	-869	-777	-282.5	491	5313.5	4731.5	-518.5	549.5	2616	-163	1547	222	218	-114
PLATE1	1	MBL-138	-875.5	256.5	-2064	-803.5	-1617	-1619	-2226.5	-1741	-1245	1455	1398	-1294.5	-2103	-1996	-606	2179	5685.5	1173	25140	806	11346	-132.5	2796	1388	-140	5789
PLATE1	1	MBL-139	-216.5	-277	-425	-427	-365	-340.5	-396	-416	-231	187	-56	75	-344	-373	299.5	218	814	172.5	-191.5	37	4	-2	609	103.5	-154	153
PLATE1	1	MBL-151	-1195.5	-2000.5	-5288.5	-4402.5	-3663.5	-4451	-3881.5	-5150	958.5	2759.5	2648.5	-3560.5	-5809.5	-5127.5	-141.5	1614.5	11837.5	101	5634.5	315.5	31014	-29	7110.5	1777.5	3264	12111.5
PLATE1	1	MBL-152	48270.5	-527	2675	-552	8246	4012	-709	-812	71598	8420	441	-150	-734.5	-698	547	2301	273242.5	361	-101	174	2120.5	1530	1266	360	408	1678
PLATE1	1	MBL-153	-2647	-5386	-5635	-6538.5	-6010	-5691.5	-6321.5	-6808	-3738	2984	-1063.5	-6299	-6828	-6645	44675	20570	73559.5	30084	-4722	-1504	123622	3315	7423	6836	-1748	183004.5
PLATE1	1	MBL-154	3521.5	-308.5	-1755	-1452.5	-1590.5	-1323.5	-1921	-1345.5	314.5	3235.5	173.5	-315	-1648.5	-1230	4523.5	39397	16664.5	1054.5	468.5	-177	3047.5	842	2409.5	817.5	166.5	282619.5
PLATE1	1	MBL-156	942	-1222	397.5	-1307	335	-301	-1426.5	-1280	2662	2498	220	-613	-1455	-1073.5	1357.5	2702	4169	-220	-994	-59	10356	2390	1871	846	-251.5	3400
PLATE1	1	MBL-157	70637.5	8376	23925.5	2230.5	143432.5	15609	-166	100	192431	9180	166.5	426	-55	-90	3828	4082	9375.5	249	458	196	1662	2092	477	229	96.5	11141.5
PLATE1	1	MBL-158	-29	-379.5	-428	-495	-201	1.5	-663.5	-710	-239	349	85	639.5	-230	-641.5	125	1427	3241	368.5	8746	-81.5	4614	-158	933	344	85	117
PLATE1	1	MBL-159	504	1342	-680.5	-952.5	-157	-404.5	-742.5	-797.5	3149.5	3552	1102.5	1374.5	-810.5	960.5	572.5	654.5	5338.5	1372.5	1944.5	9.5	6364.5	-22.5	1262.5	391	556.5	475
PLATE1	1	MBL-160	-1167	-1738	-2151	-2126	-1427	-1262	-2227.5	-2115	-1102	1116	1398	-1292	-2064	-2063	2850	1352	2053	881	7480	613	1860	-546	2687	1335	988.5	1678
PLATE1	1	MBL-161	-69.5	-79.5	-492.5	-581.5	-469.5	-415.5	-545.5	-578.5	1100	363.5	-42	-292.5	-525.5	-314.5	287	482.5	4273.5	441.5	-210.5	51	1501.5	-104	815.5	268.5	-157.5	16645.5
PLATE1	1	MBL-162	897	167	79	-692	122.5	-33	418	-863	2707.5	1440	1334	4604	-727	-301.5	696	913	31672.5	342.5	-457.5	3667	1371	310	1123	411	1574.5	533
PLATE1	1	MBL-163	1088.5	-1324.5	-1767.5	-1813	-1069.5	-1599	-1875	-1740	-436	2451.5	215.5	-935.5	-1781.5	-1706.5	168.5	2413	9837.5	887.5	-1153.5	-113.5	18919.5	361.5	2246.5	706	-613.5	13474
PLATE1	1	BL763	-361	-543	-1060	-605	-907.5	-771	-398	-579	-851	503	358	-121	-966	-591	47	2110	10110	1003.5	-296	142.5	536	-276.5	1376	337	-336	8918
PLATE1	1	BL764	606	-607	1403	1466.5	873	4261	96	2933	466	361	651	1827	-633	-602.5	3480.5	11478	2470.5	518.5	-343	-59	196	-85	1403	-150	280	241.5
PLATE1	1	BL765	1472.5	144	-1064.5	-1216	-804.5	-632.5	-1251	-1167.5	434.5	1259.5	640.5	549.5	-1085.5	-983.5	808.5	3041.5	27079.5	934	-561.5	-96.5	1141.5	65	1690.5	537	981.5	9682.5
PLATE1	1	BL766	-290.5	1887	-532.5	-542	-390	-10.5	-725	-675	-127	410.5	463.5	644	-528	-409	156	2648	18011.5	2749	-44	321.5	2097	-79	1325	539	305	4352
PLATE1	1	BL767	-312	-702	-2795	-2499	-2085	-1962	-2427.5	-2279	-745	1206	946	-627.5	-2181	-2146	10107	38739	8927	2001	-1108	1837	16967	-689	3319	992	-1387	-306
PLATE1	1	BL768	-261.5	1419.5	-1107	-692	-808.5	-550	-961.5	-569.5	478.5	598.5	279.5	-158.5	-746	-512.5	196.5	938.5	3052.5	364	-364.5	-159	389.5	-61	1688.5	330.5	-58.5	1869.5
PLATE1	1	BL769	-141	18.5	-575.5	-421	-376.5	-297	-613.5	-482.5	-365.5	306.5	106.5	59.5	-565.5	-631	3690.5	4298.5	19046.5	450	327.5	91.5	741	-28	964.5	317.5	-233	4503.5
PLATE1	1	BL770	68.5	-536	-656	-792.5	-664	-590	-816	-714	58	722	336	488	-768	-644	7260	4893	8378.5	222	-579.5	-28.5	1058	40	1067	412	3484.5	496
PLATE1	1	MBL-059	-17023	-16727.5	-17386.5	-17360	-17403	-17027	-17632	-16612	-16726	2882	-2364	-17140	-17490.5	-17438	-10950	961	-9186	-2362.5	-11591	-4797	31538	6129.5	18090	6084	-251	-13928
PLATE1	1	MBL-108	-4441.5	-4648.5	-5207	-5310	-4883	-4643	-5146	-5116.5	-4655.5	772	427.5	-3550.5	-5069	-5046	-653	10560	11152.5	245	-3472.5	-1.5	4771	-857	5508	1505.5	-2784	-1427
PLATE1	1	BL739	797	1213.5	207.5	111	420	718	-145	-354	400	759	86	-47	-255	-193	62	1650.5	63369.5	368	-156	40	1398	-47.5	724	619	273	1617
PLATE1	1	BL654	525.5	406782	-126.5	-195.5	385.5	567	-309.5	-251	419.5	219	237.5	-87.5	-206.5	-147	987.5	979.5	57499.5	552	-162	220.5	408.5	-124.5	658.5	314	-194.5	76230.5
PLATE1	1	BL671	12	727	-123.5	-456	-91	308	-339	-111.5	-42	267	434.5	240	-163.5	-38	685	3336	7962	2181.5	-81.5	-46	1327.5	-23.5	765	275.5	1591	2679
PLATE1	1	BL683	-82	10096.5	-812	-864.5	-503.5	-396	-840	-851	55.5	799	618	1400	-673	-334	74	789	2408	866	-554	292.5	4122	-141.5	1408	641.5	-334	-387.5
PLATE1	1	BL701	-181.5	-214.5	-448.5	-447.5	-91.5	305.5	-455	-508.5	-183.5	256.5	105.5	332	-445.5	-385.5	936	2520.5	3088.5	482.5	-121.5	-67.5	3630.5	-78	735.5	269.5	-126	-32.5
PLATE1	1	EBV-M	-462	-1242.5	-3517	-3231.5	-2683	100.5	-3637.5	-2736.5	-1007	4065	702	-1759.5	-3408.5	-3125	-1950	1994	-613.5	-129.5	-80	98.5	4172	-341	4238	2654.5	-1774	-2284
PLATE1	2	EBV-M	-1187.5	-1833.5	-4016	-3673	-3180.5	-574	-4048	-3100	-1489.5	3442.5	379.5	-2232	-3789	-3596	-2408	1108.5	-1326	57	-586	-263	3057	-949	4642	1457	-2242	-2683
PLATE1	1	EBV-F	412	-507.5	-866	-635.5	-779	-456	-767	-692	-457	783	338	-435	-712	802.5	706	498	3639.5	519	313	17	557.5	-77	1122	268.5	5983	444500
PLATE1	2	EBV-F	283	-448	-754	-603.5	-706	-455	-686	-628	-395	688	421	-400	-613	351	497.5	379	2766	437.5	211	14	580	-87.5	1013	270	5726	29644
PLATE1	7	BACKGROUND0	1283	43	324	348	181	393	NA	167.5	NA	1830	66	636	NA	NA	9204	1686.5	NA	NA	NA	2342	1348	1625	77	1502	29.5	30992
