Plate	Inplatecount	Sample	IgG3_RBD alpha	IgG3_N	IgG3_RBD beta	IgG3_RBD omicron	IgG3_RBD lambda	IgG3_RBD gamma	IgG3_zebra	IgG3_Eadp501	IgG3_RBD delta	IgG3_RBD wuhan	IgG3_AMA1	IgG3_MSP1	IgG3_HRPII	IgG3_Tetanus	IgG3_HCoV-229E	IgG3_HCoV-NL63	IgG3_HCoV-OC43	IgG3_pp28	IgG3_pp65	IgG3_EBNA1	IgG3_VCA	IgG3_FL spike	IgG3_BSA	IgG3_CelTos	IgG3_CSP	IgG3_HCoV-HKU1
PLATE1	2	AF-MIX-S5	37.5	40.5	37.5	47.5	37.5	58.5	54.5	33.5	49.5	65	158.5	848.5	503	37	89.5	104.5	109.5	52	59.5	13.5	47.5	43	44.5	96.5	136.5	33
PLATE1	2	AF-MIX-S6	31	37.5	51	30	31	66	61	33	59.5	49	102.5	553	316.5	30.5	79.5	95	99	48	34	15	38	25	41	83.5	122	12
PLATE1	2	AF-MIX-S7	38	25	23	29	38.5	56.5	39	17	50	34	59.5	306	216	18	81.5	80	68	46	37	5	37.5	20.5	47	57.5	83	19
PLATE1	3	BACKGROUND0	35	26.5	36	39.5	38	61.5	43	36.5	51	60	54.5	181	117	32.5	62.5	80	66	43	45	2.5	48	32	39	79.5	114	32
PLATE1	1	POST-VACC-S1	268	4392	177	182.5	208.5	180	85.5	46	274	230	79	231	214	71.5	458	232.5	1103.5	84	86	571	5553	143	56	76	169	33.5
PLATE1	1	POST-VACC-S2	205.5	1035	102.5	85.5	113.5	133.5	68.5	34.5	190.5	176	64.5	659	640	36.5	141.5	103	270.5	49.5	48	319.5	2173.5	85.5	38.5	83.5	121	31
PLATE1	1	POST-VACC-S3	83	194	42	48	53	72	57.5	25	95	72	39	65.5	94	34	85	69	94.5	45	36	49	374	37	41	66	102.5	19
PLATE1	1	POST-VACC-S4	34.5	59	29	36.5	31	50	46	20	62.5	54	22	61	67	14	67	78	66	48	36	7	98	29	46	66	71	8
PLATE1	1	POST-VACC-S5	37	46	37.5	32	34.5	65	41	19	63	54	52	83	88.5	20	69	131.5	70	46	47	1.5	74	34	41	78	104.5	19
PLATE1	1	POST-VACC-S6	39	36	45.5	59	43	74	52	27	75	53	373.5	145.5	120	13	68	93.5	96	63	49	22	37	18	46	76	93	22.5
PLATE1	1	POST-VACC-S7	32.5	50.5	36	37.5	36.5	68.5	65.5	40.5	62.5	45.5	674.5	187.5	109	42.5	78	91	85	63.5	65.5	90.5	44.5	49	45.5	94.5	110.5	19.5
PLATE1	4	BACKGROUND0	37	40	30	33.5	41	53	55	37	59.5	52.5	44.5	54	80	22	66	78	56	47	42	-2	51.5	21	44	87	81.5	17
PLATE1	2	POST-VACC-S1	242.5	4545	199	190	212	198.5	80.5	60	254	222	71	143.5	119.5	80	454.5	230	1146	88	91	586	5461	167	63	89	150	42
PLATE1	2	POST-VACC-S2	237.5	1330.5	108.5	83.5	136.5	143	63.5	40	239.5	183	59.5	75.5	100.5	50.5	153.5	118.5	319	53.5	64.5	407	2502.5	83.5	49.5	82.5	104.5	30.5
PLATE1	2	POST-VACC-S3	84	159	55.5	58.5	42.5	72	59	29.5	78.5	65	38	51	83.5	23.5	70	86	89	45.5	46	44	301	37.5	49	66	98.5	24
PLATE1	2	POST-VACC-S4	51	62	41	37	34	60.5	44	15	57	52.5	21	55	74.5	19.5	63.5	77	72.5	51	36	19	102	18	53	84	107	20
PLATE1	2	POST-VACC-S5	47	41.5	49	33	40	55	45	25	48	46.5	26	59	69	17	67.5	82	59	44	34	3	48	28	37	74	91	24
PLATE1	2	POST-VACC-S6	-27	79	5.5	112	37.5	39	31	27	52	43.5	71	25	82	20.5	63	77	67	39	35	2	29	28	27	79	86	22
PLATE1	2	POST-VACC-S7	32.5	25	26.5	34	29.5	54.5	41	13	55	40.5	24.5	45	75	19	66	77	54.5	25	38	3	19	20	43	87.5	60.5	18
PLATE1	1	HC-001K	328	2871	560	221	187	569	306	202.5	202	958.5	1186	88517	4760.5	3393	205	1235	3203	1385	228.5	181	11474	127	83	1018	2565	56
PLATE1	1	HC-002K	417	315.5	284.5	480.5	323.5	269	210.5	112.5	334	2045.5	2677	1891.5	2331.5	841.5	252.5	1455.5	1650.5	1882.5	194	776	790.5	248.5	68.5	493	7052.5	320.5
PLATE1	1	HC-003K	438	438	722	1424	8803.5	399.5	251	125	1251	11075	7257	73818	11889	728	60.5	533.5	900.5	515	160	-37.5	2742	67.5	252	287.5	15327	288
PLATE1	1	HC-004K	350	99	230	98	145	154	331	73.5	188	347.5	207.5	20804	263	733.5	1666.5	2586	3896	1341	136	531.5	1409	131	58	347	254	67
PLATE1	1	HC-005K	89	149	50	61	74	96	168	77	86	129	282	728	206	528	96	838	3129	741.5	137	44.5	95.5	83	67	447.5	266.5	123
PLATE1	1	HC-006K	145.5	938.5	215.5	397.5	154.5	126	97.5	72.5	161.5	222.5	3193.5	2741	770.5	143.5	231.5	7299	2100.5	402.5	117.5	396.5	332	1035	86.5	2199.5	4829.5	119
PLATE1	1	HC-007K	6294.5	1088	9198	7458.5	8405	12342	301.5	218	3001.5	2559	6490	4325	3567.5	617	231	451.5	9225	589	233	196	245	708	80	1169	12905	456
PLATE1	1	HC-008K	1663.5	2402.5	2650	993.5	2245.5	2013.5	1553.5	1123	804	2137	34276	4384.5	1804	2106.5	2345.5	4264.5	7506.5	4813.5	956.5	2749.5	348	3530	177.5	4508.5	7400	164.5
PLATE1	1	HC-009K	199	164	78	96	141.5	123	209	113	132	146	2013	1929.5	426	736.5	718	663	2821	622.5	139	1962	1216	61.5	60	575	223	69
PLATE1	1	HC-010K	121.5	412	72	49.5	51	113.5	1687	979	38	213	900.5	83223.5	36450	902	697	414.5	1997	735.5	2410	2569.5	1118.5	107	190	18840	12958	119
PLATE1	1	HC-011K	396.5	398.5	119.5	192.5	96.5	138.5	233.5	219.5	257.5	425.5	742.5	3024.5	942.5	312	89.5	113.5	248.5	630.5	478.5	4168.5	432.5	330	108.5	230	575.5	44.5
PLATE1	1	HC-012K	261	1284	211	235.5	103	191.5	71	27	133	290.5	4775	75326	15270	83	415	936	1993.5	52105	58	6821	6940	321	107	617	2166	85
PLATE1	1	HC-013K	299	429	225	159	242	248.5	187	169	555	313	1388.5	10642	519	280	100	121	2159	250	174	8	13848.5	555	81	195	782	52
PLATE1	1	HC-014K	361	219	83	89.5	229.5	114.5	131.5	124.5	161.5	304	6845	36972.5	778.5	155.5	280.5	6278	1385.5	773.5	136.5	48	219.5	95.5	79.5	303	1639	109
PLATE1	1	HC-015K	1015.5	4371	136	192	772.5	688	7383	1818	84	691	3704.5	6727	13349	13951	5532	4840	12090	12361	10461	3760	1336	430.5	180	9876	215	18.5
PLATE1	1	HC-016K	1348.5	584.5	156.5	86	810	226	220	102	1388	1020	312	4548	429	452	229	284	1429	1281	160.5	73448	5343	882	61	172	470	97
PLATE1	1	HC-017K	547	989	323	234	408	256	170	112	297	392	2380	9901.5	2012.5	192	1006	2435.5	4541	840	177	103	729	278	118	658	1641	66.5
PLATE1	1	HC-018K	486.5	609.5	328	352	380.5	417	380	314	415	528	10928	10565	1138.5	866.5	188	572	3030.5	1178	358	12047	19555	191	139	1343.5	1677.5	1268.5
PLATE1	1	HC-019K	535.5	554.5	434	1410.5	391.5	482.5	1328.5	371.5	589.5	1517.5	12289	44813.5	10136.5	925.5	191.5	2375.5	1617.5	1823.5	481	18340.5	2393.5	535.5	162.5	803.5	2611.5	13.5
PLATE1	1	HC-020K	1543	2071	821	655	4819	920.5	764	404.5	1513	2616	12294.5	31681.5	17472	1071	376.5	611	1838.5	2362.5	406	296	5459.5	520.5	92	6298.5	2000	177
PLATE1	1	HC-021K	1064	185.5	584.5	131.5	554	420.5	251.5	178	1148.5	841.5	492.5	5510.5	750.5	267.5	463.5	1127.5	1876.5	325.5	230	98.5	2428.5	457.5	107.5	260.5	316.5	33.5
PLATE1	1	HC-022K	367	849	354	286	345.5	325.5	791	525	137	357	2142	5751	7525	1130.5	471	331.5	2888	1919	646	15096	3812.5	189	196	3081	6385.5	659
PLATE1	1	HC-023K	232	679.5	211.5	830	225	170.5	230	115.5	197	1464	9758	12868	1508	204	303	1262	3002	540	359	461.5	2366	167	110	350	7222	475
PLATE1	1	HC-024K	693.5	1577.5	299.5	353	296.5	327.5	459.5	199.5	600	1122.5	16918.5	32581.5	1890.5	1229.5	1331.5	1091.5	4010.5	1294.5	275.5	5736	2031.5	2065	96.5	1356.5	3197.5	43.5
PLATE1	1	HC-025K	236	424	221	295	197	214	361.5	291	699	670	1450	24562	1504	387	115.5	123	1073	324.5	301	391	3551	347.5	147	275.5	4648	97.5
PLATE1	1	HC-026K	174.5	200	155	93.5	170	182	98.5	66	342.5	152	87	1147	311	85	112	991	3422	135.5	30	1848	10871.5	661	155	262.5	137	53
PLATE1	1	HC-027K	730	394.5	512.5	254.5	295.5	449.5	36	121.5	905.5	660	185	1144	199	130.5	29	1	4549.5	133.5	-6.5	4027	17981.5	190.5	292.5	29.5	771.5	109.5
PLATE1	1	HC-028K	117.5	415	140.5	169.5	137	126.5	69.5	64.5	257.5	109.5	136.5	7901.5	247.5	204.5	107.5	161	3459.5	132.5	127	56.5	2173.5	304.5	181.5	57.5	60	17.5
PLATE1	1	HC-029K	164	127.5	81	83	95	112	89	101	98	94	100	2828.5	187	236	91.5	445	1583.5	155	79	54289	440	57	76	147	136	103
PLATE1	1	HC-030K	231.5	224.5	77.5	143	146.5	156.5	161.5	128	139	481	1274.5	4634	542	190.5	1459.5	4353.5	3147.5	273.5	166.5	780.5	685.5	95.5	110.5	368.5	1487.5	157.5
PLATE1	1	HC-031K	9799.5	155.5	1896.5	366	461.5	1042.5	55.5	185.5	718	6331.5	2605.5	75945	39064.5	220.5	101	112.5	4778.5	9087.5	56.5	968.5	12846.5	132.5	254.5	209.5	8321	52
PLATE1	1	HC-032K	88	98	66	47.5	50.5	82	80	67	1683	79	55.5	750.5	124.5	195	82	258	1404	101.5	69	44	96	86.5	56	296	107	34.5
PLATE1	1	HC-033K	330.5	478	320	365	175	539	69	54	283.5	434	4389	27017.5	5887	115.5	88	97	7872	2416	52	1492.5	21533	146	153	343	2377.5	2
PLATE1	1	HC-035K	78.5	134.5	78.5	46	67	87.5	81.5	68.5	124.5	70.5	53	9730.5	138.5	69.5	71.5	145.5	642.5	115	81.5	16.5	90.5	355.5	86.5	172.5	1156.5	31.5
PLATE1	1	HC-036K	207	249	137	134	137	195.5	169.5	157	228.5	383	2864	5698	367	279	98	155.5	4568	1085	133	14286	688	180	101	240	2508	58
PLATE1	1	HC-037K	9739	896	700	120.5	111	830.5	100.5	89.5	182.5	4536.5	187	736	176	262	97	129.5	1926.5	875.5	118	700	3497	114.5	79	162	257.5	63
PLATE1	1	HC-038K	148	60	60.5	91	59	94	47	40.5	113	254	767	6661.5	111	112	368	387.5	4943	197	72	67	8029	35.5	102	221	272.5	269
PLATE1	1	HC-039K	147	182	145	74	124	119	117.5	130	519	249	216	5445	228.5	271	257	597	902	8908	304	34794	1139	153	106	577	285	186.5
PLATE1	1	HC-040K	55	21	31	45	49	62	14.5	17	62.5	28	14	304.5	104.5	11	95	71	215	19	-4	-5	53.5	9	124	33	97	-1
PLATE1	1	HC-041K	295	326.5	213.5	204.5	246	211	274	163	414	238	219	6658	640	232	1581.5	1767	9484	210.5	170	57	2427	3499	126	173.5	398	103
PLATE1	1	HC-042K	164	254.5	184.5	180.5	131.5	163.5	123.5	116.5	191.5	192.5	112.5	316.5	235	152.5	128	152.5	548	147	107.5	205.5	83.5	211	154.5	103.5	254	46.5
PLATE1	1	HC-043K	1104	1726.5	796	291.5	813	665	227	186	1161	856.5	1237.5	29630	2697	410	546	823	12891.5	1416	272	94.5	444	567.5	94	236.5	3274.5	378
PLATE1	1	HC-045K	636.5	1341	324	165	240	339	176.5	143.5	415.5	448	307	848	411.5	608	217	2757	519	326	166	88	100	441	99	572	400	1753
PLATE1	1	HC-047K	1161	253	1370	2999	1553	2947.5	645	116	613.5	769	1586.5	14054	2688	376	5673.5	7171	11817.5	601	142.5	198	1535.5	155	102	222	25477	73
PLATE1	1	HC-048K	631.5	3404	419	497	649	444	304.5	356.5	573	541	1153.5	4917	1235	1428	681	1213	2173	759	280.5	423.5	3750.5	2170.5	111	2920	4091.5	149
PLATE1	1	HC-049K	232.5	288	97.5	174.5	176.5	162.5	456.5	246.5	127.5	453.5	1106.5	2564.5	811.5	548.5	5971.5	4556.5	4857	567	372.5	252	10546.5	235	103.5	786	2010	649.5
PLATE1	1	HC-050K	506	229.5	1007.5	426.5	591	390	792.5	539	334	424.5	1110.5	17522	3405.5	2610	209	185	1754.5	5050	729	6035	4647	310	157	547	3498	85
PLATE1	1	HC-051K	344.5	947	392	403	424	600	135.5	112	312.5	159.5	249	776	264	170	184	307	652	390	206	9137	28789	548.5	111	569	166	61
PLATE1	1	HC-052K	213	196.5	175	137.5	195	218.5	102	107	275	280	191	6360	230.5	173	224	355.5	9907.5	1038	162.5	1428	494	164.5	137	104.5	204	107
PLATE1	1	HC-053K	225	157	164.5	123	156	188	108	94	214	201	152	726	333	256.5	178	8882	7847	213	179.5	74	685	94.5	108	255	206	92
PLATE1	1	HC-054K	475	3048	290	173	279.5	316.5	1776.5	200.5	1181	397	455	804	306	932	935.5	4358	185	9425	111	9294	43919.5	308.5	83	197	4796.5	128
PLATE1	1	HC-055K	458.5	644	287	181.5	360	270	105.5	109	524	322.5	6211.5	2620	240.5	343	1084	1086.5	1749.5	285	125	766.5	11132.5	776.5	131.5	330.5	341	91.5
PLATE1	1	HC-056K	427	1019	377	1660	283	348	189	173	376	1915.5	5623	50477	5024.5	336.5	217.5	512	921.5	609	187	255.5	404	268	109	1463	13893	94
PLATE1	1	HC-057K	415	253	247	151.5	308	261	111	127	616	341	489	3706.5	462	262	423.5	2454	2004	585	115	1184	819	553	134	105	223	45
PLATE1	1	HC-058K	969	5182.5	712.5	787	498	649	100	34	2269	1315.5	4079	8390	699	737	67.5	427	6430.5	977	95	7900	11151	1035	154	1222	33234	604
PLATE1	1	HC-059K	261	211	127	96	138.5	149	84	79	361	170	189	2074	896	165	73	148.5	2072	641	74	161.5	2224	66	143	168	148.5	24
PLATE1	1	HC-060K	192	179	94	193	156.5	166.5	124	76	182	463	3657	10744	453.5	510	396	717	457	427	111	64.5	1966.5	87.5	77	134	2906.5	84
PLATE1	1	HC-061K	1583	1618	469	944	482	379	1550	411	554	1354	2861.5	73928	20227	1277.5	6584	4427	10266.5	37448	387	1949	4666	895.5	108	705	15440	120
PLATE1	1	HC-062K	376.5	1566	206.5	109.5	222	233	501.5	309.5	396.5	361.5	673.5	7528	972.5	479.5	391.5	3537.5	4525.5	1524.5	244.5	419.5	113.5	734.5	77.5	320.5	350.5	137.5
PLATE1	1	HC-063K	306.5	254	110.5	65	174	139	416.5	56.5	535	226	185.5	2090.5	154	91.5	89	859	704	433.5	87	15	1853	323.5	65	162	154.5	72
PLATE1	1	HC-064K	174	296	84	115.5	117	124	516	54.5	134	119.5	836	10697.5	3251	102.5	143	942	45361	420	72.5	549	335	74	61	10248	214.5	183
PLATE1	1	HC-065K	3263	769	212.5	135.5	133.5	711.5	276	83.5	199	916	706	3414	347.5	181	584.5	4977	11341	239	147	14933	16359	557.5	106	256	339	68
PLATE1	1	HC-066K	173.5	187	146.5	182	151	1331	72.5	110.5	212	146.5	241	7649	267	699	153	158.5	1387	145	131	1387	1011	94	135	157.5	1496	54
PLATE1	1	HC-067K	300	1826	282	96.5	219.5	261	324	93	1440	329.5	10751	24368	2303	310	124	492.5	1800	430	152.5	1838	1973.5	415	66	402	1955	115.5
PLATE1	1	HC-068K	618	603	169.5	86.5	176.5	165.5	162.5	101.5	848.5	434	194.5	2211.5	279.5	436	169.5	481.5	2269.5	1233.5	170	315	2169.5	614.5	75.5	507.5	306.5	71
PLATE1	1	HC-069K	1034	1489	248	247	360	273	443	182	739	754	332	1233	914	8695.5	2354	2404	14731	2255.5	223	923	2894	2220	105	449	830.5	183
PLATE1	1	HC-070K	1050	947	727	773.5	843	695.5	632	436	2514	883.5	6534	69061	20490	877	181	368	8515.5	5716	392	278	241	1398.5	120	48336.5	3576	467.5
PLATE1	1	HC-071K	1027.5	1172.5	559	256.5	481	517	276	68	1387.5	936.5	117.5	786	336.5	264.5	194.5	1141.5	3082.5	8936	165.5	17263.5	23011.5	484.5	117.5	290.5	165	60.5
PLATE1	1	HC-072K	434.5	194.5	337.5	259.5	303.5	485.5	159.5	141	207	638.5	264.5	3408.5	458.5	484	511.5	576	974.5	857.5	168.5	372	3695.5	169.5	98.5	487.5	4873.5	91
PLATE1	1	HC-073K	288	284	244	136	496	218	125	103	484	270	702.5	4415	355.5	696	157.5	998	343	435.5	134	237	1109	195.5	130	132	299.5	167
PLATE1	1	HC-074K	6672.5	382	293	392	252	304	267	166	240	4512	17431.5	70491	8651	858	2317	952.5	2326	869	213	99	3164.5	167	133	380	8825.5	77
PLATE1	1	HC-075K	594	1223	496	728	598	711.5	238.5	177	397	422	32483	93809	22384	1088	266	294	1549.5	828	266	695	1161	288.5	127	4787	4008.5	96.5
PLATE1	1	HC-076K	366	756	203	260	224	316	281	219	297	259.5	7492	7922	6358.5	637	188	225	5945	709.5	289	4154.5	18234	667	132	392	456.5	120
PLATE1	1	HC-077K	858	414	329	171.5	381	393	218	172	543	767.5	250	3425.5	571	314	684	778.5	2080.5	442	325	269.5	599	1482	145	194	534	99.5
PLATE1	1	HC-078K	1140.5	1448	1018.5	1927	558	606.5	3707.5	174.5	1818.5	1269.5	422	3355.5	645.5	1226.5	1632.5	2215	6152.5	420.5	294.5	1374.5	684.5	901	120.5	813	3464.5	75
PLATE1	1	HC-079K	372	525	217	152	211	224	133	120	402	1875	2113	80130	11336	184	1001.5	347	2787.5	772	111	36.5	157	293	135	878.5	6108	40
PLATE1	1	HC-080K	668	669.5	606.5	315	500	503	6322.5	137	785.5	534	380	14621	406	349.5	187.5	1431.5	3069	13853.5	343.5	4734.5	5569	461	562	542	800.5	8072
PLATE1	1	HC-081K	443	517	324	189	294	300	148	109	466	311	6182	44866	449	524	257.5	842.5	5251	528	127	2317	734	174	144	357.5	3998	217
PLATE1	1	HC-082K	471	1539	391	195	356	299	173	134.5	623	461	1393	6012.5	336	341.5	351	3453.5	15076	1660	182.5	1800.5	2809	704	118	207	581.5	115
PLATE1	1	HC-083K	159	189.5	163.5	233	150.5	213	303.5	149	171	289	1994	22074	560.5	420	296	977	1760	584.5	239	118	105.5	136	82	267.5	563	101.5
PLATE1	1	HC-084K	200.5	131.5	69.5	80	81	113	122.5	66	148	174.5	687	897	460	155	167.5	3817.5	7151.5	438.5	119	644	214	501	78	159	255	201
PLATE1	1	HC-085K	471	292	288	214	344	289	192	184	273	507.5	465	16277	500	241	777	1383	1135.5	430.5	225	132.5	298	175	117	444	1061	112
PLATE1	1	HC-086K	196	140.5	261	119	162	139.5	796	99	187.5	229.5	18395.5	27143.5	764	133	94	485.5	2217.5	2767	166	9837	5440	64.5	96	353	940	76
PLATE1	1	HC-087K	404.5	311.5	134.5	78	137.5	174.5	168.5	147.5	272.5	296.5	444.5	22159.5	10151.5	755.5	635	1918.5	8333.5	4583.5	147.5	6174.5	85.5	309.5	76.5	223.5	597	64.5
PLATE1	1	HC-088K	1178	645	508.5	818	489	427.5	187	87.5	1174	1394.5	3912	82290	6833	877.5	266	2182	2949	2550	125	211	7577	1404.5	81	506.5	8186	282
PLATE1	1	HC-089K	1392	570.5	142	152	155.5	212	387	316	1201.5	734	347	1041	771	510.5	846.5	2103	950	484	315.5	31622	65	208	94	336.5	703.5	60
PLATE1	1	HC-090K	172	159.5	64.5	15	161	157	327.5	183	184	166	147	8747	362	401.5	3519.5	4355.5	9495	423.5	229	4177	41698	199.5	140	203.5	178	50
PLATE1	1	HC-091K	421	310	262	743	259	334	415	308	473	1411.5	5404	11424	1583	464	932.5	2946	821	593	286	123	6209.5	222	132	774	7220.5	193.5
PLATE1	1	HC-092K	235.5	302	157	287	139	178	154.5	112.5	144.5	1187.5	866	4557.5	251	169	196	1149.5	7453	1012.5	139	66	3439.5	149	87	672.5	4282.5	169
PLATE1	1	HC-093K	504	569	497	534.5	296.5	269	187	104	710	478.5	365	20798	11712	324.5	147	936.5	618.5	3633	195.5	47293	4402	271.5	87	351.5	1958	144
PLATE1	1	HC-094K	537.5	616.5	621.5	510.5	334.5	451.5	250.5	183.5	944.5	1140	4144.5	13988.5	2545	406.5	665.5	730	13983.5	965	264.5	2306.5	367.5	1619.5	91.5	1828.5	4456.5	341
PLATE1	1	HC-095K	239	1695	154	86	141	187	377.5	299.5	159	211	1031	7393	1919	481	211	1092	1913	627	342	305	2139.5	501	124	590	768	64
PLATE1	1	HC-096K	508.5	1614	324.5	207	267	327	338.5	204	607.5	596	18332	57468	5696	566	679	812.5	2254	26965	335	3488.5	515	427	103	405	2483.5	266
PLATE1	1	HC-097K	9060.5	2560	1511	585.5	845.5	997.5	204.5	68	2868.5	3129.5	2835.5	23522.5	4554	266.5	243	1028.5	4112.5	8557	176	403	4855.5	716.5	110.5	1256.5	14566.5	81.5
PLATE1	1	HC-098K	439.5	31496	219	133	377	245.5	432.5	197.5	560	453.5	7913.5	40278	1453	592	622	590	3096	532	317	958	1037	1024.5	129	895	3074.5	186.5
PLATE1	1	HC-099K	396.5	31177.5	248.5	225	332	321.5	742.5	313.5	427.5	377.5	8572	40326	2370.5	1093.5	230.5	220.5	1426	769.5	483	1045.5	731.5	422.5	138.5	483.5	4079	52.5
PLATE1	1	HC-100K	557	590	285	365.5	494	344	325.5	306	671	659.5	8649	2754.5	640	741.5	12045.5	9696.5	15091	1287.5	296	22522	708	266	92	439.5	5781.5	161
PLATE1	1	HC19-KC005	290.5	461.5	415.5	425.5	260.5	409.5	156.5	230.5	264	389.5	8451.5	41631.5	1324	439.5	33594	47482.5	39204.5	334.5	139.5	49.5	197.5	134.5	80.5	325.5	2036	60
PLATE1	1	HC19-KC006	96	173.5	42	69	95	114	133	100.5	98	94	183	1182	182	200	164	177	299.5	458	131	10376	1910	47.5	71	201.5	312	589
PLATE1	1	HC19-KC007	142.5	161.5	110	299.5	127.5	142	176.5	155.5	132.5	590	139.5	1019	282.5	185.5	182	1012	869.5	336.5	213	87	92.5	105.5	100.5	448	3873.5	83.5
PLATE1	1	HC19-KC008	166	632	74	108.5	98	108	171.5	132	116	303.5	1863	29374	1978	522	105.5	137	2221	547	206	52	13604	68	98	290	837.5	614.5
PLATE1	1	HC19-KC012	415	139	58.5	139.5	81	94	137	88	109	382.5	1227	4963	737	164	3458	2903.5	3492	256.5	138	781	253.5	74	67	150	498.5	108
PLATE1	1	HC19-KC015	1523	3172	3463	729	927	3974.5	586	485	1342	822	15713	103041	18116	1273	3185	3383	4575	13962.5	711	356.5	31066	235	101	1176	13707.5	245
PLATE1	1	HC19-KC016	284	230.5	226.5	713	206	257.5	176	115	204	2109	1344	699	474	410	13225	1501	4427	1350	209	37	1832	132	102	1950	7818.5	67.5
PLATE1	1	HC19-KC017	3035.5	704	1126.5	498	8228.5	990.5	226.5	257.5	2212.5	923.5	1046	57087	1140.5	518.5	367	289	1159.5	3994	333	86	1865.5	199.5	106	6287.5	6967	231.5
PLATE1	1	HC19-KC019	165	168	111	73	68	149	101	81.5	100.5	187.5	1169	56863.5	19010	379	3464	3133	4258.5	9391	122	174	164	90	123	415.5	535	23.5
PLATE1	1	HC19-KC021	177	730.5	86	94.5	109	169	201	244	147	628	30097	20846	2308.5	489	466	1181	1800	4221	185	69	261	121	108	985	17662	152
PLATE1	1	HC19-KC022	241.5	797.5	93.5	65.5	84.5	355.5	133.5	114	76.5	507.5	2344.5	67540.5	19107.5	494	3213.5	3066	3610.5	849.5	2683.5	401.5	1063.5	251.5	151.5	999.5	71273.5	239.5
PLATE1	1	HC19-KC024	84	127	113	55.5	75	144	180	153.5	117	144	2796	21041	1831.5	397	197	223	412	935	136	85	3	18	164	256	341	-26
PLATE1	1	HC19-KC025	332.5	537	284	68	154	207	494.5	439	157	263	256	86278.5	24071	888	2819	2536	2925.5	713	375	50	366	203	100	374	587	165.5
PLATE1	1	HC19-KC026	475	942.5	425.5	238	268.5	677	144	120.5	234	496	1325.5	85353.5	46709.5	209.5	833.5	771	1082	772	201	8636	125	80	75	1640.5	2706	86
PLATE1	1	HC19-KC027	196.5	269.5	278.5	559.5	228.5	259.5	105.5	107.5	194.5	184.5	570	92909.5	20224.5	790	164	223.5	293.5	250.5	143.5	9265	81	95.5	87.5	221.5	6469.5	50.5
PLATE1	1	HC19-KC028	274	906.5	175	56	134.5	190	123	108	285	271	5802	95901	502	147	875	762.5	982	390	123	183	696	86	96	408	1864	35
