Plate	Inplatecount	Sample	IgG1_RBD alpha	IgG1_N	IgG1_RBD beta	IgG1_RBD omicron	IgG1_RBD lambda	IgG1_RBD gamma	IgG1_zebra	IgG1_Eadp501	IgG1_RBD delta	IgG1_RBD wuhan	IgG1_AMA1	IgG1_MSP1	IgG1_HRPII	IgG1_Tetanus	IgG1_HCoV-229E	IgG1_HCoV-NL63	IgG1_HCoV-OC43	IgG1_pp28	IgG1_pp65	IgG1_EBNA1	IgG1_VCA	IgG1_FL spike	IgG1_BSA	IgG1_CelTos	IgG1_CSP	IgG1_HCoV-HKU1
PLATE2	2	POST-VACC-S1	89306	32318	88575	22904	86895.5	77835.5	2561	650	101656.5	74408	-8	11349.5	635.5	57750	37597	30524.5	111699	525	1213	74682	78829.5	46531	403	285.5	139	61818
PLATE2	2	POST-VACC-S2	52307.5	5202.5	33524.5	3329.5	35844	30279.5	224.5	64.5	64497.5	39774	50.5	1313	106.5	23882	5926.5	5520.5	33456.5	133.5	275.5	34804.5	29446	15265	133.5	93	127.5	7669.5
PLATE2	2	POST-VACC-S3	13028	1230.5	7334.5	498.5	8782	7715	124.5	45.5	14999.5	9287	111.5	426.5	103.5	7559.5	1327.5	1218.5	8465.5	99	82	5946.5	3614.5	3746.5	69.5	116.5	160	1431.5
PLATE2	2	POST-VACC-S4	4632	420.5	2304.5	198	2550	2663	83	40	6455	2485.5	70.5	171	84	2501.5	479	475	3004	98	45	1769	1150.5	1042	56	108	117	436.5
PLATE2	2	POST-VACC-S5	910	117	465	65	474	545	47	3	1162	601	33	56	57.5	505	151	164.5	747	72	45	347	228	281.5	58	88	90	122
PLATE2	2	POST-VACC-S6	314	43	156	47	183	201	62	20	385	164	56	65	72	188	108	120	278	65	51	123	105	111	49	85	94	53
PLATE2	2	POST-VACC-S7	90	35	66	41	75	95	40	17	149.5	53	38.5	35	81	62.5	77	92	110	48	43	31	43.5	50	44	81.5	112	43
PLATE2	5	BACKGROUND0	53.5	39	19	45	47	69	49	14	130	39	48240	4890	2816	104	109.5	140	5683	294	53	408	465	77	65	153.5	159	65
PLATE2	1	HCAM-002-S1	317	33	788	126.5	502	483	47	21	401	250	435	181	101	294	153	144	1054.5	70	57	426	57	261	46	85.5	85.5	131
PLATE2	1	HCAM-002-S2	596.5	26	80	34	145	135	52	13	512	208.5	75	123	68	512	82	105	232	57.5	38.5	50	193	74	56	90	89.5	49.5
PLATE2	1	HCAM-002-S3	58	30	42.5	42	56	74.5	52	23.5	86	29	40	108	72	137.5	84	89.5	116.5	49	38	60	125	44	45	84	98.5	45
PLATE2	1	HCAM-002-S4	65.5	38	42	30	42	59	41.5	22	91	42.5	358	983	95.5	71.5	68	207.5	339	67	41.5	2398.5	2485	40	56	97	96	301.5
PLATE2	1	HCAM-002-S5	105.5	49	54	29	61	82.5	46	18.5	137.5	75	477.5	1510	95	52	81.5	209	516.5	76	41	2302	2295.5	73	60	93.5	145	284
PLATE2	1	HCAM-002-S6	82	107	50.5	32	52	82	42	21	159	68	842	2620	80	36	89	109	376	75.5	53.5	437.5	2254	81	54	85	131	38
PLATE2	1	HCAM-002-S7	66	78	37	48	55	68.5	41	8	128	33	518	1698	61	26	67	85	222.5	63.5	55	209	1494.5	58.5	56	90	109	29
PLATE2	6	BACKGROUND0	50	33	32.5	26	45	73	44.5	19	98	31	248	225	67	64	79	118	163.5	56	35	30	169	47.5	55	81	111	41
PLATE2	2	HCAM-002-S1	377	25	748	81	563.5	494	44	14	465	313.5	65.5	273	76	283.5	129.5	161	711	54.5	45	125	109	268	52	99.5	81.5	113
PLATE2	2	HCAM-002-S2	482.5	26	85	39	135.5	121	39.5	21	547.5	198.5	46	661	75	421	58	151.5	903	65.5	29	1174.5	646	94	57	81	101.5	26
PLATE2	2	HCAM-002-S3	221	26	43	10	94	76	30	7	385.5	108	64.5	2086	92	323	85	210	1824.5	81.5	40	3152.5	994.5	54	73	76	105	26.5
PLATE2	2	HCAM-002-S4	59.5	41	41	49.5	43	71	61	29	77.5	23	68	210	89	39	89	113.5	144	61	59	64	253	51	40	93	124	49
PLATE2	2	HCAM-002-S5	119	44	48	29	58.5	79	55.5	27	108	39	68	365	81	21	71.5	106	106	58	59	101.5	210.5	60	45	78	103	38
PLATE2	2	HCAM-002-S6	235	47	61	62	83	99.5	43	18.5	153	82	70	964	67	18	69.5	136	104	57	41.5	216	201	81	57	76	98	32
PLATE2	2	HCAM-002-S7	58.5	28	36.5	28	34	59	49.5	25.5	62	29	50	104	48	30.5	60.5	100	66.5	59	41	62.5	242	59	50	91	107.5	22
PLATE2	1	HC-101K	24030	13378	11024.5	8573	7751	9498	1158	-52	37991	17141	44892	62543.5	31342	11561	6175	26646	40425	19220	223	23630	31707	41259	214	5151.5	10838	25858
PLATE2	1	HC-102K	535.5	2332	-97	-103	210	-100	808	-225	1342	881	46764	73338.5	461	65672.5	66232	98633	179065.5	64666.5	546	154993	126282	698.5	490	827	7072	130429
PLATE2	1	HC-103K	10869	-727	728	-545	1387	232.5	-873	-873.5	11813.5	7282	71163	117639.5	1390	18654	6249	12915.5	127865	17511	-30	3787	90505.5	6688	1066	29	7500	4853.5
PLATE2	1	HC-104K	20537	22239	13273	8672	7943.5	10427	-73	-83	50299	12314	22067.5	144350	843	9218	3247.5	35881	145744	6060.5	274	400	65791	17601	268	1170	546	102317.5
PLATE2	1	HC-105K	27441.5	21580	17261.5	17330	14254.5	13751.5	2479.5	-96	62116	16770.5	5793	158851.5	637	26344.5	43710	82578	58677	5351.5	322.5	71358.5	121845.5	35324.5	344.5	743	20951.5	92940.5
PLATE2	1	HC-106K	2376.5	942	415	-190	177	163	-226	-232	2945	1183	29390	44105.5	2191	4384	745	17862	43671	1652	-43	36873.5	32840	1054	361	-4	5964	46139
PLATE2	1	HC-107K	120875.5	22118	45996	6536	68572	54816	25	-11	89228	43631	21272	50520	183	3995	4007	4099	55913	816	163.5	47630	33885	28995	184	191	530	3757
PLATE2	1	HC-108K	21368	26429	13578.5	7019	9751	8951	-1625	-1672	52261	9878	66896.5	84411	-1074	565	176	-925	86456	1387	-1040	79784	56145.5	22670	1825	-1439	1921.5	-696
PLATE2	1	HC-109K	118875.5	22288.5	71815.5	12928.5	92837.5	67154	1511	-217.5	151642.5	81858.5	92666	121091.5	2047.5	4305.5	2395.5	29577.5	129523.5	43481.5	154.5	1432.5	57522.5	69107.5	447.5	879.5	49342.5	98972.5
PLATE2	1	HC-110K	45574.5	19822.5	18017	957	33578	15438.5	270.5	-103.5	75736.5	32686.5	22792.5	189986	2110	43014.5	36685.5	57993.5	132084	15844	675.5	7595.5	110925.5	40638.5	331.5	535.5	1564.5	86338.5
PLATE2	1	HC-111K	1099.5	2771	516.5	1130	293	724.5	244	71	2592.5	387.5	61991	23809	741	18736	4352.5	25979	77666	1294	1265	41060	44465	3227	161	121	2572.5	2716
PLATE2	1	HC-112K	57506	8755	22203	2320.5	45990	27893	-135	-288	97654	33925	10786	150437	2430	11159	2202.5	25619	111547	18044	-44	72541.5	52799	16993	647	461	525.5	9894
PLATE2	1	HC-113K	2290	4426.5	-101	761	-172.5	-267	-756.5	-782	14459	984	48478.5	118182.5	6656	7091	36780	62874	155371	11145	-320	52501	96281	3531	1037	-308	6362.5	73203
PLATE2	1	HC-114K	3519.5	287.5	199	565.5	116	257.5	-31.5	-108.5	2948.5	560.5	8447	36065	337.5	2007	2795.5	16025.5	36796	3690.5	234.5	28010.5	21041	1171.5	232.5	3546	62	2116
PLATE2	1	HC-115K	88976	8007	33633	21340	33290	46875	-5.5	12	32057	31679.5	20871.5	83983	1741	1178	522	16477.5	27680.5	223.5	118.5	29383.5	12064	24128	162	104.5	5887	6520
PLATE2	1	HC-116K	114.5	24	-14.5	74.5	-19.5	37.5	4150.5	-43.5	123.5	154	3481	19264.5	136.5	12235.5	498.5	10491	32699.5	7901.5	78.5	26724.5	18110	18.5	158.5	67.5	485.5	102.5
PLATE2	1	HC-117K	25718	6201	5638	2063	16125	5172	31	-13	28997	21708	21502	18474.5	161	1808	5052	11370	39257	7402	126	19491.5	16384	4959	114	698	7176.5	588
PLATE2	1	HC-118K	32574.5	844	10585.5	2835.5	22155.5	10482.5	136	-16	37487.5	16895	29604.5	23972	393.5	545.5	675	7989.5	31272.5	1362.5	73	32871.5	30929.5	13226	123.5	919.5	2232.5	708.5
PLATE2	1	HC-119K	5194	99.5	52	73	27.5	112	80.5	20.5	352	811.5	55237	40613	295.5	33758	30284	36751	77058	2390	87	51306.5	38465	129	129	6039	8185	5948
PLATE2	1	HC-120K	55804	33846	40346.5	13628	92501.5	45179	2251	-278	40974.5	34074.5	3559	52548.5	-20	1337	21792	42071.5	39147	2874	-140	15073	19244	29527	498	-113	-42.5	50983
PLATE2	1	HC-121K	-159.5	-294	-296	-237	-288.5	-270	-107	-315	54	-70.5	42154.5	70134	17705	64	19944	36008	64787.5	4303	71	30318	20081.5	107	438	6	2681.5	37116
PLATE2	1	HC-122K	5343.5	3728.5	2672.5	7668	852.5	1314.5	66.5	11.5	16418.5	1688.5	989.5	15359	135.5	7540.5	16277	21993.5	34138	1041.5	177	14828.5	15558	13961.5	102.5	222.5	330	13360.5
PLATE2	1	HC-123K	19074.5	20.5	-179	-233.5	-213.5	-189.5	8157.5	-242.5	437.5	16537.5	9183.5	53600.5	279	17223.5	10563.5	33172.5	119248.5	76210.5	1019.5	94616.5	75137	2014	462.5	218.5	440.5	91942.5
PLATE2	1	HC-124K	63	902.5	-165	-158	-119	-75.5	-117	-175	457	52	2445	69051	1396.5	4451.5	727	8618	55764	12758	110	59100	48109	505	333	409.5	623.5	5387
PLATE2	1	HC-125K	38050.5	13135.5	19233.5	740.5	32486	12812.5	-121.5	-167.5	63813.5	29881	5763.5	61906	367.5	951.5	370	16080.5	46767.5	5038	2267	41580.5	37239.5	17016.5	303.5	-8.5	11.5	10389.5
PLATE2	1	HC-126K	1673.5	578	26	-1	-1	171	29074.5	-78	487	2516	96505	127421	7322	6052.5	41825	47651	98835	1528	1042.5	232	92072	287.5	265	1207	13169	69336
PLATE2	1	HC-127K	24337.5	8451.5	22143.5	3669	29352.5	14059.5	42.5	-2.5	31603.5	17870.5	18830.5	18225	314.5	1157.5	436.5	268	21652	6157	176.5	15282.5	16625	14253.5	112.5	261.5	1398.5	18281.5
PLATE2	1	HC-129K	16379	13613	11350.5	4205	18801	10688.5	69.5	1.5	19897.5	9103	10835	11470	101.5	402	2300	11996.5	5980	7382	172	11743	12024.5	10217	96	667	500	96
PLATE2	1	HC-130K	147	10.5	58.5	-35	20.5	65	6	-46	149	25	2923	47256.5	351	462	4139	12330	37134.5	617.5	103	37043	40356	210.5	157	157	1759	966
PLATE2	1	HC-131K	958	4952	6514.5	805.5	125	6766.5	-57	-108	5758	396	32183	27065	15236	22735	1445.5	5467	26722	4424	294	23626	17639.5	1322	241	1108	3426	1250
PLATE2	1	HC-132K	37886.5	2003.5	23148	4015	48603	30711.5	3353.5	-11	63661	38983.5	3528	54064	674.5	1064.5	4586.5	27718.5	27581.5	9363.5	2954	48866	36904	33499.5	204.5	417.5	517.5	214.5
PLATE2	1	HC-133K	70	-93	-161	-175	-113	-106	4679	-84.5	-45	208	39045	52743.5	69.5	1102	4432	4243	47751	2319	-30	28831	47431	54	303	72	777.5	8589.5
PLATE2	1	HC-134K	7812	1691	2341	170.5	5716.5	2150.5	1821.5	2	13646	4503	10506	41069	371	10183	4653	4550.5	87706	846	69	119011	105746	2087.5	175	147.5	3708	7297.5
PLATE2	1	HC-135K	77529.5	1163	38513	5558.5	38056	33337.5	-41	-103.5	80362.5	51160.5	17684.5	29475.5	74.5	7655.5	1313.5	12937.5	59420.5	18393	367.5	90713.5	75895	24539.5	229.5	2298.5	425	4412.5
PLATE2	1	HC-136K	268.5	126.5	-13	-42	31	63	2212	24	1436	99	31991	190330	8119.5	43130	6406	23822	176026	2835	951	111760	127481	664	239	669	530	114388
PLATE2	1	HC-137K	33171.5	-232.5	-139	-328.5	-63	107	7.5	-441	633.5	12312	157852.5	139641	390.5	7689	1108	592	87920	7825	-10.5	131438	130295.5	302	715	-54.5	1461.5	36576
PLATE2	1	HC-138K	12658.5	5547	10836.5	9572.5	6043	9735	-145	-190	42977.5	7025.5	147230	53545	1262.5	141	19167.5	41515	86495	17203	152.5	149550	128448	14625	392	644	12928	5883
PLATE2	1	HC-139K	686.5	-110	-202.5	-234	-103	-130	-226.5	-236	191	-18.5	37941	55376	1957	11270	4198	21558	46715.5	7630	268.5	56256	36822	1110	401	25.5	2346	2134.5
PLATE2	1	HC-140K	59640	2907	20246	1193	31443	17139	10	-216	51128.5	33008	104551.5	73372.5	48	9027.5	9105	28358.5	128087	6020.5	-61	90373	76252	33545	410	240	7929.5	9769
PLATE2	1	HC-141K	56830	3872	33923	3841	45142.5	24395	221	18.5	118262	44160	73487.5	82708	5732.5	4580.5	1439	24006	104598	2353	324.5	36071	74984.5	35888	352	908	6759	5104
PLATE2	1	HC-142K	1614.5	26	501	1232.5	-4	678	37.5	-321	9615	1195	24734	59295	40	12818	1457.5	745	86407	17285	343	71051.5	92096	4765	492	746.5	165	1116
PLATE2	1	HC-143K	4079	24105	1771	4039	3143	1636	-39	-105	14348.5	2676.5	13540	129364	542.5	11915	14064.5	41985	100687	42031	1135.5	148169.5	158646	6875	333	2554.5	872	3990
PLATE2	1	HC-144K	123942	26578	59607.5	15749.5	73911.5	43292.5	3765.5	-222.5	119783	100589	102679.5	44720.5	679.5	-122.5	49850.5	50479	122924.5	54306.5	647.5	52238.5	100714.5	83051.5	419.5	521.5	2138	4876.5
PLATE2	1	HC-145K	8479	2761.5	2622.5	2954	1753	1638.5	-72.5	-35.5	15583.5	3450	146148.5	89594.5	1741	6149.5	73645	86235.5	97591.5	5110.5	238.5	78694.5	23912	8940.5	320.5	502.5	8022.5	3588.5
PLATE2	1	HC-146K	4023	102.5	1055.5	-392.5	3666	869	-391.5	-525.5	19235	3495	12880.5	114062.5	1354.5	4833.5	44255.5	44781.5	65414.5	1718	2600.5	79376.5	28626	4630	667.5	-217.5	-329	-446.5
PLATE2	1	HC-147K	6401	1499.5	627	32.5	2916	298	-177	-176	15619.5	5543.5	96301	25088.5	-50	1424	9286	31841	27568	800	242	65956	48098.5	2493	355	40	7740	26951
PLATE2	1	HC-148K	25909.5	59567.5	19145.5	14125.5	9034.5	14835.5	-264.5	-272.5	89981	22024.5	114464.5	86759	487.5	26046.5	31370.5	89866.5	95601.5	15676	2023.5	3447.5	11888	34089.5	459.5	11124	9285.5	13934
PLATE2	1	HC-149K	16841	13749.5	9549.5	5203	6037.5	6648.5	103.5	19.5	22359.5	8451.5	11093.5	36320.5	512	4396.5	620	368.5	36640.5	282	96	19331.5	15189.5	10596.5	102.5	143.5	130	6138.5
PLATE2	1	HC-150K	651.5	145.5	12.5	65.5	-25	39.5	7012.5	-46	548.5	638.5	22394.5	35601.5	10571.5	1030.5	18669.5	7350.5	1881.5	3392.5	94.5	18921	20589	180.5	181.5	165.5	12801.5	452.5
PLATE2	1	HC-151K	86	35.5	16	-18	52	25	7	3.5	200	65.5	11077.5	58897	17184.5	46249.5	10122	40137	69842.5	1437.5	261.5	54133	35658.5	649	136	518	710.5	35738.5
PLATE2	1	HC-152K	5316	23865	1424.5	2571.5	1071	1056.5	22.5	-34	17238.5	2487.5	7422.5	28800.5	214.5	1207	4614.5	39357	79504.5	1010.5	110.5	73974.5	57088.5	4729	173.5	251.5	339.5	1552.5
PLATE2	1	HC-153K	12935	6413.5	5256.5	168	9287.5	7251	86	-32	30874.5	10418	2920	24716.5	257	1862	1198	19266.5	17050	16285	362.5	26293.5	31583	6678	133	140	340	5669
PLATE2	1	HC-154K	14532	335	2391	44.5	5247	1714.5	12	-21.5	30139.5	8690	3040	110868.5	2655	4687	855	11122.5	24781	4814	305	65168.5	71703.5	8176.5	171	400.5	993	5399
PLATE2	1	HC-155K	718	1334.5	379.5	554.5	179	107.5	5921.5	-234	6104	549.5	464	27551.5	99	3394	12366	27791	36771.5	7771.5	1420	40496	34623	917.5	360	166	7	707.5
PLATE2	1	HC-156K	6192.5	18897.5	2423	2506	1280	2028	-1509	-1506	19114.5	4119	72138	34470	-1139	3478	4683	1851	4504	11164.5	-824	95216	82078	7514	1759	-878	-916	-1239
PLATE2	1	HC-157K	15590.5	18447	8379.5	6827.5	4676.5	8021.5	1207.5	-875	37731.5	9540.5	2304.5	67505.5	-546	3616.5	1380.5	15864.5	33367.5	-61.5	-184	27872.5	30214.5	22742.5	1044.5	600.5	-594.5	66317.5
PLATE2	1	HC-159K	14930	499.5	5921	677.5	13590.5	2473.5	46	43	24698.5	11914.5	23704.5	20288.5	8704	4658.5	2012.5	20094.5	19032	1413.5	813.5	26229.5	13446.5	21156.5	116.5	188.5	1029	31622.5
PLATE2	1	HC-160K	-419	-672	-743	-755	-706.5	-692	-67	-748	-480	-137	46200.5	28697.5	-342	2186	4028	16861.5	115013.5	5521.5	-217	36170	45721	12	916	-262	-341	69724.5
PLATE2	1	HC-161K	3426	-350	-370.5	-253	-12	-246	583	-462	305	249.5	37621	104137	15	13110	4565	25693	150660	5267.5	-156	88988	72261.5	72	630	-259.5	-210.5	51788
PLATE2	1	HC-162K	38965.5	19314.5	27346	1649	31962	19257	-32	-71	57714	32488	29562.5	58811	695	13477.5	45318	33287.5	69573	2978.5	285	38931	33470	19634	188	141	2135.5	11762.5
PLATE2	1	HC-163K	15548	1954	2627	1286	5667	1794.5	107	-28.5	16280	7196.5	729	9329	51	1152	1373	9928	14066	2755.5	377	5747	6911	4837	143	600	481.5	16215
PLATE2	1	HC-164K	4840.5	-702	88	182.5	-450	-405	-933	-974	8765	2086	2503	93754	-69	8463	2364	26964	91675	11781	-104	63992	41736	12229.5	1142	-530	-476	12927
PLATE2	1	HC-165K	628	716	246.5	475.5	97	142	1	-35.5	1115	365	19499.5	52101	4400	1096	1197	20750.5	20031.5	170.5	40	36038	15895	1523	134	1858.5	276.5	204
PLATE2	1	HC-166K	921	230	214	487	112.5	918.5	312	-105	4513.5	362	20177.5	44456	98	3847.5	9006	38035	79359	3966	415	47175	25650	961	216	108	135	31842.5
PLATE2	1	HC-167K	39855.5	8156.5	15400.5	14978.5	12657	11294.5	-612	-348.5	72211	15977.5	128	54559.5	-195.5	1726	3961	38359	92433.5	7885.5	-232.5	118871	86035.5	23129.5	794.5	-360.5	-443.5	91062.5
PLATE2	1	HC-168K	130269	12438	83518	20806.5	112127	76126.5	328	685	172359	101330	133331.5	176369	8595.5	3078	33934	44422	100290.5	6731	79.5	135548	120375.5	43028	364	28884	2312	1572
PLATE2	1	HC-169K	39030	1563.5	5942	497.5	13633	5799	635	-5.5	42148.5	16099	639	53791	391.5	24680	1074	26085	91288	22029	396	99057	80571	31352	158	540	369	495.5
PLATE2	1	HC-170K	11952.5	582.5	5513	248	10109	4822.5	54	2	26259	10287	9443	40529	537	21963	21095	7599	20363	3738.5	75	32976.5	34416.5	7058.5	133	487	132.5	23048
PLATE2	1	HC-171K	2432.5	790	590	637.5	1829	1324	549.5	83	1098.5	465	125514.5	94895.5	1211	9375.5	6084.5	70651.5	22267	16276.5	283.5	47755.5	64756.5	554.5	160.5	537.5	585.5	7720.5
PLATE2	1	HC-172K	-720.5	-828	-856.5	-892	-865	-846	-859	-889	-655	-306	31184	57164	-638.5	2132.5	7695.5	19153	47418.5	2110	-507	35754	27287.5	-119	1035	-657	-520.5	820.5
PLATE2	1	HC-173K	24836.5	39346.5	18221.5	10754	7178	11031	-575	-549	49652	17159	87342.5	149677.5	1168	25842	35633	106548	167512	5763	-63	96071.5	125239	40192	824	12305	1346.5	84509.5
PLATE2	1	HC-174K	1801.5	8177	-26.5	5270	1382.5	-37	-143	-259.5	1230	3169	95485.5	129132.5	45821	-138	213	478	77903	11275	76	99496	75115	1799	427	2865	25416	4447
PLATE2	1	HC-176K	47137.5	24401.5	16133.5	1295	37243.5	16420	285.5	-17.5	74671.5	34181.5	464.5	43915.5	209.5	29268.5	9425.5	53466.5	88827	41173.5	221	61521	33678.5	26115.5	139.5	228.5	928	12766.5
PLATE2	1	HC-177K	7455.5	19879	3282	8045	3084	2878	1486	-17.5	21318	6137	120202	199274	12679	3127	2835	15010	107440	1746	320.5	138093	109725	15160	252	2208	23512	6285
PLATE2	1	HC-178K	31469.5	6333	14951.5	1490.5	18662	13654	1649	-188	28716	19199.5	1085	54582	141	4456	5139	24443	59015	1974	77	62374	120356	12530	349	3592	95	1410
PLATE2	1	HC-179K	-506.5	-435	-728.5	-679	-746	-634.5	-732.5	-766.5	-584	510	59728	64766.5	-26.5	15547	9434	39562.5	66103	13397	112	123137	107998.5	444	916	219	1634.5	29452
PLATE2	1	HC-180K	8795	18091	2375	4936	793	2702	-67	-63	20353	5232.5	147571	99666	249	13098	14467	70989	154951.5	4451	556.5	109606	115820.5	11454	303	533	6234	7993.5
PLATE2	1	HC-181K	52258	31407.5	31601	3623.5	39370	24975	59	-162	88007	39290.5	5490	72274	289	4130	9185	14576	88612	9261.5	280	65808	58541.5	16566	320	546	176	23216
PLATE2	1	HC-182K	12786	2646	8078	4356.5	3928	4841.5	-96	-116	25648	6580	92	37952.5	96	45756	2176.5	50040.5	46007.5	4724.5	113	-3	307.5	14274.5	241	428.5	637	1407
PLATE2	1	HC-183K	-47.5	-97.5	-34.5	-90	-103	14	-87	-126	-72.5	63	549	34882	207	230	2742	20761	42000.5	1507	249.5	17174	42297	652.5	238	73.5	368	687
PLATE2	1	HC-184K	156	18	-15	0	10.5	33	47	-14.5	229	124.5	28440	39785	3308	11895	28291	12745	48125	12357	84	64611.5	31753.5	124	134	611	9680	760.5
PLATE2	1	HC-185K	42646.5	21579	42623.5	5275	41024.5	50290	40.5	-160.5	44132.5	40921.5	2895	5601.5	-80.5	18963	1333.5	22493	49856	7443.5	27	10078	19591.5	29039.5	265.5	83.5	662.5	6293
PLATE2	1	HC-186K	2234.5	-165.5	-126.5	-295	-74	-133	-219	12294.5	211.5	575	114242	116778	2862.5	775.5	25229.5	22567.5	81954.5	5317.5	63.5	118423	92511.5	321.5	442.5	4627	9826	2823.5
