Plate	Inplatecount	Sample	IgA2_RBD alpha	IgA2_N	IgA2_RBD beta	IgA2_RBD omicron	IgA2_RBD lambda	IgA2_RBD gamma	IgA2_zebra	IgA2_Eadp501	IgA2_RBD delta	IgA2_RBD wuhan	IgA2_AMA1	IgA2_MSP1	IgA2_HRPII	IgA2_Tetanus	IgA2_HCoV-229E	IgA2_HCoV-NL63	IgA2_HCoV-OC43	IgA2_pp28	IgA2_pp65	IgA2_EBNA1	IgA2_VCA	IgA2_FL spike	IgA2_BSA	IgA2_CelTos	IgA2_CSP	IgA2_HCoV-HKU1
PLATE1	1	HC-229K	-530	-657.5	-610	-633	-608.5	-570	-694	-714.5	-61	357.5	63	-656	-671	-697	-531	56.5	-480	-300	-605.5	111	1171	-167	899	553	-695.5	-542
PLATE1	1	HC-230K	130	-23	-4	24	66.5	42	-58	-80	83	98.5	122.5	-16	-48	-78	611	317.5	243	120.5	12	-14.5	38.5	24	240	112	-89.5	30
PLATE1	1	HC-231K	-102	-184	-159.5	-175	-176	-125	-181.5	-197	-92	53	84	-182	-161	-191	-41.5	41.5	57	46.5	-92.5	-54	54	-85	327	148.5	-81	-122
PLATE1	1	HC-232K	265	-47.5	-22.5	-23.5	-21	33.5	-106	-96.5	22.5	118.5	29.5	-72	-44.5	-101	42.5	17.5	50.5	21.5	-26	-13	23	-25.5	244.5	58.5	-92	-43.5
PLATE1	1	HC-233K	911.5	-337	-116.5	-302.5	-143	-90	-334	-343	206.5	671	84	-319	-299.5	-359	-247	77	-233	-193	-291	19.5	385.5	-116.5	472	349	-341	-276
PLATE1	1	HC-234K	264	-98	95	-49.5	-7	375	-121.5	-110	1049	78	74	-101	-100	-126	248	123	530	18	-34.5	-13.5	-11	-28.5	247	120	23	-9.5
PLATE1	1	HC-235K	122.5	-84.5	-4.5	-59.5	5.5	1.5	-96	-112.5	194.5	125.5	48	-72.5	-72.5	-121.5	-29	45.5	-24.5	-31.5	-81	-18.5	-6.5	-33.5	206.5	124.5	-86	-85.5
PLATE1	1	HC-236K	50.5	-47.5	49.5	-79	-27.5	16.5	-81.5	-66.5	108.5	88.5	50	-72.5	-41.5	-79.5	13	122	52	25.5	-31.5	7	103.5	-13	229.5	104.5	-69.5	-46.5
PLATE1	1	HC-237K	-438.5	-487	-489	-481	-488	-454	-515	-524	-373	235.5	44	-492	-486	-522	-403	-8	-373.5	-306	-473.5	-93.5	375.5	-315.5	670	413.5	-517	-475.5
PLATE1	1	HC-238K	427.5	-137.5	74	-106.5	15	51	-145	-148	238	349	63	-145.5	-104	-158	-32	90	841.5	17.5	-71.5	-28	82	-53	292	141.5	-155	-72
PLATE1	1	HC-239K	-52	-407.5	-433.5	-400	-388.5	-328	-423.5	-423.5	-25.5	286	201.5	78.5	-415.5	-450.5	-192.5	387.5	-110.5	61.5	-281.5	53.5	327.5	-74.5	582.5	313.5	-238	-221.5
PLATE1	1	HC-240K	7	-35	-33	-16	-34	12	-58.5	-88	11	68	76.5	-74	-44	-95	4	63	51	20.5	-15.5	16.5	-2	-37	201	133.5	-61	-23.5
PLATE1	1	HC-241K	318	-203	-129	-210.5	5.5	-28	-250	-263	381	461.5	101	-266	-219	-197.5	-161	91	-53.5	49	-175	68	214	-18.5	388	269.5	-237	-212.5
PLATE1	1	HC-242K	72	-16	-14	-19	-13	19	-33	-27	68	27	68.5	11	10.5	-64	49	239.5	3010	60	-16	16	33	-9.5	145	122.5	-5	1521.5
PLATE1	1	HC-243K	45.5	-52	-9	-14	-31	21	-62	-73	42	53	45.5	-42	-49	-66	3	69.5	75	3	7	-24	16	-15	186	106	-9	-41.5
PLATE1	1	HC-245K	402	-53.5	4	-46	104	40	-120	-104	2564	253	94	-85.5	-90	-122	-29.5	53	-24	414.5	-35	12.5	89	8	276	175.5	-64.5	-56.5
PLATE1	1	HC-246K	682.5	-60	-21	-82.5	239	33.5	-88	-112	2812	504	109.5	-93	-76	-121.5	37	100.5	1594	66	-39	75	169	17.5	242	192	-87.5	25.5
PLATE1	1	HC-247K	-122	-214	-180.5	-187.5	-154.5	-142	-209.5	-232.5	-114	53.5	60	-208	-199	-241.5	-110	37	132.5	97	-102	-4	-22.5	-57	377	207.5	-129	-140
PLATE1	1	HC-248K	2089	-92	1090	-12	451	1068.5	-121	-101.5	1929	607	71	-96	-104	-144	-17	39.5	75	-17	-39	-33.5	9	-29	280	104	-99.5	-72
PLATE1	1	HC-249K	-42	-109.5	-52	-26	-20	-46	-110	-130.5	-25	36	78.5	-110	-77	-141	-19.5	86	84.5	103.5	-45	0	389	-18	241	118	-118	24
PLATE1	1	HC-250K	144	-92	-76	-66	-72.5	-46.5	-109	-123	119	149	19	9	-33	-125.5	-26	11.5	35	-2	-74.5	-38	-23.5	-18	233	108.5	-101.5	-36
PLATE1	1	MBL-125	-2035	-2882.5	-2820	-2868	-2828	-1670	-2890	-2912.5	-1625	1194	502.5	-2614	-2849	-2918.5	-2376	284	-1858	-1482	-2554.5	-306	605.5	-1315.5	3019	973.5	-2770	-2505
PLATE1	1	MBL-126	-244	-199	-368	-412	-330	-265.5	-378	-369.5	-265	111.5	58	-106	-339	-394	-123	228.5	-26.5	252	-284	23	832	-78	530	227	-174	-229
PLATE1	1	MBL-127	409	-41	-38	-35.5	-20	11	-72	-64.5	113	66	25.5	2	-66	-80.5	0	59.5	3262	24.5	280.5	-42.5	4	-43.5	211	92.5	-65	-45
PLATE1	1	MBL-128	-1668.5	-1830.5	-1806	-1823.5	-1814	-1780	-1822	-1884	-1714.5	623	390	-1751	-1839	-1907.5	323.5	-141	607	329	13	-464	-146	-38.5	2029	79.5	-1212	602
PLATE1	1	MBL-129	-190	-249	-209	-234.5	-231	-204	-260	-268	-171	105	83	-243	-207.5	-265	-93	82	2	37	-159	-18	239	-49.5	379	173	-236	-177
PLATE1	1	MBL-130	-15.5	-157.5	-189.5	-196	-159.5	-143.5	-195.5	-214.5	259.5	112.5	50	-175.5	-174.5	-219.5	83.5	82	216.5	-23	-87.5	-38.5	57.5	-51.5	331.5	144.5	-190.5	16
PLATE1	1	MBL-131	-10.5	-49	-16.5	-42	-11	-10	-31.5	-81	670	35	62	-59	-36	-67.5	32	69	57	36	-20.5	30	137	-46	189	112	-80	-1.5
PLATE1	1	MBL-132	-6	-117.5	-73.5	-88	-90	-24	-136.5	-129.5	-33	47	23	-112.5	-91.5	-136.5	-30	69	553	-19	-90	40	257	-24	264	188	-113	-98
PLATE1	1	MBL-133	-720.5	-763.5	-746.5	-783.5	-720	-677.5	-823.5	-811.5	438	96.5	283	-797.5	-799.5	-854	105.5	-23	233.5	-28.5	-387.5	-204.5	-3	-157.5	1031.5	27	-723.5	304.5
PLATE1	1	MBL-134	-2536	-2593	-2548	-2592	-2575.5	-2515	-2513	-2637	-2280	360.5	204	-2560.5	-2558	-2615	434	-129	2231	390	-1437	-280	1852	-287.5	2780	-157	-2247	788
PLATE1	1	MBL-135	754	-659	-429	-641.5	-532	-261.5	-734.5	-745	6006	935	205.5	-570.5	-679	-755	-384	-26	-49.5	150	-71	126	18017.5	-148.5	927	632.5	-699	-78
PLATE1	1	MBL-136	-14	-547	-518	-514	-507.5	-449	-554	-555	-326	485	108.5	-464.5	-510.5	-570	-217	129	139	219	-311	-51	399.5	-141	700	125.5	-526	-224.5
PLATE1	1	MBL-137	-147.5	-484	-474	-472	-463.5	-425	-503.5	-512	-350	332	90.5	-445.5	-481.5	-532.5	-177	109	-1.5	179	-274	-80.5	194	-162	629	94	-498	-195
PLATE1	1	MBL-138	-658	-639	-957	-610	-864	-834	-1010	-1003	-759	192	155	-897.5	-993	-1028	-638	25	-289	-155.5	16609	-197	967	-361	1174	283	-921	-307
PLATE1	1	MBL-139	-173	-231	-211.5	-198.5	-196	-167	-206	-245	-173	51	-22	-209	-201	-246	88	29.5	109	28	-85.5	7	-38	-37	339	60.5	-214	45
PLATE1	1	MBL-151	-1299.5	-1710.5	-2038.5	-1860	-1864.5	-1819.5	-2017.5	-2059.5	-1098.5	311.5	241.5	-1849	-2051.5	-2078.5	-1100	-399	916.5	-577	3003.5	-197	24832.5	-603	2354.5	1214.5	-710.5	924.5
PLATE1	1	MBL-152	1072.5	-152.5	-75.5	-129.5	35	-14.5	-155.5	-185.5	743	497.5	52.5	-139.5	-157.5	-219.5	-57.5	35.5	725.5	-0.5	-63	11	134.5	14.5	326.5	137.5	-180.5	-89.5
PLATE1	1	MBL-153	-728	-1256	-1185.5	-1252	-1096	-1145	-1322	-1364.5	-850	847	49	-1325	-1308.5	-1369	1977	3000	10497	9586	-778	-82	21581	454	1576	1246	-1174	2073
PLATE1	1	MBL-154	351.5	-383.5	-403.5	-391	-372	-322	-470	-422	-139	510	41.5	-413	-395	-457	-8	516	186	69	126.5	-1	198.5	-16	631	294.5	-358.5	346
PLATE1	1	MBL-156	-229	-339	-335.5	-347	-276.5	-299	-396	-378	-55	291	97	-348	-371	-400	-129.5	173	-18	-106.5	-240.5	-17.5	1807	-48	535	388.5	-319.5	-236.5
PLATE1	1	MBL-157	502.5	661	-36.5	-71	613.5	-32.5	-113.5	-110.5	1871.5	294.5	57	-93	-87	-129.5	7.5	81.5	-18.5	4	-29.5	20	195	-1	232.5	162.5	-115.5	-62
PLATE1	1	MBL-158	-153.5	-184.5	-172.5	-171.5	-152.5	-111	-184.5	-212.5	-105.5	119.5	19.5	-142.5	-148.5	-206	28.5	48.5	180	-9.5	4678.5	-43.5	179.5	-62	292.5	76.5	-157	11.5
PLATE1	1	MBL-159	14.5	-154.5	-164	-189.5	-109.5	-107	-200.5	-199.5	532	387	168	-163	-189.5	-183.5	92	163.5	269.5	267	443.5	-47.5	165.5	-38.5	343.5	129.5	-31.5	32.5
PLATE1	1	MBL-160	-205	-371	-319	-369	-258	-165	-382	-390	-187.5	226	138	-344	-334.5	-395.5	-155	110	-105	-62	3078.5	74	292	-161	523	362	-299.5	-246
PLATE1	1	MBL-161	-235	-333	-303	-311	-299	-256	-333	-356.5	46.5	46.5	-45	-330	-302	-361.5	-138	10	9	-23	-231	-60	396.5	-93	484	91.5	-307	605
PLATE1	1	MBL-162	171	-23	265	141	157.5	174.5	-333	-123	307	87	136	84	-218	-185	-227	-114.5	2326	-64	-110	-63	-7	-142.5	1151	-58	-371	-142
PLATE1	1	MBL-163	-129	-525	-540	-512.5	-435	-484	-564	-561	-277	346	36	-537	-527	-577	-198	103	585	113	-409.5	-75	6059	14.5	685	201	-528.5	664
PLATE1	1	BL763	-200	-312	-299	-279.5	-308	-260	-306	-346.5	-249	56	-6.5	-319	-291	-347	-187	86	462	-5	-199	-44.5	127	-122	458	181	-307	2
PLATE1	1	BL764	-157	-315.5	-66.5	-192	-171.5	466	-339.5	-271	82.5	96	76.5	-298.5	-315.5	-345.5	931.5	3677.5	725.5	91.5	-148	-31	-141.5	-97.5	478.5	49.5	-311.5	166.5
PLATE1	1	BL765	287	-120	-209	-210	-202	-142	-250	-275	113	248.5	45	-182	-218	-278	-19.5	186	2960.5	42	-135	-28	195	-74	387	128	-200	150
PLATE1	1	BL766	-47.5	45	-44.5	-37.5	-42	52.5	-114	-133.5	29	82.5	113	-51	-86.5	-148	13	111	1497.5	317.5	-15	14	128.5	-10	259	138	-93	92
PLATE1	1	BL767	-623.5	-1030.5	-1081.5	-1103.5	-1046.5	-1004	-1130	-1150	-675.5	497.5	90.5	-1011.5	-1099.5	-1152.5	28.5	7735.5	-5	100.5	-812.5	341.5	1684.5	-357.5	1287.5	605	-1107	-566.5
PLATE1	1	BL768	-47.5	31.5	-130.5	-160.5	-130.5	-31.5	-172.5	-162.5	100.5	91.5	30	-97.5	-111.5	-161	56.5	134.5	199	79.5	-35.5	3.5	62.5	-18	307.5	140	-105.5	35.5
PLATE1	1	BL769	-78	-117	-96	-102	-100.5	-80	-110	-133	-71.5	61.5	23.5	-97	-89	-146.5	180.5	238.5	2144	48	34	27	123.5	-30	215	104.5	-105	26
PLATE1	1	BL770	36	-89	-45.5	-70.5	-50.5	-13	-82	-83	94	52	54	-29	-52	-100.5	237	224.5	437	21	-43	-21	95	-25	190	116.5	-18	-43.5
PLATE1	1	MBL-059	-3010	-2997	-3029	-3015.5	-3023	-2985	-3020	-3009.5	-2988	1672.5	84	-3027	-3004	-3058.5	-2415	-103.5	-2322	-558	-2354	-783.5	6385.5	970	3154	2392	-2949.5	-2626
PLATE1	1	MBL-108	-2237	-2276.5	-2324	-2315	-2282	-2211	-2316	-2337	-2230.5	891.5	123	-2296	-2285	-2354	-1573.5	750	-791	-556.5	-1827	91	1093.5	-612.5	2435	999	-2258	-1522
PLATE1	1	BL739	23.5	7	-5.5	-13	5	42	-42	-67	64	74.5	35	-45	-9	-68	4	119	180	2.5	-18	4.5	112.5	-9.5	142	156	-31	-12
PLATE1	1	BL654	-29.5	134	-42.5	-54.5	-19.5	21.5	-34.5	-72.5	37.5	28.5	34.5	-49.5	-13.5	-79	56.5	94.5	109.5	33.5	-11.5	-19	97	-38.5	157.5	117.5	-49.5	-13.5
PLATE1	1	BL671	-16.5	-33	-16.5	-55	-34	31	-63	-83.5	16.5	57	74	-49	-47	-93.5	46	138	223.5	188.5	-5	-12	136	14	181	164	30	29
PLATE1	1	BL683	-108.5	-44.5	-206	-215.5	-175	-139	-223	-234	20	137	44.5	-172	-153.5	-225	-76	73.5	1	55	-132	14	786	-43	339	169	-216	-127
PLATE1	1	BL701	-90.5	-173.5	-133.5	-153.5	-107.5	-78	-175.5	-202.5	-91.5	49	-20	-175.5	-134	-213.5	-21.5	58.5	58.5	27.5	-71	-54	150	-59.5	355.5	117	-189.5	-80.5
PLATE1	1	EBV-MALE-NEG	-515.5	-929	-1081	-1057	-964	-415	-1068.5	-1060.5	-660	1146	499	-987	-1021	-1055	-894	382	-707.5	-284	-190	245	1224	-361.5	1204	991.5	-1023	-913
PLATE1	2	EBV-MALE-NEG	-713.5	-1157.5	-1290.5	-1268.5	-1178.5	-588.5	-1297	-1270.5	-838.5	1254.5	230.5	-1213.5	-1260	-1293.5	-1116.5	175.5	-917.5	-575.5	-281.5	62.5	1080.5	-476	1440.5	889	-1242	-1147.5
PLATE1	1	EBV-FEMALE-NEG	-163.5	-292	-293	-264.5	-304.5	-261	-287	-309.5	-224	111	69.5	-247	-256	-293	-13	103	250.5	38.5	-64	-41	327.5	-56.5	428	91.5	807	5837
PLATE1	2	EBV-FEMALE-NEG	-210	-318	-330.5	-305	-349.5	-290	-334	-354.5	-249	103	57.5	-291	-311	-331	-54	65	241	42.5	-79.5	-57	614	-56.5	482	84	1174	4164
