Plate	Inplatecount	Sample	IgG2_RBD alpha	IgG2_N	IgG2_RBD beta	IgG2_RBD omicron	IgG2_RBD lambda	IgG2_RBD gamma	IgG2_zebra	IgG2_Eadp501	IgG2_RBD delta	IgG2_RBD wuhan	IgG2_AMA1	IgG2_MSP1	IgG2_HRPII	IgG2_Tetanus	IgG2_HCoV-229E	IgG2_HCoV-NL63	IgG2_HCoV-OC43	IgG2_pp28	IgG2_pp65	IgG2_EBNA1	IgG2_VCA	IgG2_FL spike	IgG2_BSA	IgG2_CelTos	IgG2_CSP	IgG2_HCoV-HKU1
PLATE2	1	HC-104K	15.5	31.5	6	23	-1.5	27.5	17.5	-11.5	180.5	28	135.5	316	38.5	2.5	1182.5	399.5	883	193.5	82.5	0	134	194	87.5	63.5	92.5	176.5
PLATE2	1	HC-105K	-19.5	-69	-36	-37	-54.5	-19	-55	-59	109	23	55	2707	7	-58.5	779	681	697	190	64	2.5	146	133	154	23.5	41	148
PLATE2	1	HC-106K	-299.5	-223.5	-307.5	-311.5	-293.5	-287.5	-285.5	-320.5	-241.5	-105.5	190.5	271.5	-268.5	-224.5	553.5	578	815.5	298.5	22.5	4.5	-155	220.5	398.5	-191.5	10617.5	362.5
PLATE2	1	HC-107K	116.5	193	61.5	-6.5	56	70.5	-11	-39.5	212.5	84	119.5	121	8.5	-38.5	638.5	302.5	564.5	224	152	-5.5	5783.5	215	113.5	270	56.5	420
PLATE2	1	HC-108K	-1249.5	-1220.5	-1252	-1242	-1243	-1224	-1237.5	-1266.5	-1154.5	-791.5	-824.5	130	-1202	-1273.5	221.5	-732.5	-253.5	-536.5	-922.5	-53.5	-785.5	-615.5	1354.5	-1147.5	-1096.5	-949.5
PLATE2	1	HC-109K	361	-108	45	-111.5	97	6.5	-94	-130.5	944	309	3062	2268	-23	-109.5	405	335	450	363	57	-19	12.5	349	214	240	166	258
PLATE2	1	HC-110K	32	-42	-26	-43	6	-1	-32	-47	139	42.5	92.5	737	10	13	5706	7801	4339	305	254	-24	114.5	277	129	47	52	77
PLATE2	1	HC-111K	-31	-28	-33	-21.5	-19	0.5	-31	-67	11.5	-7	177	134	-16.5	-59.5	209	259	485	207.5	1338	4	251	177	141	77	46.5	143
PLATE2	1	HC-112K	-168	-251.5	-221.5	-255.5	-186.5	-191.5	-247	-268.5	39.5	17.5	197	706.5	-222	-233.5	804.5	349.5	1793.5	315.5	21	35.5	-95	273	352.5	-153.5	-141	151.5
PLATE2	1	HC-113K	-224.5	-202.5	-198.5	-210.5	-201.5	-182.5	-195	-231.5	-170.5	-90.5	24.5	314.5	-154.5	-224.5	68.5	102	150	253.5	-66.5	14.5	-136	192.5	297.5	-110	91.5	15.5
PLATE2	1	HC-114K	-129	-151.5	-133.5	-135.5	-148.5	-109.5	-135	-141.5	-99.5	21.5	157	180.5	-100	-146.5	582	236.5	615.5	326.5	186.5	37.5	55.5	317.5	231.5	16.5	-5	92.5
PLATE2	1	HC-115K	-161	-410	-324	-408	-263	-345	-419	-431	-86	169	142	-122.5	-384	-437	691	307.5	606	508	-25	120	-89.5	530	524	-210	-217.5	140
PLATE2	1	HC-116K	13	11	11	16.5	2.5	34	28	-10	33.5	8.5	132.5	970.5	34.5	68.5	76.5	127.5	213.5	140	35.5	7.5	20	86	77.5	79	420.5	18.5
PLATE2	1	HC-117K	6.5	-49.5	-59.5	-55.5	-52	-30.5	-50.5	-74.5	43	16.5	216.5	28.5	-19.5	-27.5	1647.5	963.5	1471	445.5	154.5	-4.5	32.5	288.5	150.5	17.5	88.5	284.5
PLATE2	1	HC-118K	62	9	31	9	25	47.5	32	-1.5	95.5	35	111	734	56	-4	184	175.5	217	215.5	110	22	16.5	282	72	82.5	104	126
PLATE2	1	HC-119K	177	12.5	29	5	0	94	19	-13.5	956	174	287.5	74	35	272.5	1079	1019	1410.5	1179	222	-17	5	1235	87	110	456	233.5
PLATE2	1	HC-120K	-88.5	-230.5	-149	-246.5	-121	-147	-251	-288.5	53	224.5	859	1132	-217	-209.5	1624	1489	2114	1590	496.5	31	111	1467	375	-48	-9.5	1148
PLATE2	1	HC-121K	-122	-126.5	-127	-117.5	-135	-108	-109.5	-144.5	-100	-39	282	2434	0	-117	1458	787	1011	249	99	3	-65	168.5	216	-33	-62	336
PLATE2	1	HC-122K	-39	-44	-53	-49.5	-47	-29	-34.5	-68.5	3.5	20.5	69	57	-13	-37	3246.5	1860	964	147	37	-4	206	123	139	53	98.5	72
PLATE2	1	HC-123K	182.5	-81	-59.5	-65	-65	-45	-51.5	-82	-34	102	137.5	139.5	-14	-55	381.5	295	349	212	134.5	-12	769.5	187	158	34	48	129
PLATE2	1	HC-124K	-483	-468	-489	-488.5	-472	-453.5	-476	-497	-440	-194	-131.5	518	-440	-492	96.5	-24	485	47	-226	72	-260.5	-4	578	-352.5	-354	-174
PLATE2	1	HC-125K	-879	-971.5	-959	-965.5	-877	-889.5	-982	-1009.5	-763.5	-350	-239	-931	-936	-1012	-49	-187	-44	-7.5	658	-63	-443	37	1097	-843	-729	-286.5
PLATE2	1	HC-126K	45.5	-87	-93.5	-86.5	-85.5	-49.5	-93.5	-111.5	-62.5	54.5	66.5	96.5	-79.5	-118.5	622.5	220	484.5	126.5	1723.5	-23.5	-23	149.5	206.5	27	1026.5	207
PLATE2	1	HC-127K	394.5	-1.5	181.5	-5.5	161.5	158.5	-10.5	-40.5	520.5	261.5	286.5	1664.5	24.5	9.5	1899.5	612.5	1318.5	470.5	184.5	2.5	15	544.5	115.5	58	103	458
PLATE2	1	HC-129K	69	58	11	-1.5	36	41	14.5	-27.5	167	72.5	354	685	14	2	531	301	393.5	151	107	18	22.5	141	96	84.5	285	104.5
PLATE2	1	HC-130K	27	-22	-26.5	-25	-10.5	-11.5	-18	-40.5	4.5	29.5	125	6518.5	25.5	-38	231.5	226	475.5	159.5	68.5	15.5	24.5	120.5	113.5	24	133.5	117
PLATE2	1	HC-131K	-120	-126.5	-120	-121	-106	-100	-104.5	-140.5	-84	-17	725	518.5	-73.5	2151	1725	901	1400	1036.5	388	-56	84	852	214	14	44	659
PLATE2	1	HC-132K	1197.5	-74.5	197.5	-69.5	181.5	162	-54.5	-81	1188.5	775.5	55.5	199	-37.5	-81.5	308	260.5	714.5	232.5	851	-0.5	188.5	549	160.5	116.5	59.5	35
PLATE2	1	HC-133K	-874	-1009	-1016	-1018.5	-999.5	-997	-996.5	-1035	-944	-472	-20.5	2760	-955	-1018.5	832	420	969	525	-145	36	-473	256.5	1121	-824	-801	246.5
PLATE2	1	HC-134K	-43	-148	-139.5	-139.5	-93	-101.5	247.5	-145	49	16	594	829	-82	-121	903	375.5	938	249	7	-3	54	182	229	-47	306	112
PLATE2	1	HC-135K	302.5	-280.5	-203	-301.5	-265	-161.5	-304	-336.5	-179.5	167.5	488.5	33.5	-295	-341	221.5	88	299	2592.5	-105.5	36.5	-71.5	195.5	414.5	-165.5	-130.5	-5
PLATE2	1	HC-136K	-66	-48	-56	-53.5	-58	-26	-44	-63	3	33	504	642	15	-46	552	593.5	1438	525	186	24	84	431	143	79.5	72	510
PLATE2	1	HC-137K	-110	185	-135.5	-132	-122	-96.5	-104.5	-142.5	-76.5	1	277.5	6523.5	-73.5	-149.5	555.5	432.5	608	908.5	108.5	-25.5	-47.5	526.5	221.5	24.5	-0.5	453.5
PLATE2	1	HC-138K	-45	-33.5	-36.5	-45.5	-36.5	-24.5	-35.5	-62	74.5	58	48.5	90.5	-8.5	-59.5	581.5	312	432.5	213.5	87.5	48.5	121.5	190.5	134.5	71	185.5	84.5
PLATE2	1	HC-139K	-248	-248.5	-244.5	-251.5	-258.5	-225.5	-234.5	-270.5	-214.5	-76.5	424	3070	-207.5	-224.5	815.5	665.5	1158	523	77.5	-41.5	-98.5	420.5	343.5	35	-139	424.5
PLATE2	1	HC-140K	-300	-518.5	-491	-508	-510.5	-485	-508	-540	-379.5	-253.5	-103	2221.5	-448	-524	-61.5	-168.5	-118	-159.5	-350	-58.5	-253	-179	609	-409	-330	-387
PLATE2	1	HC-141K	82	1	18	-1	40	34	16	-24	251	94.5	138.5	74	30.5	-6	505.5	274	536	1053.5	173	0.5	24.5	778.5	85	47	76	155
PLATE2	1	HC-142K	-48	-64	-57.5	-36.5	-55	-19.5	-4	-64	21.5	12	580	1626	9.5	23	891	705.5	2273	1104	500	6	61.5	923	145	32	39	670
PLATE2	1	HC-143K	18	-18	-24	-11.5	-19.5	1.5	-7	-31	8	21	88	203	12	-36	365	217	442	137	56.5	0	-4	126	104	47	46.5	82.5
PLATE2	1	HC-144K	-1225	-1559	-1511	-1583	-1442	-1516.5	-1579.5	-1602	-1192	-257	-1001	-1431	-1535	-1594.5	533.5	-211	83	-553	-993.5	102.5	-337.5	-381	1695	-1061	-1203	-1007
PLATE2	1	HC-145K	-399.5	-421	-401.5	-418	-416	-394	-399	-414.5	-340	-163	283	609	-369	-333	958.5	798.5	1190	475	68	2	-65.5	454	517	-251	-210	305.5
PLATE2	1	HC-146K	-378	-447	-459	-462	-409	-421	-459	-489	-158.5	-54	41	178.5	-417	-471	2933	2164	2847	266.5	1121	-13	-152	320	569	-308.5	-344.5	-38
PLATE2	1	HC-147K	-20	-74.5	-49	-78	-72	-40	-47.5	-84	48	63	452	229	-25	-76	531.5	481	538	755.5	242	66.5	33	648.5	157	57	92.5	531.5
PLATE2	1	HC-148K	-88	-154.5	-50	-146	-172	-85	-164.5	-188	1320	51	637	133	-120.5	88	3243.5	1260.5	2264	968.5	356	0	54	814	275	-19	-49	770
PLATE2	1	HC-149K	-73.5	-86.5	-76.5	-93	-90	-54.5	-74	-99.5	-9	-13	219.5	1118.5	-37.5	166.5	262	267.5	403.5	216.5	106.5	1	30.5	151.5	180.5	32.5	26.5	195.5
PLATE2	1	HC-150K	-51.5	-11.5	-59	-50.5	-42.5	103	-22	-63	10	-14.5	429	-6	-4	-54	686.5	482	524.5	432	117	-11	19	395	137	200.5	676	391
PLATE2	1	HC-151K	-4.5	-6.5	-18.5	-7.5	-14	22	2.5	-22.5	18.5	2.5	292	1722.5	69.5	1755.5	2693	1851.5	1474.5	505.5	275.5	3.5	13.5	441.5	97.5	53	97.5	428
PLATE2	1	HC-152K	-981	-988.5	-976	-960.5	-981	-954	-967.5	-990.5	-903	-417	108	-559	-912	-992	449	314.5	459	215	-383	22	-516	25.5	1084	-708	-767.5	150
PLATE2	1	HC-153K	226	-37.5	-24	-40.5	89.5	7	-31	-58.5	795.5	171.5	272.5	210.5	-8.5	-49	601	433	510.5	415	232.5	4	19.5	419	130.5	49.5	44	289.5
PLATE2	1	HC-154K	-35	-58	-42	-48	-41	-24	-30	-50.5	1	-6	991	457	-8	-48	1241.5	1111	1236.5	916	302.5	-10	-30	850	133	26.5	47	1050
PLATE2	1	HC-155K	6.5	-42.5	18	-40	-35.5	11.5	-37.5	-59.5	153.5	18.5	168.5	185.5	6.5	-34.5	2051.5	560.5	1171.5	581.5	506.5	22	34	697	133.5	67.5	57.5	144.5
PLATE2	1	HC-156K	-133	-201.5	-191.5	-201.5	-127.5	-177.5	-177	-214.5	-93.5	19.5	-92	-162.5	-164.5	-162.5	2778	582.5	1227.5	55.5	-85.5	9	73.5	43.5	284.5	39.5	1.5	-125.5
PLATE2	1	HC-157K	-118.5	-127.5	-133.5	-139	-135	-115	-128	-154	-98	-41	-50	-51	-85	-144	391	36.5	182	179	-40	-36	-73.5	100	226	-74	-58	-61
PLATE2	1	HC-159K	-10	-13	-30	-25	-23	0	-18	-39	116	24	93.5	80	21	-18	241.5	197	221.5	291	126	7	42	310	111	69	111	110.5
PLATE2	1	HC-160K	-668	-669	-687	-681.5	-664	-652	-661.5	-689	-634	4	-68	131.5	-632	-702	273	-23	87	499.5	-111	3.5	47	409	774	-60	-200	-144
PLATE2	1	HC-161K	-52	-51	-52	-53.5	-47	-21	-20	-50	-24	-16	218	244	-19.5	-6.5	325	420	639	466	256.5	-17	-2.5	406	127	15.5	8	291
PLATE2	1	HC-162K	111	-12	9	-29.5	65	21	-24	-49	416	123	90	626	-2.5	-34	2059	1152	1365.5	120.5	1800	-8	39	120	131	66	149	99
PLATE2	1	HC-163K	-98.5	-218	-207	-219	-176	-181.5	-202	-225	787	47.5	456	-14	-169	-225	669	676.5	858	366	306	-40.5	-53.5	302	307	-69	-97.5	484
PLATE2	1	HC-164K	-1257	-1277	-1268	-1278	-1252	-1244	-1260	-1295	-1167	284.5	-392	1507	-1224	-1237	1897	221	990.5	3198	116	-86.5	699.5	2775	1386	-126	-561	-509
PLATE2	1	HC-165K	-164.5	-173	-187.5	-153.5	-172.5	-136.5	-167.5	-191.5	-122.5	-46.5	-20	2540.5	-46.5	-165.5	22.5	24.5	446.5	48.5	-56.5	-59.5	-48.5	19	263.5	-50.5	-80	-46.5
PLATE2	1	HC-166K	-46	-50	-44	-33.5	-47	-25.5	-35	-63	-16	-1	90.5	143	-4	-54	132	188	242	155	382	14	10.5	130	136	67	32	84
PLATE2	1	HC-167K	-70	-96	-77	-84.5	-76	-59	-75	-105	0	12	66	104.5	-48.5	-91	2158	477.5	910	147	17	-12	203	126.5	171	69.5	103	257
PLATE2	1	HC-168K	396.5	-55.5	95	-49.5	219.5	75.5	-42	-62	563	259.5	462.5	763.5	-7.5	-76.5	844.5	539.5	1066.5	531.5	139	-16.5	5.5	546.5	154.5	118	81.5	432.5
PLATE2	1	HC-169K	77	29	38.5	31	51.5	69	40	29.5	245	43.5	144.5	255	79	68	207.5	256	416	227	104	11	68	173	51	89	102	160.5
PLATE2	1	HC-170K	14	-25	-11	-3.5	3.5	10	13	-26	59	20	300	212.5	29	-12	353.5	353	364.5	284	114	21145	7	243.5	94	59.5	383.5	326
PLATE2	1	HC-171K	2	36	-19	1	0.5	20	-1.5	-19	12	9	732	5004.5	65	-8	991.5	1011	1040	1144.5	422	26	9	909	93	89.5	77	931
PLATE2	1	HC-172K	-9	-2.5	-7.5	-4	10.5	31.5	14.5	-17.5	33	12.5	159.5	84	33.5	-20	318	280	364.5	323	114	-2.5	2.5	282	84.5	75.5	77.5	183.5
PLATE2	1	HC-173K	-332.5	-346.5	-357.5	-365.5	-352	-326	-344	-315	-295	-108.5	-99	-0.5	-316	-345.5	70.5	-7	95	108	-99	35.5	-14	105	453	-209	-219	-68
PLATE2	1	HC-174K	-85	-80	-79	-71.5	-85	-46.5	-70	-94	-26	-22	273	472	-2	-92	1844	582	2296	378	123	-23.5	8.5	298	170	21	165.5	317
PLATE2	1	HC-176K	79	-18.5	11.5	-14.5	27	39.5	-4.5	-36.5	1001	89.5	83.5	3384.5	40.5	22.5	182.5	189.5	216.5	115	80.5	26.5	14.5	123	107.5	91.5	81.5	54.5
PLATE2	1	HC-177K	-283.5	426.5	-296.5	-302	-297.5	-277.5	-286.5	-314.5	-240.5	-58.5	170.5	-5	-265.5	-318.5	978	218	1199.5	294.5	33	3.5	-26	316.5	402.5	77.5	73	155.5
PLATE2	1	HC-178K	61.5	-83.5	-22	-81.5	-49.5	-15.5	-69.5	-98	21	64.5	22.5	604.5	-27.5	-61	1932.5	369.5	1031	97.5	17	25.5	7.5	84.5	167.5	-2	12.5	-4.5
PLATE2	1	HC-179K	-11	-20	-24	-1.5	-13	9	10	-21.5	11	-4	80	4183	65	-16	768.5	411	518	190	68	14	29	138	101	68.5	76.5	82.5
PLATE2	1	HC-180K	-83	-89	-101	-83.5	-82	-64	-78	-99	-46	-38	217	567.5	-38	-73	1299	679	1022	508	128	-32.5	-42	394	176	34	13	218.5
PLATE2	1	HC-181K	-38.5	-56.5	-52.5	-53.5	-49.5	-32.5	-44.5	-58.5	38.5	-4.5	7.5	-9.5	-4.5	-72.5	96	62.5	83	145.5	20.5	-9.5	-13.5	120	144.5	42	48.5	2
PLATE2	1	HC-182K	-23.5	-54	-38.5	-40	-48	-18	-34	-56	3.5	51	56	427	-7.5	122	179	223	246	100	50.5	1.5	57	166.5	135	86.5	68.5	44
PLATE2	1	HC-183K	-60	-77	-58	-67.5	-60.5	-37	-50	-77	-26	-11	718	895	-20	-52	1223	949	1195	1044	440	6.5	22	951	149	33	34	760
PLATE2	1	HC-184K	-48.5	167.5	-39.5	-41	-48.5	-22.5	-25	-51.5	-21.5	5	1291.5	1597.5	22.5	-14.5	1904.5	1120	1602	607	260.5	86.5	79.5	462.5	130.5	36.5	682.5	623.5
PLATE2	1	HC-185K	491	-34.5	-17.5	-93.5	265.5	0	-85	-101	543	397	346	552.5	-44	432	507	516	1115.5	520	204	11	174.5	625	184	13.5	76	310.5
PLATE2	1	HC-186K	-171	-237	-231	-241	-162	-186	-218.5	-240	-205	123	101.5	-136	-194	-244	264	232.5	514	346	-55	30.5	88	310	327	146.5	464.5	101.5
PLATE2	1	HC-187K	2	1	-3	-6.5	3	15	5	-14	25	-7	112	3946	37	11	1132.5	319	932	115.5	60.5	-17	-11	86	92	46	73	107.5
PLATE2	1	HC-188K	-124	-137	-134.5	-147.5	118.5	-104	-146.5	-160	-39.5	15.5	165.5	596.5	-94.5	-155.5	399.5	403.5	683	519.5	139.5	404.5	-47	484.5	245.5	1.5	27	289.5
