Plate	Inplatecount	Sample	IgG2_RBD alpha	IgG2_N	IgG2_RBD beta	IgG2_RBD omicron	IgG2_RBD lambda	IgG2_RBD gamma	IgG2_zebra	IgG2_Eadp501	IgG2_RBD delta	IgG2_RBD wuhan	IgG2_AMA1	IgG2_MSP1	IgG2_HRPII	IgG2_Tetanus	IgG2_HCoV-229E	IgG2_HCoV-NL63	IgG2_HCoV-OC43	IgG2_pp28	IgG2_pp65	IgG2_EBNA1	IgG2_VCA	IgG2_FL spike	IgG2_BSA	IgG2_CelTos	IgG2_CSP	IgG2_HCoV-HKU1
PLATE2	1	HC-189K	-73	-106.5	-82.5	-76.5	-73	-65.5	-68.5	-97.5	-37.5	-21.5	345.5	-24.5	-44.5	-101.5	684	464	733.5	536.5	196.5	-0.5	80.5	502.5	172.5	56.5	-5.5	385.5
PLATE2	1	HC-190K	-351	-26.5	-371.5	-383	-370.5	-349	-368	-384.5	-153.5	-95	-244	221	-335	-389	1247.5	127	644	282.5	-167	54	-178	208	476	-248	737	-213
PLATE2	1	HC-191K	-1026.5	-1043	-1052.5	-1025.5	-1034.5	-1007.5	-1020.5	-1069.5	-1016	-511.5	721.5	-394	-988.5	-1055.5	1267.5	759.5	1082.5	825.5	-374.5	-158	-434.5	635.5	1158.5	-904.5	-784.5	703.5
PLATE2	1	HC-192K	245	-18	97	-15	75	104	-3	-32	366	176	186	431	22	-41	283	236.5	1308	276	94	-6.5	4	275	114	76	114	175.5
PLATE2	1	HC-193K	29.5	46	18.5	18	24	36.5	29.5	3	69	28.5	383.5	1499.5	105.5	166.5	580.5	431.5	782.5	358.5	245.5	6.5	28.5	298.5	65.5	107.5	142.5	345.5
PLATE2	1	HC-194K	-47	-92.5	-60.5	-96.5	-87	-54	-86	-111	-7	-19	417	474	-61	2223	535	484	554	430	124	-16	-25	374	183	4	2	392.5
PLATE2	1	HC-195K	3	-52	-38	-56	-41	-4.5	-34	-64.5	80	45.5	1609	738	13	-53	2653.5	1679	1855	1320	589	-13	44	1238.5	145	43	45	1592.5
PLATE2	1	HC-196K	-16	-91	-39.5	-75	-5.5	-27.5	-69.5	-94	128	21	98.5	185	-35	-90	146	154	333	216	39	-25	34	466	174	11	267	48
PLATE2	1	HC-197K	-33	-41	-49	-39	-22	-20	-17	-47	11	-3.5	99	1249	10	-41.5	335	191.5	502	175	71	69	-13	134	125	48.5	50.5	78
PLATE2	1	HC-198K	-318	-172	-317.5	-309.5	-318.5	-291.5	-300	-323.5	-275	-78	80	868	-272	-338	3022	1243.5	1887	403	125.5	-9	-63	269	420	-36	-162	32.5
PLATE2	1	HC-200K	644.5	-8.5	420.5	-45.5	340	335	-29.5	-54.5	757.5	378	551	85.5	-13.5	-72.5	1753.5	792	1194.5	642.5	272	106.5	40.5	726.5	133.5	72.5	61.5	522
PLATE2	1	HC19-KC098	-3	-11	-4.5	-3.5	-1.5	12	17	-16	18.5	-0.5	147	215	33	-28	302	325	523	280	121.5	1	-9	199.5	92	83	91	360
PLATE2	1	HC19-KC099	-72	-48.5	-71	-61	-87	-49.5	-60	-88	-28.5	-10.5	6768	281	57.5	-82.5	284	289.5	395.5	268	75	-15	-17	220	165	57	633.5	184
PLATE2	1	HC19-KC100	-6	-16	-1	-22	-11.5	115.5	-25.5	-51.5	4	-6	272.5	415	10	-48	2185	642	1607	400	142	-14.5	16	352.5	123	60	42	286
PLATE2	1	HC19-KC101	-124	-135	-142.5	-124	-126	-97	-125	-150	-109	-65	157	75	-80	-127	257	221.5	552	322	106.5	-11	-17	232	214	-1	366	128
PLATE2	1	HC19-KC102	191.5	-84	-111.5	-135	-124.5	-89	-108.5	-140	-3.5	79	655	1025	-67	-137	1213	663	918	689.5	314.5	55	82.5	635	217	14	633	2331
PLATE2	1	HC19-KC103	118.5	89.5	-43	-39	-50.5	-15.5	-30	-46	-11	81	270	1037	43	-46	1124	1105.5	925	68	53	10.5	-12	42	134	29.5	425.5	16
PLATE2	1	HC19-KC104	-29.5	-64.5	-60	-68.5	-78	-42	-51	-87.5	30	65	21.5	2920.5	-16	-71.5	18393.5	22209	16953.5	285	98	45	105	254	161	548	63	288.5
PLATE2	1	HC19-KC105	-200	-203	-144.5	-212	-210	-182.5	-206	-224	-160.5	13	295	2470	-132.5	-218.5	585	498.5	539	485	171	-90	92	470.5	298	39.5	-26	226
PLATE2	1	HC19-KC106	-0.5	51.5	1.5	-7.5	-6.5	21	7	-22	28	2	132	5945.5	100	83.5	1363	370	886	239	117	118	2	206	94	925	1624	146
PLATE2	1	HC19-KC107	-140	-173	-140	-158	-177	-144.5	-173	-186.5	-147	-17	287	1106	-91	-163	403.5	436	1292	538	92.5	-14	-79	463	265	-60	-50.5	423.5
PLATE2	1	HC19-KC108	-340	-354	-348	-359	-334	-329	-351	-368	-320	-121	600	3340	-254.5	-352	3230	1196	1786	1008	146.5	25.5	-146	677	444	-206	-220	888
PLATE2	1	HC19-KC109	-107	-124	-140	-128	-117.5	-104	-106	-136	-69.5	7.5	-94	449	-91.5	-137	1656	213	468	48	-29	18	-1	6	216	-30	-42.5	-91
PLATE2	1	HC19-KC110	-33.5	-11	-39	-41.5	-26	7	-8	-40	9	-2.5	194	314	29	-36.5	352	275	300	395	209	0	-8	310	116	76	81.5	173.5
PLATE2	1	HC19-KC111	-145	-151.5	-146.5	-162	-145	-124	-147	-164	-110	-20	184	5217	-40	-164	770	348	571	425	110	10	7	321	252	-6	131	209
PLATE2	1	HC19-KC112	-204.5	-246.5	-248.5	-247.5	-237	-228	-228.5	-256.5	-205.5	-107.5	1077.5	819.5	-188.5	-266	192.5	104.5	111.5	56.5	-89.5	76.5	-96.5	64.5	337.5	-117.5	-135.5	-159
PLATE2	1	HC19-KC113	569	-131	733	-32	650	1088.5	-114	-135	427	-8	271.5	7844	-17	-141.5	556.5	291	506.5	372	117	28	-12.5	306	222	50	1654	176.5
PLATE2	1	HC19-KC114	-4.5	38	-22.5	-22.5	-18.5	7.5	-10.5	-30.5	0	4.5	404	1258	36.5	-36.5	601	590	741.5	604	155.5	-7.5	-1.5	532	99.5	69.5	67.5	510.5
PLATE2	1	HC19-KC115	-57	-84	-52.5	-74	-43.5	-45	-43.5	-82	-42	-10.5	687	31	-25.5	-72	1365.5	947	1528	761	359	-28	-24	631.5	159	180.5	263.5	736
PLATE2	1	HC19-KC116	-32	-60	-88	-87	-77	-55	-74	-107.5	-16	-40	220.5	1867	-33	-80	796	311	669	281	41	5	-5	160.5	171	28.5	229	215
PLATE2	1	HC19-KC117	-146	-143	426.5	-155.5	-149.5	63	-132	-157	-125	-62	-31	4336.5	-100	-154.5	2674	1626.5	1512	117	1	-1	-24.5	73	246	-38	505	260.5
PLATE2	1	HC19-KC118	-221	-256.5	-287.5	-299.5	-288.5	-266	-282.5	-320.5	-245.5	10.5	1646.5	894	-238.5	-307.5	619.5	116.5	378.5	456.5	18.5	7.5	-26.5	404	400.5	-153	4296.5	-54.5
PLATE2	1	HC19-KC119	-37	-41	-37	-46	-42	-18	-25	-51	-15	-10	260	427.5	-1	-63.5	1182.5	405	1086.5	363	149	5	561	300.5	128	237	39	816
PLATE2	1	HC19-KC120	-247	-233	-250	-263.5	-262	-232	-244.5	-266.5	-207	-71	-54	556.5	-176	-264	818	185.5	598	872.5	11	57	-20	157	347	91	2379	31
PLATE2	1	HC19-KC121	-100.5	-103.5	-107.5	-101	-94	-65.5	-53.5	-108.5	-64	-15	182.5	1919.5	-17.5	-80.5	339	377	349.5	435.5	178	44.5	2.5	371.5	187.5	12	5	283.5
PLATE2	1	HC19-KC122	-9	-28.5	-26	-30.5	-29	-3.5	-12.5	-42	2	13	241.5	1235.5	21	-36	2186	443	612	220	87	-1	22	167.5	115	51	112.5	157
PLATE2	1	HC19-KC123	-26	-33	-28	-40	-34	-7.5	-19	-42	1.5	-13	220.5	2482	28.5	-52	475.5	338	435	254.5	58	5	-8	201	116	41	660.5	269
PLATE2	1	HC19-KC124	-685.5	-495.5	-693.5	-695	-689.5	-669.5	-676.5	-710.5	-656.5	-380	51.5	2690.5	-337	-703.5	593.5	520	996.5	742.5	12	-22	-286	491.5	796.5	-569	-527	345.5
PLATE2	1	HC19-KC125	-230	-227.5	-233	-226.5	-223	-204	-217	-243	-198	-87	255	1453	-171.5	-241.5	1818	1072	1452.5	209	-22	-34	-127	141	319	-130	-134.5	299
PLATE2	1	HC19-KC126	-17.5	-18.5	-25.5	-28	-26	-3	-6.5	-31	0	10.5	294	469.5	8	-35	6119	5418	4655	225.5	107	29	-2	184	114	63	101	257
PLATE2	1	HC19-KC127	-258	-289	-271.5	-278	-277	-233	-263	-298	-74	-14	1041	179	-237.5	-299	1875.5	1430	2003.5	2908.5	476	18	284	2522	383	-108.5	-148.5	1048
PLATE2	1	HC19-KC128	-765	-738.5	-758	-748	-744	-728	-748	-750	-700	-249.5	-364	-104	-689	-752	2243	1081.5	1281	278	-303.5	56	-30.5	138	859	-532	-579	-281
PLATE2	1	HC19-KC129	-68.5	-63.5	-70	-65	-69.5	-49	-70	-87	-37.5	-21	1834.5	671	-18	-47	1281	1024	1258	988	332.5	13	-25	886.5	165	35.5	31.5	918.5
PLATE2	1	HC19-KC130	-178	-175	-187	-186.5	-184.5	-172	-181.5	-200	-178	88	167	561	-162	-211	262	254	261	294	155	51	118.5	311	281	126.5	171.5	153
PLATE2	1	HC19-KC131	-25	-47	-37.5	-41	-44	-12	-16	-48.5	-14	-18	1180.5	115	13	-42	1722	1255	1562.5	1117	437	0	-19	1028.5	121	33.5	55.5	1211
PLATE2	1	HC19-KC132	-79.5	-41.5	-84	-85.5	-90.5	-58.5	-68.5	-92.5	-23.5	-20.5	177.5	320	-26.5	-94	1158.5	586.5	1362.5	264.5	118	-17.5	-60.5	243	173.5	-3.5	206.5	152.5
PLATE2	1	HC19-KC133	-246	-264	-251	-235.5	-229	-208	-236	-273	-189.5	-139	153	1571	-196.5	-270	35942.5	29007	21067	70	-91	-41	-162	-5	355	-177.5	-55	10
PLATE2	1	HC19-KC134	-4	-22.5	-27	-13.5	-36	-3	-11	-48	4	46	171	1507	20	-29	37422	40392	29173	254	52.5	13011	13	141	121	37	116	56
PLATE2	1	HC19-KC135	-203	-204	-199	-197	-199	-181	-180	-199.5	-172	-79	847	457	-147	-203	1072	1004	1313.5	929	270	-9	-96	870	287	-58	-117	848.5
PLATE2	1	HC19-KC136	-107	-117	-116.5	-127.5	-115.5	-79	-94	-127	-69	-69	664	2439.5	-43	-133	3687.5	1194	2261.5	1462.5	398	-1	-78	1373	207	48	42	599
PLATE2	1	HC19-KC137	-147.5	-156	-147	-152.5	-158	-126.5	-138	-157	-116	-92	68	-63	-115	-168.5	1466	830	736.5	417	87.5	-26	-77.5	351	244	-77.5	-45	113.5
PLATE2	1	HC19-KC138	-105	-108.5	-110.5	-98	-99	-88.5	-85.5	-120.5	-62.5	-34	609.5	282.5	-61.5	-121	2432	1690.5	1837.5	788	412.5	39.5	-13.5	698.5	195.5	-4.5	31.5	604
PLATE2	1	HC19-KC139	-2	-28	-24	-41.5	-14	7	1291	-45	7	-3.5	248.5	71	22.5	-42.5	740	494	594	419	146.5	30	166.5	348	113	1200	1428	320.5
PLATE2	1	HC19-KC140	-10	844	-9	-11	-14	21	5	-23.5	17.5	46	230	163	40	-26	4713	1513	5423	254	99	10	1699.5	191	95	92	224	242.5
PLATE2	1	HC19-KC141	-234.5	-122	-241	-237.5	-259	-233.5	-230.5	-272	-207.5	-73.5	975	4887	-167	-268.5	2083	1111.5	1618	924.5	321	-25	-70	851	348	-7	-22	1085.5
PLATE2	1	HC19-KC142	-33	-1.5	-34	-18.5	-33	-5	0.5	-46	0	-9.5	109	696	16	69.5	684	268	561	292.5	94	29	63.5	214.5	115	45	93	73.5
PLATE2	1	HC19-KC143	-6	-50	-49	-38.5	-37	-23	-33	-47	-17	29	246	121	-13	-54	3275	1551	2011.5	369	88	9	33	208	133	49	111	118
PLATE2	1	HC19-KC144	-41	-22.5	-54.5	-53.5	-51.5	-25	-23.5	-52	-18	-0.5	39	87	-12	-69	1180	279.5	603	154	61.5	35	12	115	133	34	115	79
PLATE2	1	HC19-KC145	-290	-299	-280	-292.5	-301.5	-268.5	-291.5	-302	-248	-114	-1.5	1601.5	-236	-300	1725	427.5	2018	92.5	-78	10	-68	66	388	-143	-52	-2
PLATE2	1	HC19-KC146	-2.5	16.5	4.5	25.5	13.5	33.5	24.5	-1.5	30.5	10.5	486.5	160	54.5	5.5	636.5	551.5	1123.5	324	164	16.5	10.5	265.5	73.5	84.5	399	430.5
PLATE2	1	HC19-KC147	-23	-33	-40	-46	-39	-15	-20.5	-61	8	42	702	1693.5	110.5	-46	3409	1567	2231	1157	439	6062	258	928	126	85	567	800
PLATE2	1	HC19-KC148	-34	-195.5	-222	-270.5	-289	-249.5	-270	-288	-224.5	109	306.5	849	-224	-296	762	446.5	866	368.5	128	-24.5	-128	302	380	-172	868	552
PLATE2	1	HC19-KC149	-194.5	-197.5	-200.5	-200.5	-207.5	-161.5	-171	-191.5	-161.5	-58	609.5	373.5	-145.5	-167.5	904.5	753.5	1005	4182.5	620.5	-39	63.5	3598.5	285.5	-54.5	-43.5	519
PLATE2	1	HC19-KC150	-6.5	-28	-27.5	-14	-12	5.5	3	-32	5	13	76	241.5	0.5	-36.5	218	203	261	195	73	5	7.5	184.5	104	81	65	102
PLATE2	1	HC19-KC151	-258.5	269	-272.5	-275	-253.5	-202.5	-250.5	-280.5	-183	-108.5	41.5	408.5	-222.5	-276.5	388.5	226.5	328.5	2571.5	-22	30.5	-101.5	288.5	357.5	-40	-87.5	92.5
PLATE2	1	HC19-KC152	-524	-523	-520.5	-538	-531	-505	-523	-541	-461	-277	-131	-212	-495.5	-538	577	41	482	111.5	-254	-24	-216	52	625	-417	-299	-122
PLATE2	1	HC19-KC153	-766	-658.5	-776	-768	-756	-748	-745.5	-781	-728.5	-331.5	-649.5	-109	-710	-767	-451.5	-434.5	-463	-298.5	-568	-112	-405.5	-311	868	-668.5	-624	-667
PLATE2	1	HC19-KC154	-67	86	-89	-97.5	-94	-65	-67	-108	-43	-36	40	620	-39	-82	673	218	596	180.5	162.5	90	-8.5	472	177	23	648.5	117.5
PLATE2	1	HC19-KC155	-148	-230	-254	-252	-247.5	-234	-224	-256	-167	-48	489	2837	-147	-261	1412	801	1410	591.5	306.5	95	1385.5	532	350	9	2250.5	519
PLATE2	1	HC19-KC156	-69	-95	-89	-98	-84.5	-68	-66	-95	-56	-3	100	868.5	35	-89	1631	484.5	1310	406	213	39	-8.5	305	180	43	98	222.5
PLATE2	1	HC19-KC157	-1543	-1412	-1540	-1539.5	-1533	-1524	-1538	-1550	-1472	-721	-1109	-1218	-1497.5	-1562.5	-664	-967	-840	-644	-1171	-113	-898.5	-692.5	1655	-1362	-1281	-1082.5
PLATE2	1	HC19-KC158	-407	-407	-425	-435	-426	-403	-409	-404	-348	-110.5	795.5	-398.5	-358	-447	3376.5	2340	3390	3203	744.5	38	33.5	2650.5	527	-230	37	985
PLATE2	1	HC19-KC159	-305.5	-344.5	-336.5	-325	-335	-320	-315	-347.5	-291	-176.5	464.5	791	-292.5	-347.5	159	52	132	3.5	-185.5	201	-123	-7.5	433.5	-208.5	-224.5	-238.5
PLATE2	1	HC19-KC160	-415	-413.5	-416	-400.5	-406.5	-388	-399.5	-429	-375.5	-155	-212	482	-370.5	-434	17176	15456.5	11110	-13	-197	-35	-210.5	101.5	510	-240	1623	-220
PLATE2	1	HC19-KC161	-73.5	-81.5	-86	-79	-80	-54	-64	-81	-44	20.5	148	6654.5	53.5	-91.5	1139	387.5	794	288	102	-11	-14	228	164	64	30.5	119
PLATE2	1	HC19-KC162	-46	-64	-55.5	-59	-57	-28	-38	-68	-12.5	-7	310	5428	62.5	-65.5	1007	518	871	546	189.5	-1	1	409.5	150	44	230.5	338
PLATE2	1	HC19-KC163	-22	-1	-29	-25	-22.5	11	-13	-38	13	-14	635	264	13	-40	856	824	1028	642	237.5	-10	24	590.5	107	45	75.5	721.5
PLATE2	1	HC19-KC164	2076.5	4.5	13.5	3	19.5	41.5	34.5	2	193.5	904	147.5	478	54.5	6.5	261.5	300.5	376.5	288.5	97.5	8	94.5	252.5	71.5	82	1399	191.5
PLATE2	1	HC19-NM057	-29	-26	-27	-14	-12	-12.5	-9	-38	-8.5	-1	78	79.5	7.5	-23.5	195.5	144.5	1197	110	100.5	-7.5	0	74	109	49	39.5	1191
PLATE2	1	HC19-NM058	-394	-391.5	-398	-380.5	-392	-368.5	-379.5	-407.5	-360	-210.5	153.5	2137	-340.5	-415.5	1999	500	1250.5	216	-90.5	22.5	-126.5	157.5	483.5	-289	-276.5	124.5
PLATE2	1	HC19-NM059	-120.5	-125	-124	-130	-117	-104.5	-108	-139	-79	-35	351	10	-85.5	-109.5	802	473.5	793	347	155	87	-52	284	216	-1.5	-31	317.5
PLATE2	1	HC19-NM060	8	15	17	27	31	29	39.5	-2	45.5	9	99.5	90	55.5	116	365	242	278.5	211	102	3	-0.5	149	62	73	81	145.5
PLATE2	1	EBV-MALE-NEG	-78.5	-108.5	-109	-114	-113	-87.5	-96	-115	-67	85	-2	-24	-82	-108	168	116	317.5	287.5	88	43	181	92	204	533	85	-50
PLATE2	1	HC19-NM063	-644	-663	-657	-669	-668	-636	-646	-677	-623	-286.5	-358	-372	-627	-675	-181	-234	-179	-120	-447.5	-8	-333.5	-191	752	-465.5	-488	-362
PLATE2	1	HC19-NM064	-848	-845	-848	-857	-848.5	-836	-844	-872	-776	-312	-499	-758.5	-811	-15.5	832.5	-157	771	-105	-335.5	67	-280	-124.5	964	-614	-675	-566
PLATE2	1	HC19-NM065	-274.5	-278	-268.5	-268.5	-273.5	-247	-246.5	-283.5	-237.5	-45.5	383	-202	-224.5	-281.5	370.5	396.5	636.5	212.5	26.5	25	39.5	152.5	359.5	-42.5	-118.5	336
PLATE2	2	EBV-MALE-NEG	-103	-138	-164.5	-137.5	-144.5	-112.5	-142	-157	-109	133	-15.5	-27	-108	-133	169.5	124	403	360	61	83.5	282	128	244	697.5	98.5	-61.5
PLATE2	1	HC19-NM066	-155.5	-151	-129	-162.5	-154	-127	-139.5	-116	-115	-10	457	2	-114	-164	1169	671	1851.5	685	228.5	99	34	492.5	249	9	-5	417
PLATE2	1	HC19-NM067	-636.5	-654	-659.5	-647	-632	-619	-647.5	-672	-570	-284	-308	-597	-619	-656	-119	-181.5	-202	109.5	229	92	-195.5	-27	744	-510.5	-515	-358.5
PLATE2	1	HC19-NM068	-870	-898	-892	-901	-883	-879	-882	-905.5	-842	-242	-255.5	-582	-860	-919.5	-66	-198	-39.5	182.5	-268	280	-201	287	1004	-744	-753	-291.5
PLATE2	1	HC19-NM069	-126	-148	-133	-148	-136	-120	-123.5	-137	-94	-22	162.5	76.5	-104	-147	253	239	268	362	141	2	24	290	233	55	46.5	185
PLATE2	1	HC19-NM070	-125	-148	-145.5	-133.5	-139	-110	-127	-150	-120	-81	3675	111	-100	159	3789	3559	4076	3310	1136.5	63	-64.5	3094	222	-83	-45	4006
PLATE2	1	HC19-NM071	-86.5	-95	-89.5	-89.5	-79	-66	-73	-89.5	-10	-62	3	215	-54.5	1994	70	98	100	61	-11.5	-29.5	-36	41	175	-17	-1	11
PLATE2	1	HC19-NM072	-245.5	-257	-237	-256	-248.5	-222.5	-236	-258	-189	-136	78	1059	-205	-264	311	175	542	188.5	-63	0	-145	101	332	-144	-136.5	136
PLATE2	1	HC19-NM073	-157	-161	-154	-155	-157	-136	-140.5	-165	-123	-23.5	484	426	-94.5	-156	1121	730	938.5	706	244.5	-19	-38.5	581.5	243	-36.5	-42	492
PLATE2	1	HC19-NM074	-271.5	-268	-261.5	-256.5	-264.5	-242.5	-244	-253.5	-222.5	-62	22.5	145.5	-216.5	279.5	1099.5	477.5	814	187.5	-3.5	18.5	45.5	128.5	351.5	-97.5	-137.5	363.5
PLATE2	1	HC19-NM075	-1317	-1479	-1495	-1504	-1485	-1463	-1492.5	-1502	-1385	-375	-1152	70	-1445.5	856	21496	15452	14645	-531	-937.5	-159	-315	-624	1617	-1267	-1216	-1172
PLATE2	1	HC19-NM076	-140	-149	-160	-153	-150	-112.5	-124	-153	-105	-47	297	-90	-118.5	-87	581	424.5	461	652.5	172.5	44	-77	470	231	-52	-55	288
PLATE2	1	HC19-NM077	-243	-243	-241	-263	-240.5	-223	-229	-262	-199.5	-98	495	-97	-199.5	-248	551	622	1038	543	73.5	104	-104	422	334	-118	4	548.5
PLATE2	1	HC19-NM078	-358	-360	-356.5	-374.5	-356	-327	-344	-368	-314	-107	-145	269	-314	-374	-13	-69	-56	35	-143	31	-83	-12	450	-279	-266.5	-185
PLATE2	1	HC19-NM079	-2528	-2533	-2535.5	-2551	-2534	-2525	-2531	-2576	-2459	-846	-1710	2853.5	-2493	-2549	-1495	-1696.5	-1024	87.5	-1409	-286.5	-873	-312	2673	-1801	-2070.5	-1842.5
PLATE2	1	HC19-NM080	-965	-967	-971	-953	-964	-946	-955	-989	-916	-372	-305.5	-771	-931.5	-972.5	710.5	385	445	24	-476	-104	-277	-49.5	1069	-784	-801	-317
PLATE2	1	HC19-NM081	-1490	-1517	-1501	-1513.5	-1481	-1485	-1484	-1525	-1443	-613	-1140.5	-1468	-1459	-1521	-797	-1088.5	-942	163.5	-894	-5.5	-746.5	95	1617	-1302	-1344.5	-1183
PLATE2	1	HC-251K	-599	-605	-600	-597	-585	-574.5	-581	-608	-528	-246.5	73.5	-492	-554	-601	207	190	245	205	-228	74.5	-196	128	693	-416	-460	67
PLATE2	1	HC-252K	-111	-94	-136	-126	-116	-93	-96	-125	-68	19	780.5	116	-83	-134.5	982	904.5	1332	1085	379	45	-13	981	208	11	4.5	856.5
PLATE2	1	HC-253K	104	48	31.5	-21	33	49	21.5	-39	241	128.5	63	311	15.5	-36	971	309	939.5	196.5	230	30	738	207	113	66	84	71.5
PLATE2	1	HC-254K	-361	-374	-363	-365	-366	-345	-195	-378	-289	-129	1623.5	-101	-331	-387	3551	2816	2619	1379.5	466	19.5	-54.5	1310	467	-206	-252	1794
PLATE2	1	HC-255K	-279.5	-280	-283.5	-271	-278	-255.5	-269	-290.5	-177.5	-51	1073	1319	-229	-262	1372	1105	1383	1590.5	332.5	-13.5	83	1326	374	150.5	-72.5	1068
PLATE2	1	HC-256K	14	-81	12	-70.5	6.5	18	-70	-97	46	84	261	-66.5	-47	-101	640.5	337	457.5	319	150.5	-21	94	272.5	169	62	40	248
PLATE2	1	HC-257K	1.5	-10	-4	3	13	18.5	21	-5	26	0	134.5	177	33	-15	422	249.5	314	225	61.5	13	28.5	174	84	83	80.5	135
PLATE2	1	HC-258K	18.5	0.5	28	23	3	37	22	-0.5	1410	23	60	12	45	-3	510.5	179.5	285	90	48	1.5	-3.5	74.5	68	66.5	79.5	58.5
PLATE2	1	HC-259K	-243.5	-932	-929	-899	-933	-903	-929	-930	68	-181.5	464.5	-433	-891	-929.5	3549.5	1765	2677	644	-204	73.5	-254.5	538	1046	-656.5	-655	417
PLATE2	1	HC-260K	36.5	12.5	24.5	26.5	67.5	45.5	36.5	8	115.5	25.5	157.5	374.5	55.5	12.5	200	243	211	513.5	124.5	84	26	532.5	59.5	83.5	84.5	163.5
PLATE2	1	HC-261K	589.5	-423.5	-474	-620.5	-132	-504.5	-605.5	-648.5	811.5	457	128	41.5	-594	-577	437.5	243.5	576.5	467.5	-187	211	-69.5	620	722.5	-481.5	-509.5	223.5
PLATE2	1	HC-262K	-442	-448	-441.5	-428.5	-446	-435	-435.5	-473	-383	-145.5	1176	-36.5	-388	-460.5	1283	1134	1480	15074	1621	-45.5	-160	14776	549	-311	3175.5	972
PLATE2	1	HC-263K	557.5	-166.5	150	-172	54	19	-174.5	-196	638	457	134	755	-151.5	-190	7771	5999	6558	328	378	-4	847.5	522	282	158	-72	115.5
PLATE2	1	HC-264K	-54	-53	-68	-47.5	-49	-33	-52	-61	-26	-13	167	1	-30	-83.5	240	250	240.5	390	165	-6	-6.5	326.5	141	22.5	22	214
PLATE2	1	HC-265K	-88.5	-82.5	-85.5	-78.5	-73	-58.5	-60.5	-95	-56.5	-13	30.5	150.5	-42.5	-90.5	481.5	159	401.5	112.5	1209	32	-8	72.5	170.5	13.5	33	103.5
PLATE2	1	HC-266K	39.5	-66.5	-59.5	-67	-33.5	-6.5	-54.5	-73.5	21.5	-6.5	169	1314.5	-25	-83.5	626	392.5	571.5	273.5	74	14.5	646	222.5	159.5	28	8.5	121.5
PLATE2	1	HC-267K	16	-385	-315.5	-379	-148	-327	-372	-412.5	1158.5	-15.5	171	-355	-348.5	-399	252	251	262	465	135	-103	-257.5	406.5	483	-257	-243.5	208.5
PLATE2	1	HC-268K	2157	57.5	531.5	-9	773.5	378	-5	-25.5	1632	866	177.5	471	6	-30.5	305	262	860	184	156	18.5	40.5	656	111	71	61	165
PLATE2	1	HC-269K	-72	-66	-82.5	-78.5	-75	-45	-63	-93	-7	-12.5	236.5	52	-37	-83	409	329	446	449	130	14.5	-3	355	160	9	29	324
PLATE2	1	HC-270K	-475	-464.5	-464	-480.5	-470	-455	-471	-488	-379	-88.5	-213.5	1	-448.5	-487.5	334	237	120	75	-99	10.5	-109	53	580	-315	-348.5	-213.5
PLATE2	1	HC-271K	-132	-128	-154	-133.5	-150	-122	-127.5	-157.5	-14	-40	85	421	-121.5	-146	896	719.5	612	203	59	-7	-47.5	169	243	-38	-37	107.5
PLATE2	1	HC-272K	-65	63	-119	-139	-117.5	-108.5	-142.5	-184.5	150.5	-10	-39.5	330.5	-131.5	-178.5	195.5	49.5	242.5	28.5	-65.5	-40.5	-99	64	256.5	-79.5	-102.5	-65.5
PLATE2	1	HC-273K	-309.5	-468	-507	-618	-463	-523	-602	-631	-268	-49.5	-481	-471.5	-589.5	-638	-371	-398	-204	-298	-481	-67.5	-373	-209	713	-496	-489	-476
PLATE2	1	HC-274K	-84	-89	-76	-76	-75	-60	-65	-103	-45.5	-47	1269	57.5	-55	-101	1328.5	1327.5	1580	1280	399	8.5	-53	1089.5	165	-13.5	35	1322
PLATE2	1	HC-275K	13.5	46	-21	-50.5	-57	8.5	-37	-77.5	42	23	555	2204	39	-47	8818	7339	6636	803.5	364.5	-3.5	-11	629	143	67	30.5	635.5
PLATE2	1	HC-277K	-55.5	-53	-52	-50.5	-43	-17	-34	-66	-17.5	-2	203	158	-20	-62	731	523	556.5	329	134	-17	23	250	132	45	66	238
PLATE2	1	HC-278K	-156.5	-134	-157.5	-164	-150	-131.5	-144.5	-164.5	-111.5	21.5	269	-37	-116.5	-159.5	350.5	463.5	596.5	436.5	118	28.5	117	380.5	243.5	36	-12	288.5
PLATE2	1	HC-279K	0.5	242	-41	-35.5	-43	-7.5	-25.5	-64	42	26	246	35.5	-12	24.5	324	310	977	354.5	146.5	25.5	-28	342	131	37	22	326
PLATE2	1	HC-280K	-38	64.5	-48	-45	-48.5	-18	-32	-60.5	-7	-18.5	11	111	-16	-72	230	105	129.5	153	77	11	-33	95.5	133	17	29.5	19
PLATE2	1	HC-281K	-49	170	-87	-95	-68	-50.5	-68	-98	-20	1.5	42.5	555	-36	-103	4075	3120	3124	112.5	24	-13	40	530.5	175	-26	6	56
PLATE2	1	HC-282K	182	-206	-203	-253	-147	-188	-212	-229	1207	207	373	3895	-186	-233	4484	3481	3185	1282	633.5	-23.5	59	703	343	-116.5	-107	466.5
PLATE2	1	HC-283K	93.5	-410.5	-279.5	-468.5	-96.5	-322.5	-493.5	-527.5	359.5	323.5	157.5	1651	-458.5	-520.5	401	291	576.5	231.5	-88.5	-42.5	-157.5	472.5	601.5	-326.5	-410.5	203
